"CUADRO Nº 10: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia VILCAS HUAMAN (000)",5937,4920,591,154,272
"Hombres (001)",4514,3723,461,126,204
"Mujeres (002)",1423,1197,130,28,68
"De 06 a 14 años (003)",165,154,10,1,
"Hombres (004)",106,99,6,1,
"Mujeres (005)",59,55,4,,
"De 15 a 29 años (006)",1556,1297,167,34,58
"Hombres (007)",1174,976,134,26,38
"Mujeres (008)",382,321,33,8,20
"De 30 a 44 años (009)",2047,1590,238,69,150
"Hombres (010)",1564,1232,171,53,108
"Mujeres (011)",483,358,67,16,42
"De 45 a 64 años (012)",1425,1170,151,48,56
"Hombres (013)",1085,861,130,44,50
"Mujeres (014)",340,309,21,4,6
"De 65 y más años (015)",744,709,25,2,8
"Hombres (016)",585,555,20,2,8
"Mujeres (017)",159,154,5,,
,,,,,
"URBANA (018)",2205,1572,332,105,196
"Hombres (019)",1530,1071,233,80,146
"Mujeres (020)",675,501,99,25,50
"De 06 a 14 años (021)",49,47,2,,
"Hombres (022)",25,24,1,,
"Mujeres (023)",24,23,1,,
"De 15 a 29 años (024)",522,389,83,15,35
"Hombres (025)",345,253,61,9,22
"Mujeres (026)",177,136,22,6,13
"De 30 a 44 años (027)",862,545,148,54,115
"Hombres (028)",585,370,94,38,83
"Mujeres (029)",277,175,54,16,32
"De 45 a 64 años (030)",531,367,89,34,41
"Hombres (031)",389,253,69,31,36
"Mujeres (032)",142,114,20,3,5
"De 65 y más años (033)",241,224,10,2,5
"Hombres (034)",186,171,8,2,5
"Mujeres (035)",55,53,2,,
,,,,,
"RURAL (036)",3732,3348,259,49,76
"Hombres (037)",2984,2652,228,46,58
"Mujeres (038)",748,696,31,3,18
"De 06 a 14 años (039)",116,107,8,1,
"Hombres (040)",81,75,5,1,
"Mujeres (041)",35,32,3,,
"De 15 a 29 años (042)",1034,908,84,19,23
"Hombres (043)",829,723,73,17,16
"Mujeres (044)",205,185,11,2,7
"De 30 a 44 años (045)",1185,1045,90,15,35
"Hombres (046)",979,862,77,15,25
"Mujeres (047)",206,183,13,,10
"De 45 a 64 años (048)",894,803,62,14,15
"Hombres (049)",696,608,61,13,14
"Mujeres (050)",198,195,1,1,1
"De 65 y más años (051)",503,485,15,,3
"Hombres (052)",399,384,12,,3
"Mujeres (053)",104,101,3,,
