"CUADRO Nº 6: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIAL, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia PAUCAR DEL SARA SARA (000)",3092,3003,17,500,507,430,734,477,229,109,89,12224
"De 12 a 14 años (001)",5,3,,3,,,,,,,2,3
"De 15 a 19 años (002)",63,58,1,48,9,,,,,,5,66
"De 20 a 24 años (003)",261,237,1,150,70,10,6,,,,24,346
"De 25 a 29 años (004)",297,280,3,103,90,55,28,1,,,17,573
"De 30 a 34 años (005)",282,266,,45,90,69,50,8,4,,16,734
"De 35 a 39 años (006)",308,301,1,32,61,77,95,29,6,,7,1040
"De 40 a 44 años (007)",317,314,2,30,43,55,99,61,15,9,3,1323
"De 45 a 49 años (008)",247,244,,15,21,28,88,49,32,11,3,1234
"De 50 y más años (009)",1312,1300,9,74,123,136,368,329,172,89,12,6905
"PEA (010)",1107,1070,6,226,220,167,244,120,62,25,37,3809
"De 15 a 19 años (012)",16,15,,13,2,,,,,,1,17
"De 20 a 24 años (013)",93,82,,54,22,4,2,,,,11,119
"De 25 a 29 años (014)",139,131,1,55,39,21,14,1,,,8,260
"De 30 a 34 años (015)",117,107,,27,41,21,15,2,1,,10,260
"De 35 a 39 años (016)",146,143,,24,39,39,34,5,2,,3,414
"De 40 a 44 años (017)",161,159,2,19,27,33,47,24,4,3,2,594
"De 45 a 49 años (018)",108,107,,10,15,12,42,15,8,5,1,487
"De 50 y más años (019)",327,326,3,24,35,37,90,73,47,17,1,1658
"Ocupada (020)",1084,1049,6,220,215,160,242,120,62,24,35,3753
"De 15 a 19 años (022)",15,14,,12,2,,,,,,1,16
"De 20 a 24 años (023)",86,76,,52,19,4,1,,,,10,106
"De 25 a 29 años (024)",134,127,1,53,38,20,14,1,,,7,253
