"CUADRO Nº 6: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR PERSONAS QUE PERTENECÍAN AL HOGAR Y AHORA VIVEN PERMANENTEMENTE EN OTRO PAÍS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE PERSONAS QUE VIVEN PERMANENTEMENTE EN OTRO PAÍS",,,,,,,NINGUNA
,,1,2,3,4,5,6,"7 Y MÁS",
,,,,,,,,,
"Provincia LAURICOCHA",,,,,,,,,
"Hogares (001)",7914,131,63,37,22,19,24,28,7590
"Ocupantes presentes (002)",34003,483,180,133,94,92,136,171,32714
"Casa independiente",,,,,,,,,
"Hogares (004)",7109,129,56,36,22,17,23,27,6799
"Ocupantes presentes (005)",30361,473,160,127,94,80,133,167,29127
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (013)",9,1,,,,,,,8
"Ocupantes presentes (014)",17,3,,,,,,,14
"Choza o cabaña",,,,,,,,,
"Hogares (016)",783,1,7,1,,2,1,1,770
"Ocupantes presentes (017)",3570,7,20,6,,12,3,4,3518
"Vivienda improvisada",,,,,,,,,
"Hogares (019)",3,,,,,,,,3
"Ocupantes presentes (020)",10,,,,,,,,10
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (022)",8,,,,,,,,8
"Ocupantes presentes (023)",40,,,,,,,,40
"Otro tipo",,,,,,,,,
"Hogares (025)",2,,,,,,,,2
"Ocupantes presentes (026)",5,,,,,,,,5
,,,,,,,,,
URBANA,,,,,,,,,
"Hogares (028)",2057,63,35,20,16,15,8,13,1887
"Ocupantes presentes (029)",7873,204,85,74,59,72,52,85,7242
"Casa independiente",,,,,,,,,
"Hogares (031)",2043,62,35,20,16,15,8,13,1874
"Ocupantes presentes (032)",7839,201,85,74,59,72,52,85,7211
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (040)",9,1,,,,,,,8
"Ocupantes presentes (041)",17,3,,,,,,,14
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Hogares (046)",3,,,,,,,,3
"Ocupantes presentes (047)",10,,,,,,,,10
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (049)",1,,,,,,,,1
"Ocupantes presentes (050)",3,,,,,,,,3
"Otro tipo",,,,,,,,,
"Hogares (052)",1,,,,,,,,1
"Ocupantes presentes (053)",4,,,,,,,,4
,,,,,,,,,
RURAL,,,,,,,,,
"Hogares (055)",5857,68,28,17,6,4,16,15,5703
"Ocupantes presentes (056)",26130,279,95,59,35,20,84,86,25472
"Casa independiente",,,,,,,,,
"Hogares (058)",5066,67,21,16,6,2,15,14,4925
"Ocupantes presentes (059)",22522,272,75,53,35,8,81,82,21916
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Hogares (070)",783,1,7,1,,2,1,1,770
"Ocupantes presentes (071)",3570,7,20,6,,12,3,4,3518
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (076)",7,,,,,,,,7
"Ocupantes presentes (077)",37,,,,,,,,37
"Otro tipo",,,,,,,,,
"Hogares (079)",1,,,,,,,,1
"Ocupantes presentes (080)",1,,,,,,,,1
