"CUADRO Nº 4: POBLACIÓN TOTAL EN VIVIENDAS PARTICULARES, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,
,,,,,,,
"PROVINCIA, DISTRITO, ÁREA, URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia JAEN (000)",182221,3667,61686,49561,34622,23666,9019
"Jefe o Jefa (001)",43673,,103,7753,16258,13918,5641
"Esposa(o) / compañera(o) (002)",29005,,80,8461,11623,7214,1627
"Hijo(a) / hijastro(a) (003)",81930,2656,49839,24545,4121,743,26
"Yerno / nuera (004)",2133,,43,1550,461,76,3
"Nieto(a) (005)",9373,733,7078,1505,51,5,1
"Padres / suegros (006)",1689,,,3,58,438,1190
"Otro(a) pariente (007)",11630,258,4163,4292,1516,965,436
"Trabajador(a) del hogar (008)",424,,37,326,34,22,5
"Pensionistas (009)",177,,23,84,44,15,11
"Otro(a) no pariente (010)",2187,20,320,1042,456,270,79
"Hombres (011)",92964,1855,31691,24993,17250,12279,4896
"Jefe o Jefa (012)",33628,,48,5864,12974,10629,4113
"Esposa(o) / compañera(o) (013)",1329,,45,458,445,307,74
"Hijo(a) / hijastro(a) (014)",43862,1328,25593,14255,2276,396,14
"Yerno / nuera (015)",865,,13,479,309,61,3
"Nieto(a) (016)",4975,376,3645,923,25,5,1
"Padres / suegros (017)",540,,,,17,118,405
"Otro(a) pariente (018)",6277,139,2165,2341,860,554,218
"Trabajador(a) del hogar (019)",33,,5,20,5,3,
"Pensionistas (020)",118,,13,54,32,11,8
"Otro(a) no pariente (021)",1337,12,164,599,307,195,60
"Mujeres (022)",89257,1812,29995,24568,17372,11387,4123
"Jefe o Jefa (023)",10045,,55,1889,3284,3289,1528
"Esposa(o) / compañera(o) (024)",27676,,35,8003,11178,6907,1553
"Hijo(a) / hijastro(a) (025)",38068,1328,24246,10290,1845,347,12
"Yerno / nuera (026)",1268,,30,1071,152,15,
"Nieto(a) (027)",4398,357,3433,582,26,,
"Padres / suegros (028)",1149,,,3,41,320,785
"Otro(a) pariente (029)",5353,119,1998,1951,656,411,218
"Trabajador(a) del hogar (030)",391,,32,306,29,19,5
"Pensionistas (031)",59,,10,30,12,4,3
"Otro(a) no pariente (032)",850,8,156,443,149,75,19
,,,,,,,
"URBANA (033)",90857,1638,27379,26415,18923,12329,4173
"Jefe o Jefa (034)",23216,,78,4246,8964,7442,2486
"Esposa(o) / compañera(o) (035)",14019,,50,3872,6018,3403,676
"Hijo(a) / hijastro(a) (036)",37696,1148,21379,12623,2191,341,14
"Yerno / nuera (037)",1089,,19,735,293,40,2
"Nieto(a) (038)",4590,362,3391,808,24,4,1
"Padres / suegros (039)",1020,,,2,38,280,700
"Otro(a) pariente (040)",7081,113,2172,2970,996,601,229
"Trabajador(a) del hogar (041)",377,,31,301,26,17,2
"Pensionistas (042)",132,,17,66,34,10,5
"Otro(a) no pariente (043)",1637,15,242,792,339,191,58
"Hombres (044)",44941,811,13955,12602,9053,6302,2218
"Jefe o Jefa (045)",16619,,30,2821,6621,5382,1765
"Esposa(o) / compañera(o) (046)",912,,33,335,317,178,49
"Hijo(a) / hijastro(a) (047)",19548,564,10928,6771,1106,170,9
"Yerno / nuera (048)",487,,9,246,199,31,2
"Nieto(a) (049)",2369,178,1722,455,9,4,1
"Padres / suegros (050)",327,,,,11,76,240
"Otro(a) pariente (051)",3652,61,1102,1509,552,322,106
"Trabajador(a) del hogar (052)",22,,4,12,4,2,
"Pensionistas (053)",88,,10,43,25,7,3
"Otro(a) no pariente (054)",917,8,117,410,209,130,43
"Mujeres (055)",45916,827,13424,13813,9870,6027,1955
"Jefe o Jefa (056)",6597,,48,1425,2343,2060,721
"Esposa(o) / compañera(o) (057)",13107,,17,3537,5701,3225,627
"Hijo(a) / hijastro(a) (058)",18148,584,10451,5852,1085,171,5
"Yerno / nuera (059)",602,,10,489,94,9,
"Nieto(a) (060)",2221,184,1669,353,15,,
"Padres / suegros (061)",693,,,2,27,204,460
"Otro(a) pariente (062)",3429,52,1070,1461,444,279,123
"Trabajador(a) del hogar (063)",355,,27,289,22,15,2
"Pensionistas (064)",44,,7,23,9,3,2
"Otro(a) no pariente (065)",720,7,125,382,130,61,15
,,,,,,,
"RURAL (066)",91364,2029,34307,23146,15699,11337,4846
"Jefe o Jefa (067)",20457,,25,3507,7294,6476,3155
"Esposa(o) / compañera(o) (068)",14986,,30,4589,5605,3811,951
"Hijo(a) / hijastro(a) (069)",44234,1508,28460,11922,1930,402,12
"Yerno / nuera (070)",1044,,24,815,168,36,1
"Nieto(a) (071)",4783,371,3687,697,27,1,
"Padres / suegros (072)",669,,,1,20,158,490
"Otro(a) pariente (073)",4549,145,1991,1322,520,364,207
"Trabajador(a) del hogar (074)",47,,6,25,8,5,3
"Pensionistas (075)",45,,6,18,10,5,6
"Otro(a) no pariente (076)",550,5,78,250,117,79,21
"Hombres (077)",48023,1044,17736,12391,8197,5977,2678
"Jefe o Jefa (078)",17009,,18,3043,6353,5247,2348
"Esposa(o) / compañera(o) (079)",417,,12,123,128,129,25
"Hijo(a) / hijastro(a) (080)",24314,764,14665,7484,1170,226,5
"Yerno / nuera (081)",378,,4,233,110,30,1
"Nieto(a) (082)",2606,198,1923,468,16,1,
"Padres / suegros (083)",213,,,,6,42,165
"Otro(a) pariente (084)",2625,78,1063,832,308,232,112
"Trabajador(a) del hogar (085)",11,,1,8,1,1,
"Pensionistas (086)",30,,3,11,7,4,5
"Otro(a) no pariente (087)",420,4,47,189,98,65,17
"Mujeres (088)",43341,985,16571,10755,7502,5360,2168
"Jefe o Jefa (089)",3448,,7,464,941,1229,807
"Esposa(o) / compañera(o) (090)",14569,,18,4466,5477,3682,926
"Hijo(a) / hijastro(a) (091)",19920,744,13795,4438,760,176,7
"Yerno / nuera (092)",666,,20,582,58,6,
"Nieto(a) (093)",2177,173,1764,229,11,,
