"CUADRO Nº 9: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia ACOMAYO (000)",7633,198,1863,2824,2014,734
"Empleado (001)",683,6,201,300,164,12
"Obrero (002)",1069,11,354,434,227,43
"Trabajador independiente (003)",4047,19,740,1540,1246,502
"Empleador o patrono (004)",195,,30,78,53,34
"Trabajador familiar no remunerado (005)",1555,142,502,456,314,141
"Trabajador del hogar (006)",84,20,36,16,10,2
"Hombres (008)",5093,117,1221,1951,1358,446
"Empleado (009)",415,4,95,188,121,7
"Obrero (010)",897,10,297,373,186,31
"Trabajador independiente (011)",3017,12,538,1201,922,344
"Empleador o patrono (012)",141,,23,63,34,21
"Trabajador familiar no remunerado (013)",599,80,260,125,92,42
"Trabajador del hogar (014)",24,11,8,1,3,1
"Mujeres (016)",2540,81,642,873,656,288
"Empleado (017)",268,2,106,112,43,5
"Obrero (018)",172,1,57,61,41,12
"Trabajador independiente (019)",1030,7,202,339,324,158
"Empleador o patrono (020)",54,,7,15,19,13
"Trabajador familiar no remunerado (021)",956,62,242,331,222,99
"Trabajador del hogar (022)",60,9,28,15,7,1
,,,,,,
"URBANA (024)",4486,129,1025,1645,1235,452
"Empleado (025)",564,3,151,261,138,11
"Obrero (026)",633,8,203,255,140,27
"Trabajador independiente (027)",2243,15,371,817,730,310
"Empleador o patrono (028)",102,,16,39,28,19
"Trabajador familiar no remunerado (029)",891,86,263,265,193,84
"Trabajador del hogar (030)",53,17,21,8,6,1
"Hombres (032)",2826,75,629,1066,792,264
"Empleado (033)",343,3,73,161,99,7
"Obrero (034)",505,7,161,209,109,19
"Trabajador independiente (035)",1546,8,245,585,507,201
"Empleador o patrono (036)",67,,11,29,14,13
"Trabajador familiar no remunerado (037)",350,48,134,82,62,24
"Trabajador del hogar (038)",15,9,5,,1,
"Mujeres (040)",1660,54,396,579,443,188
"Empleado (041)",221,,78,100,39,4
"Obrero (042)",128,1,42,46,31,8
"Trabajador independiente (043)",697,7,126,232,223,109
"Empleador o patrono (044)",35,,5,10,14,6
"Trabajador familiar no remunerado (045)",541,38,129,183,131,60
"Trabajador del hogar (046)",38,8,16,8,5,1
,,,,,,
"RURAL (048)",3147,69,838,1179,779,282
"Empleado (049)",119,3,50,39,26,1
"Obrero (050)",436,3,151,179,87,16
"Trabajador independiente (051)",1804,4,369,723,516,192
"Empleador o patrono (052)",93,,14,39,25,15
"Trabajador familiar no remunerado (053)",664,56,239,191,121,57
"Trabajador del hogar (054)",31,3,15,8,4,1
"Hombres (056)",2267,42,592,885,566,182
"Empleado (057)",72,1,22,27,22,
"Obrero (058)",392,3,136,164,77,12
"Trabajador independiente (059)",1471,4,293,616,415,143
"Empleador o patrono (060)",74,,12,34,20,8
"Trabajador familiar no remunerado (061)",249,32,126,43,30,18
"Trabajador del hogar (062)",9,2,3,1,2,1
"Mujeres (064)",880,27,246,294,213,100
"Empleado (065)",47,2,28,12,4,1
"Obrero (066)",44,,15,15,10,4
"Trabajador independiente (067)",333,,76,107,101,49
"Empleador o patrono (068)",19,,2,5,5,7
"Trabajador familiar no remunerado (069)",415,24,113,148,91,39
"Trabajador del hogar (070)",22,1,12,7,2,
