"CUADRO Nº 6: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR PERSONAS QUE PERTENECÍAN AL HOGAR Y AHORA VIVEN PERMANENTEMENTE EN OTRO PAÍS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE PERSONAS QUE VIVEN PERMANENTEMENTE EN OTRO PAÍS",,,,,,,NINGUNA
,,1,2,3,4,5,6,"7 Y MÁS",
,,,,,,,,,
"Provincia YUNGUYO",,,,,,,,,
"Hogares (001)",13583,815,489,311,214,123,86,86,11459
"Ocupantes presentes (002)",47148,2541,1458,1053,758,477,346,399,40116
"Casa independiente",,,,,,,,,
"Hogares (004)",13340,796,484,308,206,122,86,84,11254
"Ocupantes presentes (005)",46455,2493,1444,1043,736,472,346,390,39531
"Departamento en edificio",,,,,,,,,
"Hogares (007)",10,,,1,3,,,,6
"Ocupantes presentes (008)",32,,,3,10,,,,19
"Vivienda en quinta",,,,,,,,,
"Hogares (010)",19,1,2,,1,1,,,14
"Ocupantes presentes (011)",61,1,5,,1,5,,,49
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (013)",14,,,,1,,,1,12
"Ocupantes presentes (014)",58,,,,4,,,7,47
"Choza o cabaña",,,,,,,,,
"Hogares (016)",192,18,3,2,3,,,1,165
"Ocupantes presentes (017)",527,47,9,7,7,,,2,455
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (022)",6,,,,,,,,6
"Ocupantes presentes (023)",11,,,,,,,,11
"Otro tipo",,,,,,,,,
"Hogares (025)",2,,,,,,,,2
"Ocupantes presentes (026)",4,,,,,,,,4
,,,,,,,,,
URBANA,,,,,,,,,
"Hogares (028)",4675,277,164,134,116,76,45,46,3817
"Ocupantes presentes (029)",17145,814,505,424,415,303,197,241,14246
"Casa independiente",,,,,,,,,
"Hogares (031)",4625,276,162,133,111,75,45,45,3778
"Ocupantes presentes (032)",16981,813,500,421,400,298,197,234,14118
"Departamento en edificio",,,,,,,,,
"Hogares (034)",10,,,1,3,,,,6
"Ocupantes presentes (035)",32,,,3,10,,,,19
"Vivienda en quinta",,,,,,,,,
"Hogares (037)",19,1,2,,1,1,,,14
"Ocupantes presentes (038)",61,1,5,,1,5,,,49
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (040)",14,,,,1,,,1,12
"Ocupantes presentes (041)",58,,,,4,,,7,47
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (049)",5,,,,,,,,5
"Ocupantes presentes (050)",9,,,,,,,,9
"Otro tipo",,,,,,,,,
"Hogares (052)",2,,,,,,,,2
"Ocupantes presentes (053)",4,,,,,,,,4
,,,,,,,,,
RURAL,,,,,,,,,
"Hogares (055)",8908,538,325,177,98,47,41,40,7642
"Ocupantes presentes (056)",30003,1727,953,629,343,174,149,158,25870
"Casa independiente",,,,,,,,,
"Hogares (058)",8715,520,322,175,95,47,41,39,7476
"Ocupantes presentes (059)",29474,1680,944,622,336,174,149,156,25413
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Hogares (070)",192,18,3,2,3,,,1,165
"Ocupantes presentes (071)",527,47,9,7,7,,,2,455
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (076)",1,,,,,,,,1
"Ocupantes presentes (077)",2,,,,,,,,2
"Otro tipo",,,,,,,,,
