"CUADRO Nº 30: POBLACIÓN OCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia YUNGAY (000)",16541,1816,2613,9382,230,2247,253
"Conviviente (001)",4822,515,902,2907,82,362,54
"Separado(a) (002)",480,55,66,290,10,37,22
"Casado(a) (003)",6710,665,831,4588,105,487,34
"Viudo(a) (004)",617,18,60,470,10,47,12
"Divorciado(a) (005)",53,12,6,26,2,4,3
"Soltero(a) (006)",3859,551,748,1101,21,1310,128
"Hombres (008)",12767,1009,2345,7774,181,1449,9
"Conviviente (009)",3890,312,822,2493,67,195,1
"Separado(a) (010)",184,12,48,112,6,6,
"Casado(a) (011)",5559,410,760,4088,88,212,1
"Viudo(a) (012)",291,8,37,223,4,19,
"Divorciado(a) (013)",27,5,4,16,1,1,
"Soltero(a) (014)",2816,262,674,842,15,1016,7
"Mujeres (016)",3774,807,268,1608,49,798,244
"Conviviente (017)",932,203,80,414,15,167,53
"Separado(a) (018)",296,43,18,178,4,31,22
"Casado(a) (019)",1151,255,71,500,17,275,33
"Viudo(a) (020)",326,10,23,247,6,28,12
"Divorciado(a) (021)",26,7,2,10,1,3,3
"Soltero(a) (022)",1043,289,74,259,6,294,121
,,,,,,,
"URBANA (024)",5048,1347,777,2237,127,401,159
"Conviviente (025)",1562,362,296,721,43,103,37
"Separado(a) (026)",214,44,26,114,8,11,11
"Casado(a) (027)",1738,492,194,860,57,114,21
"Viudo(a) (028)",156,12,13,110,4,9,8
"Divorciado(a) (029)",24,8,4,9,,,3
"Soltero(a) (030)",1354,429,244,423,15,164,79
"Hombres (032)",3120,717,672,1456,86,184,5
"Conviviente (033)",1007,205,255,486,30,30,1
"Separado(a) (034)",62,9,19,30,4,,
"Casado(a) (035)",1119,286,168,594,42,29,
"Viudo(a) (036)",51,6,7,34,1,3,
"Divorciado(a) (037)",14,4,2,8,,,
"Soltero(a) (038)",867,207,221,304,9,122,4
"Mujeres (040)",1928,630,105,781,41,217,154
"Conviviente (041)",555,157,41,235,13,73,36
"Separado(a) (042)",152,35,7,84,4,11,11
"Casado(a) (043)",619,206,26,266,15,85,21
"Viudo(a) (044)",105,6,6,76,3,6,8
"Divorciado(a) (045)",10,4,2,1,,,3
"Soltero(a) (046)",487,222,23,119,6,42,75
,,,,,,,
"RURAL (048)",11493,469,1836,7145,103,1846,94
"Conviviente (049)",3260,153,606,2186,39,259,17
"Separado(a) (050)",266,11,40,176,2,26,11
"Casado(a) (051)",4972,173,637,3728,48,373,13
"Viudo(a) (052)",461,6,47,360,6,38,4
"Divorciado(a) (053)",29,4,2,17,2,4,
"Soltero(a) (054)",2505,122,504,678,6,1146,49
"Hombres (056)",9647,292,1673,6318,95,1265,4
"Conviviente (057)",2883,107,567,2007,37,165,
"Separado(a) (058)",122,3,29,82,2,6,
"Casado(a) (059)",4440,124,592,3494,46,183,1
"Viudo(a) (060)",240,2,30,189,3,16,
"Divorciado(a) (061)",13,1,2,8,1,1,
"Soltero(a) (062)",1949,55,453,538,6,894,3
"Mujeres (064)",1846,177,163,827,8,581,90
"Conviviente (065)",377,46,39,179,2,94,17
"Separado(a) (066)",144,8,11,94,,20,11
"Casado(a) (067)",532,49,45,234,2,190,12
"Viudo(a) (068)",221,4,17,171,3,22,4
"Divorciado(a) (069)",16,3,,9,1,3,
"Soltero(a) (070)",556,67,51,140,,252,46
