"CUADRO Nº 36: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia SAN MARTIN (000)",1958,512,1446
"De 14 a 29 años (001)",1056,382,674
"De 30 a 44 años (002)",553,107,446
"De 45 a 64 años (003)",298,23,275
"De 65 y más años (004)",51,,51
"Hombres (005)",1304,326,978
"De 14 a 29 años (006)",660,240,420
"De 30 a 44 años (007)",366,66,300
"De 45 a 64 años (008)",237,20,217
"De 65 y más años (009)",41,,41
"Mujeres (010)",654,186,468
"De 14 a 29 años (011)",396,142,254
"De 30 a 44 años (012)",187,41,146
"De 45 a 64 años (013)",61,3,58
"De 65 y más años (014)",10,,10
,,,
"AREA URBANA (015)",1803,442,1361
"De 14 a 29 años (016)",987,342,645
"De 30 a 44 años (017)",503,84,419
"De 45 a 64 años (018)",270,16,254
"De 65 y más años (019)",43,,43
"Hombres (020)",1178,260,918
"De 14 a 29 años (021)",602,202,400
"De 30 a 44 años (022)",326,45,281
"De 45 a 64 años (023)",214,13,201
"De 65 y más años (024)",36,,36
"Mujeres (025)",625,182,443
"De 14 a 29 años (026)",385,140,245
"De 30 a 44 años (027)",177,39,138
"De 45 a 64 años (028)",56,3,53
"De 65 y más años (029)",7,,7
,,,
"AREA RURAL (030)",155,70,85
"De 14 a 29 años (031)",69,40,29
"De 30 a 44 años (032)",50,23,27
"De 45 a 64 años (033)",28,7,21
"De 65 y más años (034)",8,,8
"Hombres (035)",126,66,60
"De 14 a 29 años (036)",58,38,20
"De 30 a 44 años (037)",40,21,19
"De 45 a 64 años (038)",23,7,16
"De 65 y más años (039)",5,,5
"Mujeres (040)",29,4,25
"De 14 a 29 años (041)",11,2,9
"De 30 a 44 años (042)",10,2,8
"De 45 a 64 años (043)",5,,5
"De 65 y más años (044)",3,,3
