"CUADRO Nº 3: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia ANTABAMBA (000)",4294,4225,1004,426,452,408,790,602,354,189,69,15038
"De 12 a 14 años (001)",428,424,421,3,,,,,,,4,3
"De 15 a 19 años (002)",433,426,348,69,8,1,,,,,7,88
"De 20 a 24 años (003)",351,330,61,122,106,30,9,2,,,21,473
"De 25 a 29 años (004)",340,328,28,77,106,62,51,4,,,12,714
"De 30 a 34 años (005)",341,336,13,41,66,96,94,23,3,,5,1045
"De 35 a 39 años (006)",350,347,11,20,34,40,154,66,22,,3,1504
"De 40 a 44 años (007)",306,305,13,11,20,31,95,78,45,12,1,1568
"De 45 a 49 años (008)",299,296,11,7,25,20,65,88,60,20,3,1697
"De 50 y más años (009)",1446,1433,98,76,87,128,322,341,224,157,13,7946
"PEA (010)",1433,1405,163,183,201,154,283,216,126,79,28,5628
"De 12 a 14 años (011)",17,17,17,,,,,,,,,
"De 15 a 19 años (012)",74,72,49,22,1,,,,,,2,24
"De 20 a 24 años (013)",153,145,35,53,45,6,4,2,,,8,189
"De 25 a 29 años (014)",140,133,15,38,42,26,12,,,,7,250
"De 30 a 34 años (015)",147,143,7,23,32,38,33,8,2,,4,414
"De 35 a 39 años (016)",163,160,5,12,23,22,70,19,9,,3,629
"De 40 a 44 años (017)",149,149,4,5,15,14,51,34,19,7,,751
"De 45 a 49 años (018)",139,137,3,3,13,11,36,36,25,10,2,768
"De 50 y más años (019)",451,449,28,27,30,37,77,117,71,62,2,2603
"Ocupada (020)",1420,1392,160,181,198,154,279,216,126,78,28,5592
"De 12 a 14 años (021)",17,17,17,,,,,,,,,
"De 15 a 19 años (022)",71,69,46,22,1,,,,,,2,24
"De 20 a 24 años (023)",152,144,35,52,45,6,4,2,,,8,188
