"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia ICA (000)",129962,1236,60,14290,56409,8951,15242,8960,24814
"Miembros p.ejec. y leg.direct., adm.pub.y emp (001)",436,,,4,20,13,75,34,290
"Profes., científicos e intelectuales (002)",16871,,,,179,296,2728,865,12803
"Técnicos de nivel medio ytrab.asimilados (003)",7380,7,,54,1017,968,2183,1028,2123
"Jefes y empleados de oficina (004)",6106,,,22,1074,506,1478,894,2132
"Trab.de serv.pers.y vend.del comerc y mcdo. (005)",18509,176,5,1942,8578,1582,2212,1700,2314
"Agricult.trabaj. calif.agrop. y pesquros (006)",3767,90,1,1108,1701,169,178,182,338
"Obreros y oper.minas, cant., ind.manuf.y otros (007)",9675,68,1,975,4912,792,1401,676,850
"Obreros. construc., conf., papel, fab., instr (008)",16516,54,5,1479,9890,1266,1347,1264,1211
"Trabaj.no calif.serv. peon, vend., amb.,y afines (009)",47790,810,48,8438,27826,3171,3230,2045,2222
"Otra (010)",699,,,,191,45,187,90,186
"Ocupación no especificada (011)",2213,31,,268,1021,143,223,182,345
"Hombres (012)",80799,504,31,8801,38224,5477,7591,5943,14228
"Miembros p.ejec. y leg.direct., adm.pub.y emp (013)",278,,,3,14,8,30,27,196
"Profes., científicos e intelectuales (014)",8417,,,,77,120,778,492,6950
"Técnicos de nivel medio ytrab.asimilados (015)",4653,3,,38,728,719,1216,700,1249
"Jefes y empleados de oficina (016)",2939,,,14,664,238,514,470,1039
"Trab.de serv.pers.y vend.del comerc y mcdo. (017)",8549,39,2,711,4201,708,848,897,1143
"Agricult.trabaj. calif.agrop. y pesquros (018)",3187,60,,964,1443,131,137,165,287
"Obreros y oper.minas, cant., ind.manuf.y otros (019)",7299,43,,766,3711,582,1045,525,627
"Obreros. construc., conf., papel, fab., instr (020)",16050,52,5,1442,9662,1221,1292,1229,1147
"Trabaj.no calif.serv. peon, vend., amb.,y afines (021)",27564,297,24,4732,16934,1633,1461,1248,1235
"Otra (022)",646,,,,186,40,170,83,167
"Ocupación no especificada (023)",1217,10,,131,604,77,100,107,188
"Mujeres (024)",49163,732,29,5489,18185,3474,7651,3017,10586
"Miembros p.ejec. y leg.direct., adm.pub.y emp (025)",158,,,1,6,5,45,7,94
"Profes., científicos e intelectuales (026)",8454,,,,102,176,1950,373,5853
"Técnicos de nivel medio ytrab.asimilados (027)",2727,4,,16,289,249,967,328,874
"Jefes y empleados de oficina (028)",3167,,,8,410,268,964,424,1093
"Trab.de serv.pers.y vend.del comerc y mcdo. (029)",9960,137,3,1231,4377,874,1364,803,1171
"Agricult.trabaj. calif.agrop. y pesquros (030)",580,30,1,144,258,38,41,17,51
"Obreros y oper.minas, cant., ind.manuf.y otros (031)",2376,25,1,209,1201,210,356,151,223
"Obreros. construc., conf., papel, fab., instr (032)",466,2,,37,228,45,55,35,64
"Trabaj.no calif.serv. peon, vend., amb.,y afines (033)",20226,513,24,3706,10892,1538,1769,797,987
"Otra (034)",53,,,,5,5,17,7,19
"Ocupación no especificada (035)",996,21,,137,417,66,123,75,157
,,,,,,,,,
