"CUADRO Nº 34: POBLACIÓN DESOCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia HUAYLAS (000)",722,22,391,180,102,27
"Sin nivel (001)",58,,17,18,12,11
"Educación inicial (002)",2,,1,1,,
"Primaria (003)",316,19,157,69,57,14
"Secundaria (004)",219,3,149,44,23,
"Superior no univ. incompleta (005)",31,,14,12,5,
"Superior no univ. completa (006)",46,,23,18,4,1
"Superior univ. incompleta (007)",17,,12,4,1,
"Superior univ. completa (008)",33,,18,14,,1
"Hombres (010)",568,15,288,144,97,24
"Sin nivel (011)",48,,11,16,12,9
"Educación inicial (012)",1,,1,,,
"Primaria (013)",256,12,115,62,54,13
"Secundaria (014)",185,3,121,39,22,
"Superior no univ. incompleta (015)",19,,10,5,4,
"Superior no univ. completa (016)",32,,14,13,4,1
"Superior univ. incompleta (017)",10,,7,2,1,
"Superior univ. completa (018)",17,,9,7,,1
"Mujeres (020)",154,7,103,36,5,3
"Sin nivel (021)",10,,6,2,,2
"Educación inicial (022)",1,,,1,,
"Primaria (023)",60,7,42,7,3,1
"Secundaria (024)",34,,28,5,1,
"Superior no univ. incompleta (025)",12,,4,7,1,
"Superior no univ. completa (026)",14,,9,5,,
"Superior univ. incompleta (027)",7,,5,2,,
"Superior univ. completa (028)",16,,9,7,,
,,,,,,
"Area Urbana (030)",369,5,197,105,47,15
"Sin nivel (031)",18,,8,4,2,4
"Educación inicial (032)",2,,1,1,,
"Primaria (033)",101,5,52,19,16,9
"Secundaria (034)",135,,79,36,20,
"Superior no univ. incompleta (035)",24,,9,11,4,
"Superior no univ. completa (036)",39,,18,16,4,1
"Superior univ. incompleta (037)",17,,12,4,1,
"Superior univ. completa (038)",33,,18,14,,1
"Hombres (040)",255,3,122,74,44,12
"Sin nivel (041)",12,,5,3,2,2
"Educación inicial (042)",1,,1,,,
"Primaria (043)",62,3,23,14,14,8
"Secundaria (044)",113,,63,31,19,
"Superior no univ. incompleta (045)",14,,5,5,4,
"Superior no univ. completa (046)",26,,9,12,4,1
"Superior univ. incompleta (047)",10,,7,2,1,
"Superior univ. completa (048)",17,,9,7,,1
"Mujeres (050)",114,2,75,31,3,3
"Sin nivel (051)",6,,3,1,,2
"Educación inicial (052)",1,,,1,,
"Primaria (053)",39,2,29,5,2,1
"Secundaria (054)",22,,16,5,1,
"Superior no univ. incompleta (055)",10,,4,6,,
"Superior no univ. completa (056)",13,,9,4,,
"Superior univ. incompleta (057)",7,,5,2,,
"Superior univ. completa (058)",16,,9,7,,
,,,,,,
"Area Rural (060)",353,17,194,75,55,12
"Sin nivel (061)",40,,9,14,10,7
"Primaria (063)",215,14,105,50,41,5
"Secundaria (064)",84,3,70,8,3,
"Superior no univ. incompleta (065)",7,,5,1,1,
"Superior no univ. completa (066)",7,,5,2,,
"Hombres (070)",313,12,166,70,53,12
"Sin nivel (071)",36,,6,13,10,7
"Primaria (073)",194,9,92,48,40,5
"Secundaria (074)",72,3,58,8,3,
"Superior no univ. incompleta (075)",5,,5,,,
"Superior no univ. completa (076)",6,,5,1,,
"Mujeres (080)",40,5,28,5,2,
"Sin nivel (081)",4,,3,1,,
"Primaria (083)",21,5,13,2,1,
"Secundaria (084)",12,,12,,,
"Superior no univ. incompleta (085)",2,,,1,1,
"Superior no univ. completa (086)",1,,,1,,
