"CUADRO Nº 4: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICION DE ACTIVIDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia ANTONIO RAYMONDI (000)",14535,4187,1045,267,9043
"Hombres (001)",7211,2032,538,167,4478
"Mujeres (002)",7324,2155,507,100,4565
"PEA (003)",3767,258,490,84,2939
"Hombres (004)",3166,193,338,69,2568
"Mujeres (005)",601,65,152,15,371
"Ocupada (006)",3281,233,478,84,2490
"Hombres (007)",2743,176,330,69,2170
"Mujeres (008)",538,57,148,15,320
"Desocupada (009)",486,25,12,,449
"Hombres (010)",423,17,8,,398
"Mujeres (011)",63,8,4,,51
"No PEA (012)",10768,3929,555,183,6104
"Hombres (013)",4045,1839,200,98,1910
"Mujeres (014)",6723,2090,355,85,4194
,,,,,
"URBANA (018)",3857,754,723,155,2231
"Hombres (019)",1972,382,369,103,1121
"Mujeres (020)",1885,372,354,52,1110
"PEA (021)",1366,144,346,59,821
"Hombres (022)",1001,97,229,51,626
"Mujeres (023)",365,47,117,8,195
"Ocupada (024)",1235,137,336,59,707
"Hombres (025)",894,93,222,51,530
"Mujeres (026)",341,44,114,8,177
"Desocupada (027)",131,7,10,,114
"Hombres (028)",107,4,7,,96
"Mujeres (029)",24,3,3,,18
"No PEA (030)",2491,610,377,96,1410
"Hombres (031)",971,285,140,52,495
"Mujeres (032)",1520,325,237,44,915
,,,,,
"RURAL (036)",10678,3433,322,112,6812
"Hombres (037)",5239,1650,169,64,3357
"Mujeres (038)",5439,1783,153,48,3455
"PEA (039)",2401,114,144,25,2118
"Hombres (040)",2165,96,109,18,1942
"Mujeres (041)",236,18,35,7,176
"Ocupada (042)",2046,96,142,25,1783
"Hombres (043)",1849,83,108,18,1640
"Mujeres (044)",197,13,34,7,143
"Desocupada (045)",355,18,2,,335
"Hombres (046)",316,13,1,,302
"Mujeres (047)",39,5,1,,33
"No PEA (048)",8277,3319,178,87,4694
"Hombres (049)",3074,1554,60,46,1415
"Mujeres (050)",5203,1765,118,41,3279
