"CUADRO Nº 4: POBLACIÓN TOTAL EN VIVIENDAS PARTICULARES, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,
,,,,,,,
"PROVINCIA, DISTRITO, ÁREA, URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia ZARUMILLA (000)",39616,912,12025,11790,8383,5067,1439
"Jefe o Jefa (001)",10386,,12,2256,4131,3050,937
"Esposa(o) / compañera(o) (002)",6966,,24,2381,2889,1435,237
"Hijo(a) / hijastro(a) (003)",16869,690,10185,5129,708,154,3
"Yerno / nuera (004)",491,,8,361,108,12,2
"Nieto(a) (005)",1508,158,1087,247,15,1,
"Padres / suegros (006)",294,,,1,10,101,182
"Otro(a) pariente (007)",2487,60,665,1090,390,222,60
"Trabajador(a) del hogar (008)",48,,4,40,1,3,
"Pensionistas (009)",58,,1,30,17,8,2
"Otro(a) no pariente (010)",509,4,39,255,114,81,16
"Hombres (011)",20362,457,6173,5852,4307,2774,799
"Jefe o Jefa (012)",8157,,9,1762,3336,2371,679
"Esposa(o) / compañera(o) (013)",391,,13,138,152,73,15
"Hijo(a) / hijastro(a) (014)",8908,341,5195,2880,409,82,1
"Yerno / nuera (015)",221,,4,132,72,11,2
"Nieto(a) (016)",790,83,562,135,9,1,
"Padres / suegros (017)",101,,,,4,36,61
"Otro(a) pariente (018)",1415,31,369,627,232,127,29
"Trabajador(a) del hogar (019)",9,,2,7,,,
"Pensionistas (020)",43,,,21,14,7,1
"Otro(a) no pariente (021)",327,2,19,150,79,66,11
"Mujeres (022)",19254,455,5852,5938,4076,2293,640
"Jefe o Jefa (023)",2229,,3,494,795,679,258
"Esposa(o) / compañera(o) (024)",6575,,11,2243,2737,1362,222
"Hijo(a) / hijastro(a) (025)",7961,349,4990,2249,299,72,2
"Yerno / nuera (026)",270,,4,229,36,1,
"Nieto(a) (027)",718,75,525,112,6,,
"Padres / suegros (028)",193,,,1,6,65,121
"Otro(a) pariente (029)",1072,29,296,463,158,95,31
"Trabajador(a) del hogar (030)",39,,2,33,1,3,
"Pensionistas (031)",15,,1,9,3,1,1
"Otro(a) no pariente (032)",182,2,20,105,35,15,5
,,,,,,,
"URBANA (033)",35909,821,10935,10690,7655,4570,1238
"Jefe o Jefa (034)",9409,,11,2079,3776,2752,791
"Esposa(o) / compañera(o) (035)",6313,,22,2149,2653,1284,205
"Hijo(a) / hijastro(a) (036)",15276,623,9265,4626,622,137,3
"Yerno / nuera (037)",440,,7,324,97,11,1
"Nieto(a) (038)",1377,145,994,223,14,1,
"Padres / suegros (039)",268,,,1,9,92,166
"Otro(a) pariente (040)",2236,49,592,983,355,203,54
"Trabajador(a) del hogar (041)",47,,4,39,1,3,
"Pensionistas (042)",57,,1,30,16,8,2
"Otro(a) no pariente (043)",486,4,39,236,112,79,16
"Hombres (044)",18335,413,5610,5265,3894,2483,670
"Jefe o Jefa (045)",7299,,8,1602,3018,2110,561
"Esposa(o) / compañera(o) (046)",386,,11,136,151,73,15
"Hijo(a) / hijastro(a) (047)",8028,307,4721,2577,350,72,1
"Yerno / nuera (048)",203,,4,121,67,10,1
"Nieto(a) (049)",724,78,516,121,8,1,
"Padres / suegros (050)",91,,,,3,33,55
"Otro(a) pariente (051)",1247,26,329,547,207,113,25
"Trabajador(a) del hogar (052)",8,,2,6,,,
"Pensionistas (053)",42,,,21,13,7,1
"Otro(a) no pariente (054)",307,2,19,134,77,64,11
"Mujeres (055)",17574,408,5325,5425,3761,2087,568
"Jefe o Jefa (056)",2110,,3,477,758,642,230
"Esposa(o) / compañera(o) (057)",5927,,11,2013,2502,1211,190
"Hijo(a) / hijastro(a) (058)",7248,316,4544,2049,272,65,2
"Yerno / nuera (059)",237,,3,203,30,1,
"Nieto(a) (060)",653,67,478,102,6,,
"Padres / suegros (061)",177,,,1,6,59,111
"Otro(a) pariente (062)",989,23,263,436,148,90,29
"Trabajador(a) del hogar (063)",39,,2,33,1,3,
"Pensionistas (064)",15,,1,9,3,1,1
"Otro(a) no pariente (065)",179,2,20,102,35,15,5
,,,,,,,
"RURAL (066)",3707,91,1090,1100,728,497,201
"Jefe o Jefa (067)",977,,1,177,355,298,146
"Esposa(o) / compañera(o) (068)",653,,2,232,236,151,32
"Hijo(a) / hijastro(a) (069)",1593,67,920,503,86,17,
"Yerno / nuera (070)",51,,1,37,11,1,1
"Nieto(a) (071)",131,13,93,24,1,,
"Padres / suegros (072)",26,,,,1,9,16
"Otro(a) pariente (073)",251,11,73,107,35,19,6
"Trabajador(a) del hogar (074)",1,,,1,,,
"Pensionistas (075)",1,,,,1,,
"Otro(a) no pariente (076)",23,,,19,2,2,
"Hombres (077)",2027,44,563,587,413,291,129
"Jefe o Jefa (078)",858,,1,160,318,261,118
"Esposa(o) / compañera(o) (079)",5,,2,2,1,,
"Hijo(a) / hijastro(a) (080)",880,34,474,303,59,10,
"Yerno / nuera (081)",18,,,11,5,1,1
"Nieto(a) (082)",66,5,46,14,1,,
"Padres / suegros (083)",10,,,,1,3,6
"Otro(a) pariente (084)",168,5,40,80,25,14,4
"Trabajador(a) del hogar (085)",1,,,1,,,
"Pensionistas (086)",1,,,,1,,
"Otro(a) no pariente (087)",20,,,16,2,2,
"Mujeres (088)",1680,47,527,513,315,206,72
"Jefe o Jefa (089)",119,,,17,37,37,28
"Esposa(o) / compañera(o) (090)",648,,,230,235,151,32
"Hijo(a) / hijastro(a) (091)",713,33,446,200,27,7,
"Yerno / nuera (092)",33,,1,26,6,,
"Nieto(a) (093)",65,8,47,10,,,
"Padres / suegros (094)",16,,,,,6,10
"Otro(a) pariente (095)",83,6,33,27,10,5,2
"Otro(a) no pariente (098)",3,,,3,,,
