"CUADRO Nº 12: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE SI DISPONEN DEL SERVICIO DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA POTABLE",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia JAEN",,,,,,,,,
"Viviendas particulares (001)",19461,1676,717,736,1114,414,1198,454,13152
"Ocupantes presentes (002)",80978,7010,2949,2979,4580,1709,4848,1895,55008
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",16858,1625,691,664,977,346,941,390,11224
"Ocupantes presentes (005)",72376,6812,2860,2761,4128,1497,4029,1685,48604
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",813,15,4,4,56,28,83,9,614
"Ocupantes presentes (008)",2658,54,13,15,185,83,291,35,1982
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",1095,19,13,56,55,26,102,32,792
"Ocupantes presentes (011)",3552,83,30,151,170,92,336,107,2583
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",624,14,6,12,25,12,69,23,463
"Ocupantes presentes (014)",2149,49,38,52,95,29,182,68,1636
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",28,2,,,,,,,26
"Ocupantes presentes (017)",115,8,,,,,,,107
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",17,,,,,,,,17
"Ocupantes presentes (020)",57,,,,,,,,57
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",26,1,3,,1,2,3,,16
"Ocupantes presentes (023)",71,4,8,,2,8,10,,39
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",15494,1528,543,721,919,410,1181,351,9841
"Ocupantes presentes (029)",63709,6445,2224,2902,3755,1696,4773,1461,40453
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",12923,1479,518,649,782,342,924,287,7942
"Ocupantes presentes (032)",55237,6255,2138,2684,3303,1484,3954,1251,34168
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",813,15,4,4,56,28,83,9,614
"Ocupantes presentes (035)",2658,54,13,15,185,83,291,35,1982
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",1095,19,13,56,55,26,102,32,792
"Ocupantes presentes (038)",3552,83,30,151,170,92,336,107,2583
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",624,14,6,12,25,12,69,23,463
"Ocupantes presentes (041)",2149,49,38,52,95,29,182,68,1636
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",17,,,,,,,,17
"Ocupantes presentes (047)",57,,,,,,,,57
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",22,1,2,,1,2,3,,13
"Ocupantes presentes (050)",56,4,5,,2,8,10,,27
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",3967,148,174,15,195,4,17,103,3311
"Ocupantes presentes (056)",17269,565,725,77,825,13,75,434,14555
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",3935,146,173,15,195,4,17,103,3282
"Ocupantes presentes (059)",17139,557,722,77,825,13,75,434,14436
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",28,2,,,,,,,26
"Ocupantes presentes (071)",115,8,,,,,,,107
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",4,,1,,,,,,3
"Ocupantes presentes (077)",15,,3,,,,,,12
"Otro tipo",,,,,,,,,
