"CUADRO Nº 5: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia CANCHIS (000)",70481,12974,7153,1531,48912
"Conviviente (001)",16586,2077,1426,312,12792
"Separado(a) (002)",1971,257,184,38,1494
"Casado(a) (003)",20972,2721,3078,528,14689
"Viudo(a) (004)",4878,690,322,69,3798
"Divorciado(a) (005)",288,36,51,7,194
"Soltero(a) (006)",25786,7193,2092,577,15945
"Hombres (008)",33509,5418,3540,902,23709
"Conviviente (009)",7801,601,726,189,6296
"Separado(a) (010)",379,29,49,12,289
"Casado(a) (011)",10114,1031,1581,323,7215
"Viudo(a) (012)",1237,138,89,24,986
"Divorciado(a) (013)",108,8,16,4,80
"Soltero(a) (014)",13870,3611,1079,350,8843
"Mujeres (016)",36972,7556,3613,629,25203
"Conviviente (017)",8785,1476,700,123,6496
"Separado(a) (018)",1592,228,135,26,1205
"Casado(a) (019)",10858,1690,1497,205,7474
"Viudo(a) (020)",3641,552,233,45,2812
"Divorciado(a) (021)",180,28,35,3,114
"Soltero(a) (022)",11916,3582,1013,227,7102
,,,,,
"URBANA (024)",42481,5918,6387,1282,28973
"Conviviente (025)",10712,983,1327,278,8140
"Separado(a) (026)",1337,123,174,33,1009
"Casado(a) (027)",11403,905,2680,434,7425
"Viudo(a) (028)",2118,200,252,43,1624
"Divorciado(a) (029)",209,14,49,7,139
"Soltero(a) (030)",16702,3693,1905,487,10636
"Hombres (032)",20300,2517,3136,767,13935
"Conviviente (033)",5039,266,669,166,3948
"Separado(a) (034)",263,13,44,11,195
"Casado(a) (035)",5478,330,1366,272,3543
"Viudo(a) (036)",521,34,68,15,404
"Divorciado(a) (037)",81,3,15,4,59
"Soltero(a) (038)",8918,1871,974,299,5786
"Mujeres (040)",22181,3401,3251,515,15038
"Conviviente (041)",5673,717,658,112,4192
"Separado(a) (042)",1074,110,130,22,814
"Casado(a) (043)",5925,575,1314,162,3882
"Viudo(a) (044)",1597,166,184,28,1220
"Divorciado(a) (045)",128,11,34,3,80
"Soltero(a) (046)",7784,1822,931,188,4850
,,,,,
"RURAL (048)",28000,7056,766,249,19939
"Conviviente (049)",5874,1094,99,34,4652
"Separado(a) (050)",634,134,10,5,485
"Casado(a) (051)",9569,1816,398,94,7264
"Viudo(a) (052)",2760,490,70,26,2174
"Divorciado(a) (053)",79,22,2,,55
"Soltero(a) (054)",9084,3500,187,90,5309
"Hombres (056)",13209,2901,404,135,9774
"Conviviente (057)",2762,335,57,23,2348
"Separado(a) (058)",116,16,5,1,94
"Casado(a) (059)",4636,701,215,51,3672
"Viudo(a) (060)",716,104,21,9,582
"Divorciado(a) (061)",27,5,1,,21
"Soltero(a) (062)",4952,1740,105,51,3057
"Mujeres (064)",14791,4155,362,114,10165
"Conviviente (065)",3112,759,42,11,2304
"Separado(a) (066)",518,118,5,4,391
"Casado(a) (067)",4933,1115,183,43,3592
"Viudo(a) (068)",2044,386,49,17,1592
"Divorciado(a) (069)",52,17,1,,34
"Soltero(a) (070)",4132,1760,82,39,2252
