"CUADRO Nº 30: POBLACIÓN OCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia TARMA (000)",42646,6792,6862,22130,1087,5158,617
"Conviviente (001)",13184,1717,2354,7598,373,1018,124
"Separado(a) (002)",1721,282,275,983,40,81,60
"Casado(a) (003)",13332,2315,1606,7775,430,1103,103
"Viudo(a) (004)",1962,85,289,1417,49,93,29
"Divorciado(a) (005)",232,49,36,134,6,3,4
"Soltero(a) (006)",12215,2344,2302,4223,189,2860,297
"Hombres (008)",28588,3689,5558,15837,835,2632,37
"Conviviente (009)",9530,1079,1957,5941,312,237,4
"Separado(a) (010)",557,73,144,306,13,19,2
"Casado(a) (011)",9424,1390,1352,6103,349,224,6
"Viudo(a) (012)",801,18,165,563,23,31,1
"Divorciado(a) (013)",134,21,26,81,5,1,
"Soltero(a) (014)",8142,1108,1914,2843,133,2120,24
"Mujeres (016)",14058,3103,1304,6293,252,2526,580
"Conviviente (017)",3654,638,397,1657,61,781,120
"Separado(a) (018)",1164,209,131,677,27,62,58
"Casado(a) (019)",3908,925,254,1672,81,879,97
"Viudo(a) (020)",1161,67,124,854,26,62,28
"Divorciado(a) (021)",98,28,10,53,1,2,4
"Soltero(a) (022)",4073,1236,388,1380,56,740,273
,,,,,,,
"URBANA (024)",27701,6180,4194,13721,781,2310,515
"Conviviente (025)",8473,1549,1486,4525,260,541,112
"Separado(a) (026)",1200,269,160,658,26,33,54
"Casado(a) (027)",8948,2143,1059,4728,309,612,97
"Viudo(a) (028)",1147,78,142,816,36,49,26
"Divorciado(a) (029)",171,43,27,90,6,2,3
"Soltero(a) (030)",7762,2098,1320,2904,144,1073,223
"Hombres (032)",17337,3260,3470,8975,563,1037,32
"Conviviente (033)",5745,953,1246,3207,206,130,3
"Separado(a) (034)",371,67,92,194,7,9,2
"Casado(a) (035)",5894,1257,900,3366,234,132,5
"Viudo(a) (036)",407,16,87,274,16,13,1
"Divorciado(a) (037)",93,17,19,51,5,1,
"Soltero(a) (038)",4827,950,1126,1883,95,752,21
"Mujeres (040)",10364,2920,724,4746,218,1273,483
"Conviviente (041)",2728,596,240,1318,54,411,109
"Separado(a) (042)",829,202,68,464,19,24,52
"Casado(a) (043)",3054,886,159,1362,75,480,92
"Viudo(a) (044)",740,62,55,542,20,36,25
"Divorciado(a) (045)",78,26,8,39,1,1,3
"Soltero(a) (046)",2935,1148,194,1021,49,321,202
,,,,,,,
"RURAL (048)",14945,612,2668,8409,306,2848,102
"Conviviente (049)",4711,168,868,3073,113,477,12
"Separado(a) (050)",521,13,115,325,14,48,6
"Casado(a) (051)",4384,172,547,3047,121,491,6
"Viudo(a) (052)",815,7,147,601,13,44,3
"Divorciado(a) (053)",61,6,9,44,,1,1
"Soltero(a) (054)",4453,246,982,1319,45,1787,74
"Hombres (056)",11251,429,2088,6862,272,1595,5
"Conviviente (057)",3785,126,711,2734,106,107,1
"Separado(a) (058)",186,6,52,112,6,10,
"Casado(a) (059)",3530,133,452,2737,115,92,1
"Viudo(a) (060)",394,2,78,289,7,18,
"Divorciado(a) (061)",41,4,7,30,,,
"Soltero(a) (062)",3315,158,788,960,38,1368,3
"Mujeres (064)",3694,183,580,1547,34,1253,97
"Conviviente (065)",926,42,157,339,7,370,11
"Separado(a) (066)",335,7,63,213,8,38,6
"Casado(a) (067)",854,39,95,310,6,399,5
"Viudo(a) (068)",421,5,69,312,6,26,3
"Divorciado(a) (069)",20,2,2,14,,1,1
"Soltero(a) (070)",1138,88,194,359,7,419,71
