"CUADRO Nº 6: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIAL, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia ASUNCION (000)",2551,2433,13,361,408,395,635,409,161,51,118,9696
"De 15 a 19 años (002)",48,42,1,37,4,,,,,,6,45
"De 20 a 24 años (003)",219,180,2,105,51,15,5,2,,,39,286
"De 25 a 29 años (004)",273,244,,74,92,53,23,2,,,29,525
"De 30 a 34 años (005)",284,268,,41,75,75,69,8,,,16,763
"De 35 a 39 años (006)",290,282,,21,50,67,100,33,10,1,8,1073
"De 40 a 44 años (007)",211,207,,8,22,38,82,37,15,5,4,952
"De 45 a 49 años (008)",201,199,1,5,20,28,54,54,27,10,2,1051
"De 50 y más años (009)",1025,1011,9,70,94,119,302,273,109,35,14,5001
"PEA (010)",509,461,1,98,106,92,92,46,15,11,48,1528
"De 15 a 19 años (012)",9,8,,8,,,,,,,1,8
"De 20 a 24 años (013)",53,39,1,24,8,4,1,1,,,14,62
"De 25 a 29 años (014)",77,60,,22,21,13,4,,,,17,119
"De 30 a 34 años (015)",83,72,,19,26,16,7,4,,,11,174
"De 35 a 39 años (016)",82,80,,12,23,20,19,6,,,2,241
"De 40 a 44 años (017)",51,50,,2,7,16,15,6,2,2,1,208
"De 45 a 49 años (018)",46,45,,1,10,10,16,5,1,2,1,187
"De 50 y más años (019)",108,107,,10,11,13,30,24,12,7,1,529
"Ocupada (020)",496,450,1,96,104,89,90,44,15,11,46,1491
"De 15 a 19 años (022)",9,8,,8,,,,,,,1,8
"De 20 a 24 años (023)",51,37,1,23,8,3,1,1,,,14,58
"De 25 a 29 años (024)",73,58,,21,20,13,4,,,,15,116
"De 30 a 34 años (025)",83,72,,19,26,16,7,4,,,11,174
"De 35 a 39 años (026)",78,76,,12,22,18,19,5,,,2,226
