"CUADRO Nº 2: POBLACIÓN TOTAL, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y TIPO DE VIVIENDA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y TIPO DE VIVIENDA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia PALPA (000)",12875,244,3330,3381,2566,2171,1183
"Hombres (001)",6602,126,1723,1717,1273,1119,644
"Mujeres (002)",6273,118,1607,1664,1293,1052,539
"Viviendas particulares (003)",12783,244,3327,3359,2529,2150,1174
"Hombres (004)",6532,126,1721,1703,1243,1102,637
"Mujeres (005)",6251,118,1606,1656,1286,1048,537
"Viviendas colectivas (006)",60,,2,13,24,14,7
"Hombres (007)",49,,2,8,22,12,5
"Mujeres (008)",11,,,5,2,2,2
"Otro tipo (009)",32,,1,9,13,7,2
"Hombres (010)",21,,,6,8,5,2
"Mujeres (011)",11,,1,3,5,2,
,,,,,,,
"URBANA (012)",8489,170,2266,2215,1703,1404,731
"Hombres (013)",4246,83,1179,1079,822,689,394
"Mujeres (014)",4243,87,1087,1136,881,715,337
"Viviendas particulares (015)",8397,170,2263,2193,1666,1383,722
"Hombres (016)",4176,83,1177,1065,792,672,387
"Mujeres (017)",4221,87,1086,1128,874,711,335
"Viviendas colectivas (018)",60,,2,13,24,14,7
"Hombres (019)",49,,2,8,22,12,5
"Mujeres (020)",11,,,5,2,2,2
"Otro tipo (021)",32,,1,9,13,7,2
"Hombres (022)",21,,,6,8,5,2
"Mujeres (023)",11,,1,3,5,2,
,,,,,,,
"RURAL (024)",4386,74,1064,1166,863,767,452
"Hombres (025)",2356,43,544,638,451,430,250
"Mujeres (026)",2030,31,520,528,412,337,202
"Viviendas particulares (027)",4386,74,1064,1166,863,767,452
"Hombres (028)",2356,43,544,638,451,430,250
"Mujeres (029)",2030,31,520,528,412,337,202
