"CUADRO Nº 4: POBLACIÓN TOTAL EN VIVIENDAS PARTICULARES, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,
,,,,,,,
"PROVINCIA, DISTRITO, ÁREA, URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia ALTO AMAZONAS (000)",103588,2979,40640,26069,17844,12329,3727
"Jefe o Jefa (001)",21478,,64,3876,8560,7090,1888
"Esposa(o) / compañera(o) (002)",15650,,37,5020,6219,3710,664
"Hijo(a) / hijastro(a) (003)",48066,2051,32428,12004,1364,215,4
"Yerno / nuera (004)",1749,,40,1271,392,46,
"Nieto(a) (005)",5746,622,4483,610,31,,
"Padres / suegros (006)",1361,,,2,37,470,852
"Otro(a) pariente (007)",7645,280,3267,2343,921,579,255
"Trabajador(a) del hogar (008)",396,,52,289,31,18,6
"Pensionistas (009)",181,,10,104,44,18,5
"Otro(a) no pariente (010)",1316,26,259,550,245,183,53
"Hombres (011)",52728,1488,20689,12918,9126,6636,1871
"Jefe o Jefa (012)",17502,,36,3155,7137,5761,1413
"Esposa(o) / compañera(o) (013)",569,,11,228,156,127,47
"Hijo(a) / hijastro(a) (014)",25492,1028,16523,7019,799,123,
"Yerno / nuera (015)",761,,17,454,256,34,
"Nieto(a) (016)",3000,299,2334,350,17,,
"Padres / suegros (017)",445,,,2,8,148,287
"Otro(a) pariente (018)",3995,151,1642,1291,530,296,85
"Trabajador(a) del hogar (019)",36,,9,18,7,2,
"Pensionistas (020)",113,,6,60,30,14,3
"Otro(a) no pariente (021)",815,10,111,341,186,131,36
"Mujeres (022)",50860,1491,19951,13151,8718,5693,1856
"Jefe o Jefa (023)",3976,,28,721,1423,1329,475
"Esposa(o) / compañera(o) (024)",15081,,26,4792,6063,3583,617
"Hijo(a) / hijastro(a) (025)",22574,1023,15905,4985,565,92,4
"Yerno / nuera (026)",988,,23,817,136,12,
"Nieto(a) (027)",2746,323,2149,260,14,,
"Padres / suegros (028)",916,,,,29,322,565
"Otro(a) pariente (029)",3650,129,1625,1052,391,283,170
"Trabajador(a) del hogar (030)",360,,43,271,24,16,6
"Pensionistas (031)",68,,4,44,14,4,2
"Otro(a) no pariente (032)",501,16,148,209,59,52,17
,,,,,,,
"URBANA (033)",61796,1533,21978,16190,11240,8120,2735
"Jefe o Jefa (034)",13200,,58,1915,5221,4658,1348
"Esposa(o) / compañera(o) (035)",9055,,20,2298,3816,2440,481
"Hijo(a) / hijastro(a) (036)",26952,924,16574,8216,1063,172,3
"Yerno / nuera (037)",1236,,17,880,301,38,
"Nieto(a) (038)",4311,460,3315,510,26,,
"Padres / suegros (039)",964,,,2,15,289,658
"Otro(a) pariente (040)",4613,132,1758,1577,572,377,197
"Trabajador(a) del hogar (041)",346,,43,265,25,9,4
"Pensionistas (042)",148,,7,88,35,14,4
"Otro(a) no pariente (043)",971,17,186,439,166,123,40
"Hombres (044)",30736,770,11155,7814,5454,4222,1321
"Jefe o Jefa (045)",10018,,31,1332,4050,3625,980
"Esposa(o) / compañera(o) (046)",479,,9,182,133,111,44
"Hijo(a) / hijastro(a) (047)",14153,470,8427,4560,600,96,
"Yerno / nuera (048)",514,,7,292,188,27,
"Nieto(a) (049)",2263,221,1742,287,13,,
"Padres / suegros (050)",290,,,2,1,78,209
"Otro(a) pariente (051)",2369,73,866,847,329,196,58
"Trabajador(a) del hogar (052)",22,,2,15,3,2,
"Pensionistas (053)",92,,4,50,25,10,3
"Otro(a) no pariente (054)",536,6,67,247,112,77,27
"Mujeres (055)",31060,763,10823,8376,5786,3898,1414
"Jefe o Jefa (056)",3182,,27,583,1171,1033,368
"Esposa(o) / compañera(o) (057)",8576,,11,2116,3683,2329,437
"Hijo(a) / hijastro(a) (058)",12799,454,8147,3656,463,76,3
"Yerno / nuera (059)",722,,10,588,113,11,
"Nieto(a) (060)",2048,239,1573,223,13,,
"Padres / suegros (061)",674,,,,14,211,449
"Otro(a) pariente (062)",2244,59,892,730,243,181,139
"Trabajador(a) del hogar (063)",324,,41,250,22,7,4
"Pensionistas (064)",56,,3,38,10,4,1
"Otro(a) no pariente (065)",435,11,119,192,54,46,13
,,,,,,,
"RURAL (066)",41792,1446,18662,9879,6604,4209,992
"Jefe o Jefa (067)",8278,,6,1961,3339,2432,540
"Esposa(o) / compañera(o) (068)",6595,,17,2722,2403,1270,183
"Hijo(a) / hijastro(a) (069)",21114,1127,15854,3788,301,43,1
"Yerno / nuera (070)",513,,23,391,91,8,
"Nieto(a) (071)",1435,162,1168,100,5,,
"Padres / suegros (072)",397,,,,22,181,194
"Otro(a) pariente (073)",3032,148,1509,766,349,202,58
"Trabajador(a) del hogar (074)",50,,9,24,6,9,2
"Pensionistas (075)",33,,3,16,9,4,1
"Otro(a) no pariente (076)",345,9,73,111,79,60,13
"Hombres (077)",21992,718,9534,5104,3672,2414,550
"Jefe o Jefa (078)",7484,,5,1823,3087,2136,433
"Esposa(o) / compañera(o) (079)",90,,2,46,23,16,3
"Hijo(a) / hijastro(a) (080)",11339,558,8096,2459,199,27,
"Yerno / nuera (081)",247,,10,162,68,7,
"Nieto(a) (082)",737,78,592,63,4,,
"Padres / suegros (083)",155,,,,7,70,78
"Otro(a) pariente (084)",1626,78,776,444,201,100,27
"Trabajador(a) del hogar (085)",14,,7,3,4,,
"Pensionistas (086)",21,,2,10,5,4,
"Otro(a) no pariente (087)",279,4,44,94,74,54,9
"Mujeres (088)",19800,728,9128,4775,2932,1795,442
"Jefe o Jefa (089)",794,,1,138,252,296,107
"Esposa(o) / compañera(o) (090)",6505,,15,2676,2380,1254,180
"Hijo(a) / hijastro(a) (091)",9775,569,7758,1329,102,16,1
"Yerno / nuera (092)",266,,13,229,23,1,
"Nieto(a) (093)",698,84,576,37,1,,
"Padres / suegros (094)",242,,,,15,111,116
"Otro(a) pariente (095)",1406,70,733,322,148,102,31
