"CUADRO Nº 8: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR MATERIAL PREDOMINANTE EN LOS PISOS DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"MATERIAL PREDOMINANTE EN LOS PISOS DE LA VIVIENDA",,,,,,
,,TIERRA,CEMENTO,"LOSETAS, TERRAZOS, CERÁMICOS O SIMILARES","PARQUET O MADERA PULIDA","MADERA (PONA, TOR-NILLO, ETC.)","LÁMINAS ASFÁL-TICAS, VINÍLICOS O SIMILARES","OTRO MATERIAL"
,,,,,,,,
"Provincia CONCEPCION",,,,,,,,
"Viviendas particulares (001)",14130,10792,2811,161,78,246,5,37
"Ocupantes presentes (002)",59074,44388,12482,665,328,1048,24,139
"Casa independiente",,,,,,,,
"Viviendas particulares (004)",13827,10582,2732,152,77,243,5,36
"Ocupantes presentes (005)",57551,43418,12021,603,321,1029,24,135
"Departamento en edificio",,,,,,,,
"Viviendas particulares (007)",8,,3,4,,1,,
"Ocupantes presentes (008)",26,,12,11,,3,,
"Vivienda en quinta",,,,,,,,
"Viviendas particulares (010)",58,,52,4,1,1,,
"Ocupantes presentes (011)",398,,327,50,7,14,,
"Vivienda en casa de vecindad",,,,,,,,
"Viviendas particulares (013)",49,32,15,1,,1,,
"Ocupantes presentes (014)",220,138,79,1,,2,,
"Choza o cabaña",,,,,,,,
"Viviendas particulares (016)",177,171,5,,,,,1
"Ocupantes presentes (017)",822,799,19,,,,,4
"Vivienda improvisada",,,,,,,,
"Viviendas particulares (019)",4,3,1,,,,,
"Ocupantes presentes (020)",14,11,3,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Viviendas particulares (022)",7,4,3,,,,,
"Ocupantes presentes (023)",43,22,21,,,,,
"Otro tipo",,,,,,,,
,,,,,,,,
URBANA,,,,,,,,
"Viviendas particulares (028)",7170,4384,2316,150,75,208,4,33
"Ocupantes presentes (029)",30262,17861,10431,624,320,883,22,121
"Casa independiente",,,,,,,,
"Viviendas particulares (031)",7045,4346,2242,141,74,205,4,33
"Ocupantes presentes (032)",29562,17691,9989,562,313,864,22,121
"Departamento en edificio",,,,,,,,
"Viviendas particulares (034)",8,,3,4,,1,,
"Ocupantes presentes (035)",26,,12,11,,3,,
"Vivienda en quinta",,,,,,,,
"Viviendas particulares (037)",58,,52,4,1,1,,
"Ocupantes presentes (038)",398,,327,50,7,14,,
"Vivienda en casa de vecindad",,,,,,,,
"Viviendas particulares (040)",49,32,15,1,,1,,
"Ocupantes presentes (041)",220,138,79,1,,2,,
"Choza o cabaña",,,,,,,,
"Vivienda improvisada",,,,,,,,
"Viviendas particulares (046)",4,3,1,,,,,
"Ocupantes presentes (047)",14,11,3,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Viviendas particulares (049)",6,3,3,,,,,
"Ocupantes presentes (050)",42,21,21,,,,,
"Otro tipo",,,,,,,,
,,,,,,,,
RURAL,,,,,,,,
"Viviendas particulares (055)",6960,6408,495,11,3,38,1,4
"Ocupantes presentes (056)",28812,26527,2051,41,8,165,2,18
"Casa independiente",,,,,,,,
"Viviendas particulares (058)",6782,6236,490,11,3,38,1,3
"Ocupantes presentes (059)",27989,25727,2032,41,8,165,2,14
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Choza o cabaña",,,,,,,,
"Viviendas particulares (070)",177,171,5,,,,,1
"Ocupantes presentes (071)",822,799,19,,,,,4
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Viviendas particulares (076)",1,1,,,,,,
"Ocupantes presentes (077)",1,1,,,,,,
"Otro tipo",,,,,,,,
