"CUADRO Nº 1: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR NÚMERO DE HOGARES, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HOGARES",,,,
,,1,2,3,4,"5 Y MÁS"
,,,,,,
"Provincia LEONCIO PRADO",,,,,,
"Viviendas particulares (001)",29114,28284,681,125,21,3
"Ocupantes presentes (002)",114713,107331,5544,1457,311,70
"Casa independiente",,,,,,
"Viviendas particulares (004)",21656,20929,608,100,17,2
"Ocupantes presentes (005)",89295,82868,4968,1158,253,48
"Departamento en edificio",,,,,,
"Viviendas particulares (007)",559,535,18,4,1,1
"Ocupantes presentes (008)",1675,1483,121,38,11,22
"Vivienda en quinta",,,,,,
"Viviendas particulares (010)",1138,1091,30,15,2,
"Ocupantes presentes (011)",3807,3334,256,185,32,
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (013)",369,348,17,3,1,
"Ocupantes presentes (014)",1317,1116,140,46,15,
"Choza o cabaña",,,,,,
"Viviendas particulares (016)",5158,5149,8,1,,
"Ocupantes presentes (017)",17728,17658,59,11,,
"Vivienda improvisada",,,,,,
"Viviendas particulares (019)",171,170,,1,,
"Ocupantes presentes (020)",742,734,,8,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (022)",36,35,,1,,
"Ocupantes presentes (023)",98,87,,11,,
"Otro tipo",,,,,,
"Viviendas particulares (025)",27,27,,,,
"Ocupantes presentes (026)",51,51,,,,
,,,,,,
URBANA,,,,,,
"Viviendas particulares (028)",16160,15405,617,116,19,3
"Ocupantes presentes (029)",66676,59930,5025,1370,281,70
"Casa independiente",,,,,,
"Viviendas particulares (031)",13883,13222,552,92,15,2
"Ocupantes presentes (032)",59025,53164,4508,1082,223,48
"Departamento en edificio",,,,,,
"Viviendas particulares (034)",559,535,18,4,1,1
"Ocupantes presentes (035)",1675,1483,121,38,11,22
"Vivienda en quinta",,,,,,
"Viviendas particulares (037)",1138,1091,30,15,2,
"Ocupantes presentes (038)",3807,3334,256,185,32,
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (040)",369,348,17,3,1,
"Ocupantes presentes (041)",1317,1116,140,46,15,
"Choza o cabaña",,,,,,
"Vivienda improvisada",,,,,,
"Viviendas particulares (046)",171,170,,1,,
"Ocupantes presentes (047)",742,734,,8,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (049)",35,34,,1,,
"Ocupantes presentes (050)",97,86,,11,,
"Otro tipo",,,,,,
"Viviendas particulares (052)",5,5,,,,
"Ocupantes presentes (053)",13,13,,,,
,,,,,,
RURAL,,,,,,
"Viviendas particulares (055)",12954,12879,64,9,2,
"Ocupantes presentes (056)",48037,47401,519,87,30,
"Casa independiente",,,,,,
"Viviendas particulares (058)",7773,7707,56,8,2,
"Ocupantes presentes (059)",30270,29704,460,76,30,
"Departamento en edificio",,,,,,
"Vivienda en quinta",,,,,,
"Vivienda en casa de vecindad",,,,,,
"Choza o cabaña",,,,,,
"Viviendas particulares (070)",5158,5149,8,1,,
"Ocupantes presentes (071)",17728,17658,59,11,,
"Vivienda improvisada",,,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (076)",1,1,,,,
"Ocupantes presentes (077)",1,1,,,,
"Otro tipo",,,,,,
"Viviendas particulares (079)",22,22,,,,
"Ocupantes presentes (080)",38,38,,,,
