"CUADRO Nº 9: POBLACIÓN DE 3 A 24 AÑOS DE EDAD, POR CONDICIÓN DE ALFABETISMO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD NORMATIVA DE ESTUDIOS",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y EDAD NORMATIVA DE ESTUDIOS",TOTAL,"CONDICIÓN DE ALFABETISMO",
,,"SABE LEER Y ESCRIBIR","NO SABE LEER NI ESCRIBIR"
,,,
"Provincia CANAS (000)",18716,15207,3509
"De 3 a 5 años (001)",3097,269,2828
"De 6 a 11 años (002)",6332,5757,575
"De 12 a 16 años (003)",4937,4915,22
"De 17 a 24 años (004)",4350,4266,84
"Hombres (005)",9688,7902,1786
"De 3 a 5 años (006)",1601,136,1465
"De 6 a 11 años (007)",3289,3004,285
"De 12 a 16 años (008)",2592,2583,9
"De 17 a 24 años (009)",2206,2179,27
"Mujeres (010)",9028,7305,1723
"De 3 a 5 años (011)",1496,133,1363
"De 6 a 11 años (012)",3043,2753,290
"De 12 a 16 años (013)",2345,2332,13
"De 17 a 24 años (014)",2144,2087,57
,,,
"URBANA (015)",2961,2506,455
"De 3 a 5 años (016)",413,43,370
"De 6 a 11 años (017)",937,867,70
"De 12 a 16 años (018)",793,786,7
"De 17 a 24 años (019)",818,810,8
"Hombres (020)",1528,1301,227
"De 3 a 5 años (021)",204,17,187
"De 6 a 11 años (022)",494,461,33
"De 12 a 16 años (023)",410,406,4
"De 17 a 24 años (024)",420,417,3
"Mujeres (025)",1433,1205,228
"De 3 a 5 años (026)",209,26,183
"De 6 a 11 años (027)",443,406,37
"De 12 a 16 años (028)",383,380,3
"De 17 a 24 años (029)",398,393,5
,,,
"RURAL (030)",15755,12701,3054
"De 3 a 5 años (031)",2684,226,2458
"De 6 a 11 años (032)",5395,4890,505
"De 12 a 16 años (033)",4144,4129,15
"De 17 a 24 años (034)",3532,3456,76
"Hombres (035)",8160,6601,1559
"De 3 a 5 años (036)",1397,119,1278
"De 6 a 11 años (037)",2795,2543,252
"De 12 a 16 años (038)",2182,2177,5
"De 17 a 24 años (039)",1786,1762,24
"Mujeres (040)",7595,6100,1495
"De 3 a 5 años (041)",1287,107,1180
"De 6 a 11 años (042)",2600,2347,253
"De 12 a 16 años (043)",1962,1952,10
"De 17 a 24 años (044)",1746,1694,52
