"CUADRO Nº 6: POBLACIÓN DE 18 Y MÁS AÑOS DE EDAD, POR TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI), SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)",
,,"TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)","NO TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)"
,,,
"Provincia HUAYLAS (000)",30932,29541,1391
"Hombres (001)",14895,14445,450
"Mujeres (002)",16037,15096,941
"De 18 a 29 años (003)",9453,8962,491
"Hombres (004)",4635,4413,222
"Mujeres (005)",4818,4549,269
"De 30 a 44 años (006)",9607,9439,168
"Hombres (007)",4696,4638,58
"Mujeres (008)",4911,4801,110
"De 45 a 64 años (009)",7520,7329,191
"Hombres (010)",3649,3605,44
"Mujeres (011)",3871,3724,147
"De 65 y más años (012)",4352,3811,541
"Hombres (013)",1915,1789,126
"Mujeres (014)",2437,2022,415
,,,
"URBANA (015)",11117,10775,342
"Hombres (016)",5290,5178,112
"Mujeres (017)",5827,5597,230
"De 18 a 29 años (018)",3447,3301,146
"Hombres (019)",1689,1614,75
"Mujeres (020)",1758,1687,71
"De 30 a 44 años (021)",3522,3485,37
"Hombres (022)",1660,1650,10
"Mujeres (023)",1862,1835,27
"De 45 a 64 años (024)",2758,2717,41
"Hombres (025)",1348,1338,10
"Mujeres (026)",1410,1379,31
"De 65 y más años (027)",1390,1272,118
"Hombres (028)",593,576,17
"Mujeres (029)",797,696,101
,,,
"RURAL (030)",19815,18766,1049
"Hombres (031)",9605,9267,338
"Mujeres (032)",10210,9499,711
"De 18 a 29 años (033)",6006,5661,345
"Hombres (034)",2946,2799,147
"Mujeres (035)",3060,2862,198
"De 30 a 44 años (036)",6085,5954,131
"Hombres (037)",3036,2988,48
"Mujeres (038)",3049,2966,83
"De 45 a 64 años (039)",4762,4612,150
"Hombres (040)",2301,2267,34
"Mujeres (041)",2461,2345,116
"De 65 y más años (042)",2962,2539,423
"Hombres (043)",1322,1213,109
"Mujeres (044)",1640,1326,314
