"CUADRO Nº 15: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACIÓN",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia HUANCAVELICA (000)",45014,6482,40,15571,13119,1095,3507,988,4212
"Empleado (001)",8319,38,,249,1269,405,2533,456,3369
"Obrero (002)",4038,179,3,1281,2006,158,206,88,117
"Trabajador independiente (003)",22229,4137,15,9527,6502,439,648,345,616
"Empleador o patrono (004)",260,16,,68,94,13,24,5,40
"Trabajador familiar no remunerado (005)",9729,2076,21,4315,3020,68,84,85,60
"Trabajador del hogar (006)",439,36,1,131,228,12,12,9,10
"Hombres (008)",27589,2357,15,9716,9674,733,1940,670,2484
"Empleado (009)",4786,13,,141,870,250,1311,297,1904
"Obrero (010)",3591,106,1,1116,1859,139,183,85,102
"Trabajador independiente (011)",15774,2039,8,7224,5162,300,385,242,414
"Empleador o patrono (012)",171,3,,42,67,7,13,4,35
"Trabajador familiar no remunerado (013)",3240,193,6,1186,1701,37,47,42,28
"Trabajador del hogar (014)",27,3,,7,15,,1,,1
"Mujeres (016)",17425,4125,25,5855,3445,362,1567,318,1728
"Empleado (017)",3533,25,,108,399,155,1222,159,1465
"Obrero (018)",447,73,2,165,147,19,23,3,15
"Trabajador independiente (019)",6455,2098,7,2303,1340,139,263,103,202
"Empleador o patrono (020)",89,13,,26,27,6,11,1,5
"Trabajador familiar no remunerado (021)",6489,1883,15,3129,1319,31,37,43,32
"Trabajador del hogar (022)",412,33,1,124,213,12,11,9,9
,,,,,,,,,
"URBANA (024)",18471,840,8,3102,5704,882,3148,889,3898
"Empleado (025)",7568,27,,164,1093,361,2343,436,3144
"Obrero (026)",2472,72,,630,1282,136,169,77,106
"Trabajador independiente (027)",6848,586,4,1872,2633,331,554,306,562
"Empleador o patrono (028)",174,6,,34,62,12,24,5,31
"Trabajador familiar no remunerado (029)",1068,118,3,311,457,31,46,56,46
"Trabajador del hogar (030)",341,31,1,91,177,11,12,9,9
"Hombres (032)",11058,209,3,1830,3944,572,1668,586,2246
"Empleado (033)",4273,8,,90,746,221,1182,282,1744
"Obrero (034)",2172,27,,535,1178,118,148,74,92
"Trabajador independiente (035)",4067,157,3,1073,1743,214,306,207,364
"Empleador o patrono (036)",117,1,,20,46,6,13,4,27
"Trabajador familiar no remunerado (037)",411,15,,108,220,13,18,19,18
"Trabajador del hogar (038)",18,1,,4,11,,1,,1
"Mujeres (040)",7413,631,5,1272,1760,310,1480,303,1652
"Empleado (041)",3295,19,,74,347,140,1161,154,1400
"Obrero (042)",300,45,,95,104,18,21,3,14
"Trabajador independiente (043)",2781,429,1,799,890,117,248,99,198
"Empleador o patrono (044)",57,5,,14,16,6,11,1,4
"Trabajador familiar no remunerado (045)",657,103,3,203,237,18,28,37,28
"Trabajador del hogar (046)",323,30,1,87,166,11,11,9,8
,,,,,,,,,
"RURAL (048)",26543,5642,32,12469,7415,213,359,99,314
"Empleado (049)",751,11,,85,176,44,190,20,225
"Obrero (050)",1566,107,3,651,724,22,37,11,11
"Trabajador independiente (051)",15381,3551,11,7655,3869,108,94,39,54
"Empleador o patrono (052)",86,10,,34,32,1,,,9
"Trabajador familiar no remunerado (053)",8661,1958,18,4004,2563,37,38,29,14
"Trabajador del hogar (054)",98,5,,40,51,1,,,1
"Hombres (056)",16531,2148,12,7886,5730,161,272,84,238
"Empleado (057)",513,5,,51,124,29,129,15,160
"Obrero (058)",1419,79,1,581,681,21,35,11,10
"Trabajador independiente (059)",11707,1882,5,6151,3419,86,79,35,50
"Empleador o patrono (060)",54,2,,22,21,1,,,8
"Trabajador familiar no remunerado (061)",2829,178,6,1078,1481,24,29,23,10
"Trabajador del hogar (062)",9,2,,3,4,,,,
"Mujeres (064)",10012,3494,20,4583,1685,52,87,15,76
"Empleado (065)",238,6,,34,52,15,61,5,65
"Obrero (066)",147,28,2,70,43,1,2,,1
"Trabajador independiente (067)",3674,1669,6,1504,450,22,15,4,4
"Empleador o patrono (068)",32,8,,12,11,,,,1
"Trabajador familiar no remunerado (069)",5832,1780,12,2926,1082,13,9,6,4
"Trabajador del hogar (070)",89,3,,37,47,1,,,1
