"CUADRO Nº 7: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR MATERIAL DE PREDOMINANTE EN LAS PAREDES EXTERIORES DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"MATERIAL PREDOMINANTE EN LAS PAREDES EXTERIORES DE LA VIVIENDA",,,,,,,
,,"LADRILLO O BLOQUE DE CEMENTO","ADOBE O TAPIA","MADERA (PONA, TOR-NILLO, ETC.)","QUINCHA (CAÑA CON BARRO)",ESTERA,"PIEDRA CON BARRO","PIEDRA O SILLAR CON CAL O CEMENTO","OTRO MATERIAL"
,,,,,,,,,
"Provincia PISCO",,,,,,,,,
"Viviendas particulares (001)",29929,13050,5929,938,475,6964,59,12,2502
"Ocupantes presentes (002)",120061,56524,23401,3533,1852,25089,194,32,9436
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",23255,12564,5835,580,420,2844,58,12,942
"Ocupantes presentes (005)",96650,54938,23107,2251,1652,10855,186,32,3629
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",199,197,2,,,,,,
"Ocupantes presentes (008)",661,654,7,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",241,198,32,8,3,,,,
"Ocupantes presentes (011)",751,625,80,38,8,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",160,73,32,15,2,20,,,18
"Ocupantes presentes (014)",556,249,105,50,7,79,,,66
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",513,,16,18,48,384,1,,46
"Ocupantes presentes (017)",1850,,67,60,182,1377,8,,156
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",5348,,,315,,3714,,,1319
"Ocupantes presentes (020)",18935,,,1126,,12774,,,5035
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",43,18,12,2,2,2,,,7
"Ocupantes presentes (023)",133,58,35,8,3,4,,,25
"Otro tipo",,,,,,,,,
"Viviendas particulares (025)",170,,,,,,,,170
"Ocupantes presentes (026)",525,,,,,,,,525
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",25933,12715,3984,727,305,6052,27,12,2111
"Ocupantes presentes (029)",104909,55274,15909,2720,1181,21728,95,32,7970
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",19829,12229,3907,387,298,2317,27,12,652
"Ocupantes presentes (032)",83551,53688,15689,1498,1163,8873,95,32,2513
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",199,197,2,,,,,,
"Ocupantes presentes (035)",661,654,7,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",241,198,32,8,3,,,,
"Ocupantes presentes (038)",751,625,80,38,8,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",160,73,32,15,2,20,,,18
"Ocupantes presentes (041)",556,249,105,50,7,79,,,66
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",5348,,,315,,3714,,,1319
"Ocupantes presentes (047)",18935,,,1126,,12774,,,5035
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",41,18,11,2,2,1,,,7
"Ocupantes presentes (050)",124,58,28,8,3,2,,,25
"Otro tipo",,,,,,,,,
"Viviendas particulares (052)",115,,,,,,,,115
"Ocupantes presentes (053)",331,,,,,,,,331
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",3996,335,1945,211,170,912,32,,391
"Ocupantes presentes (056)",15152,1250,7492,813,671,3361,99,,1466
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",3426,335,1928,193,122,527,31,,290
"Ocupantes presentes (059)",13099,1250,7418,753,489,1982,91,,1116
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",513,,16,18,48,384,1,,46
"Ocupantes presentes (071)",1850,,67,60,182,1377,8,,156
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",2,,1,,,1,,,
"Ocupantes presentes (077)",9,,7,,,2,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (079)",55,,,,,,,,55
"Ocupantes presentes (080)",194,,,,,,,,194
