"CUADRO Nº 9: POBLACIÓN DE 3 A 24 AÑOS DE EDAD, POR CONDICIÓN DE ALFABETISMO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD NORMATIVA DE ESTUDIOS",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y EDAD NORMATIVA DE ESTUDIOS",TOTAL,"CONDICIÓN DE ALFABETISMO",
,,"SABE LEER Y ESCRIBIR","NO SABE LEER NI ESCRIBIR"
,,,
"Provincia ANTONIO RAYMONDI (000)",8253,6529,1724
"De 3 a 5 años (001)",1307,72,1235
"De 6 a 11 años (002)",2783,2375,408
"De 12 a 16 años (003)",2263,2245,18
"De 17 a 24 años (004)",1900,1837,63
"Hombres (005)",4186,3301,885
"De 3 a 5 años (006)",671,32,639
"De 6 a 11 años (007)",1422,1199,223
"De 12 a 16 años (008)",1156,1148,8
"De 17 a 24 años (009)",937,922,15
"Mujeres (010)",4067,3228,839
"De 3 a 5 años (011)",636,40,596
"De 6 a 11 años (012)",1361,1176,185
"De 12 a 16 años (013)",1107,1097,10
"De 17 a 24 años (014)",963,915,48
,,,
"URBANA (015)",1980,1621,359
"De 3 a 5 años (016)",318,25,293
"De 6 a 11 años (017)",578,527,51
"De 12 a 16 años (018)",540,535,5
"De 17 a 24 años (019)",544,534,10
"Hombres (020)",1028,842,186
"De 3 a 5 años (021)",163,13,150
"De 6 a 11 años (022)",298,266,32
"De 12 a 16 años (023)",280,278,2
"De 17 a 24 años (024)",287,285,2
"Mujeres (025)",952,779,173
"De 3 a 5 años (026)",155,12,143
"De 6 a 11 años (027)",280,261,19
"De 12 a 16 años (028)",260,257,3
"De 17 a 24 años (029)",257,249,8
,,,
"RURAL (030)",6273,4908,1365
"De 3 a 5 años (031)",989,47,942
"De 6 a 11 años (032)",2205,1848,357
"De 12 a 16 años (033)",1723,1710,13
"De 17 a 24 años (034)",1356,1303,53
"Hombres (035)",3158,2459,699
"De 3 a 5 años (036)",508,19,489
"De 6 a 11 años (037)",1124,933,191
"De 12 a 16 años (038)",876,870,6
"De 17 a 24 años (039)",650,637,13
"Mujeres (040)",3115,2449,666
"De 3 a 5 años (041)",481,28,453
"De 6 a 11 años (042)",1081,915,166
"De 12 a 16 años (043)",847,840,7
"De 17 a 24 años (044)",706,666,40
