"CUADRO Nº 2: POBLACIÓN TOTAL, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y TIPO DE VIVIENDA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y TIPO DE VIVIENDA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia CHURCAMPA (000)",44903,926,17673,9979,7298,6104,2923
"Hombres (001)",22144,478,8911,4938,3582,2962,1273
"Mujeres (002)",22759,448,8762,5041,3716,3142,1650
"Viviendas particulares (003)",43771,919,17587,9642,6842,5864,2917
"Hombres (004)",21267,475,8876,4697,3211,2741,1267
"Mujeres (005)",22504,444,8711,4945,3631,3123,1650
"Viviendas colectivas (006)",1038,6,83,289,421,234,5
"Hombres (007)",810,2,34,210,344,215,5
"Mujeres (008)",228,4,49,79,77,19,
"Otro tipo (009)",94,1,3,48,35,6,1
"Hombres (010)",67,1,1,31,27,6,1
"Mujeres (011)",27,,2,17,8,,
,,,,,,,
"URBANA (012)",10183,169,3240,2445,2115,1584,630
"Hombres (013)",5251,82,1647,1265,1130,853,274
"Mujeres (014)",4932,87,1593,1180,985,731,356
"Viviendas particulares (015)",9051,162,3154,2108,1659,1344,624
"Hombres (016)",4374,79,1612,1024,759,632,268
"Mujeres (017)",4677,83,1542,1084,900,712,356
"Viviendas colectivas (018)",1038,6,83,289,421,234,5
"Hombres (019)",810,2,34,210,344,215,5
"Mujeres (020)",228,4,49,79,77,19,
"Otro tipo (021)",94,1,3,48,35,6,1
"Hombres (022)",67,1,1,31,27,6,1
"Mujeres (023)",27,,2,17,8,,
,,,,,,,
"RURAL (024)",34720,757,14433,7534,5183,4520,2293
"Hombres (025)",16893,396,7264,3673,2452,2109,999
"Mujeres (026)",17827,361,7169,3861,2731,2411,1294
"Viviendas particulares (027)",34720,757,14433,7534,5183,4520,2293
"Hombres (028)",16893,396,7264,3673,2452,2109,999
"Mujeres (029)",17827,361,7169,3861,2731,2411,1294
