"CUADRO Nº 13: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL; Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia YUNGUYO (000)",12723,63,4117,4652,1509,551,246,88,18,,1479
"Sin Nivel (001)",4436,25,1524,1657,476,228,104,55,13,,354
"Educación Inicial (002)",20,,5,8,4,,,,,,3
"Primaria (003)",4867,30,1751,1783,549,175,88,28,3,,460
"Secundaria (004)",2545,5,755,931,289,78,26,4,1,,456
"Sup. no Univ. Incompleta (005)",159,1,25,58,23,5,1,,,,46
"Sup. no Univ. Completa (006)",315,1,33,100,74,26,12,,,,69
"Sup. Univ. Incompleta (007)",105,,10,39,15,6,1,,,,34
"Sup. Univ. Completa (008)",276,1,14,76,79,33,14,1,1,,57
,,,,,,,,,,,
"URBANA (010)",4639,26,1247,1573,652,243,117,36,7,,738
"Sin Nivel (011)",892,8,243,283,98,54,28,22,5,,151
"Educación Inicial (012)",5,,2,2,1,,,,,,
"Primaria (013)",1657,13,568,565,202,76,41,11,1,,180
"Secundaria (014)",1334,3,364,478,176,49,22,2,,,240
"Sup. no Univ. Incompleta (015)",131,1,20,51,17,4,1,,,,37
"Sup. no Univ. Completa (016)",276,,29,88,69,25,10,,,,55
"Sup. Univ. Incompleta (017)",84,,7,31,14,5,1,,,,26
"Sup. Univ. Completa (018)",260,1,14,75,75,30,14,1,1,,49
,,,,,,,,,,,
"RURAL (020)",8084,37,2870,3079,857,308,129,52,11,,741
"Sin Nivel (021)",3544,17,1281,1374,378,174,76,33,8,,203
"Educación Inicial (022)",15,,3,6,3,,,,,,3
"Primaria (023)",3210,17,1183,1218,347,99,47,17,2,,280
"Secundaria (024)",1211,2,391,453,113,29,4,2,1,,216
"Sup. no Univ. Incompleta (025)",28,,5,7,6,1,,,,,9
"Sup. no Univ. Completa (026)",39,1,4,12,5,1,2,,,,14
"Sup. Univ. Incompleta (027)",21,,3,8,1,1,,,,,8
"Sup. Univ. Completa (028)",16,,,1,4,3,,,,,8
