"CUADRO Nº 36: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia CONDESUYOS (000)",273,55,218
"De 14 a 29 años (001)",120,41,79
"De 30 a 44 años (002)",73,9,64
"De 45 a 64 años (003)",54,5,49
"De 65 y más años (004)",26,,26
"Hombres (005)",223,35,188
"De 14 a 29 años (006)",95,25,70
"De 30 a 44 años (007)",57,6,51
"De 45 a 64 años (008)",46,4,42
"De 65 y más años (009)",25,,25
"Mujeres (010)",50,20,30
"De 14 a 29 años (011)",25,16,9
"De 30 a 44 años (012)",16,3,13
"De 45 a 64 años (013)",8,1,7
"De 65 y más años (014)",1,,1
,,,
"AREA URBANA (015)",114,18,96
"De 14 a 29 años (016)",48,14,34
"De 30 a 44 años (017)",35,2,33
"De 45 a 64 años (018)",26,2,24
"De 65 y más años (019)",5,,5
"Hombres (020)",83,10,73
"De 14 a 29 años (021)",35,7,28
"De 30 a 44 años (022)",24,1,23
"De 45 a 64 años (023)",20,2,18
"De 65 y más años (024)",4,,4
"Mujeres (025)",31,8,23
"De 14 a 29 años (026)",13,7,6
"De 30 a 44 años (027)",11,1,10
"De 45 a 64 años (028)",6,,6
"De 65 y más años (029)",1,,1
,,,
"AREA RURAL (030)",159,37,122
"De 14 a 29 años (031)",72,27,45
"De 30 a 44 años (032)",38,7,31
"De 45 a 64 años (033)",28,3,25
"De 65 y más años (034)",21,,21
"Hombres (035)",140,25,115
"De 14 a 29 años (036)",60,18,42
"De 30 a 44 años (037)",33,5,28
"De 45 a 64 años (038)",26,2,24
"De 65 y más años (039)",21,,21
"Mujeres (040)",19,12,7
"De 14 a 29 años (041)",12,9,3
"De 30 a 44 años (042)",5,2,3
"De 45 a 64 años (043)",2,1,1
