"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia JORGE BASADRE (000)",8797,791,256,2023,2980,486,772,414,1075
"Jefe o Jefa (001)",3302,199,,661,1084,214,400,185,559
"Esposa(o)/ compa¤era(o) (002)",1594,157,1,367,555,103,142,68,201
"Hijo(a)/ hijastro(a) (003)",2359,331,233,757,712,78,84,77,87
"Yerno/ nuera (004)",66,,,1,33,6,10,8,8
"Nieto(a) (005)",126,31,13,38,25,4,7,4,4
"Padres/ suegros (006)",101,39,,44,9,,3,,6
"Otro(a) pariente (007)",492,24,7,71,230,33,38,31,58
"Trabajador(a) del hogar (008)",53,,,12,23,9,7,2,
"Pensionista (009)",28,,,5,14,3,,3,3
"Otro(a) no pariente (010)",676,10,2,67,295,36,81,36,149
"Hombres (012)",5113,292,128,1070,1847,294,519,269,694
"Jefe o Jefa (013)",2716,79,,509,942,188,363,160,475
"Esposa(o)/ compa¤era(o) (014)",85,,,20,42,5,5,3,10
"Hijo(a)/ hijastro(a) (015)",1263,171,116,393,399,40,43,44,57
"Yerno/ nuera (016)",31,,,1,18,3,1,4,4
"Nieto(a) (017)",74,15,9,23,16,1,5,3,2
"Padres/ suegros (018)",43,9,,25,5,,1,,3
"Otro(a) pariente (019)",317,10,2,42,151,24,31,22,35
"Trabajador(a) del hogar (020)",6,,,,6,,,,
"Pensionista (021)",22,,,4,11,3,,2,2
"Otro(a) no pariente (022)",556,8,1,53,257,30,70,31,106
"Mujeres (024)",3684,499,128,953,1133,192,253,145,381
"Jefe o Jefa (025)",586,120,,152,142,26,37,25,84
"Esposa(o)/ compa¤era(o) (026)",1509,157,1,347,513,98,137,65,191
"Hijo(a)/ hijastro(a) (027)",1096,160,117,364,313,38,41,33,30
"Yerno/ nuera (028)",35,,,,15,3,9,4,4
"Nieto(a) (029)",52,16,4,15,9,3,2,1,2
"Padres/ suegros (030)",58,30,,19,4,,2,,3
"Otro(a) pariente (031)",175,14,5,29,79,9,7,9,23
"Trabajador(a) del hogar (032)",47,,,12,17,9,7,2,
"Pensionista (033)",6,,,1,3,,,1,1
"Otro(a) no pariente (034)",120,2,1,14,38,6,11,5,43
,,,,,,,,,
"URBANA (036)",5364,327,155,1044,1886,272,542,252,886
"Jefe o Jefa (037)",1998,55,,280,689,114,279,106,475
"Esposa(o)/ compa¤era(o) (038)",941,35,1,159,355,65,109,49,168
"Hijo(a)/ hijastro(a) (039)",1360,191,143,456,418,33,35,44,40
"Yerno/ nuera (040)",31,,,,17,3,5,3,3
"Nieto(a) (041)",55,12,5,15,11,1,6,3,2
"Padres/ suegros (042)",63,17,,30,7,,3,,6
"Otro(a) pariente (043)",311,12,5,37,136,23,28,20,50
"Trabajador(a) del hogar (044)",49,,,12,19,9,7,2,
"Pensionista (045)",15,,,2,9,,,1,3
"Otro(a) no pariente (046)",541,5,1,53,225,24,70,24,139
"Hombres (048)",3170,133,78,557,1162,159,356,149,576
"Jefe o Jefa (049)",1680,15,,212,609,99,251,87,407
