"CUADRO Nº 19: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR NÚMERO DE HABITACIONES DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HABITACIONES DE LA VIVIENDA",,,,,,,
,,1,2,3,4,5,6,7,"8 Y MÁS"
,,,,,,,,,
"Provincia ASUNCION",,,,,,,,,
"Viviendas particulares (001)",2290,389,673,417,378,154,126,48,105
"Ocupantes presentes (002)",8953,1114,2391,1753,1564,702,625,224,580
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",2203,359,649,403,362,151,126,48,105
"Ocupantes presentes (005)",8618,1022,2287,1692,1498,690,625,224,580
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",6,2,,1,3,,,,
"Ocupantes presentes (014)",23,7,,3,13,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",77,25,23,13,13,3,,,
"Ocupantes presentes (017)",297,74,100,58,53,12,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",2,1,1,,,,,,
"Ocupantes presentes (020)",13,9,4,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",1,1,,,,,,,
"Ocupantes presentes (023)",1,1,,,,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (025)",1,1,,,,,,,
"Ocupantes presentes (026)",1,1,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",503,54,69,62,105,67,46,33,67
"Ocupantes presentes (029)",2201,185,265,248,442,323,225,154,359
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",494,50,68,61,102,67,46,33,67
"Ocupantes presentes (032)",2164,168,261,245,429,323,225,154,359
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",6,2,,1,3,,,,
"Ocupantes presentes (041)",23,7,,3,13,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",2,1,1,,,,,,
"Ocupantes presentes (047)",13,9,4,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (052)",1,1,,,,,,,
"Ocupantes presentes (053)",1,1,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",1787,335,604,355,273,87,80,15,38
"Ocupantes presentes (056)",6752,929,2126,1505,1122,379,400,70,221
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",1709,309,581,342,260,84,80,15,38
"Ocupantes presentes (059)",6454,854,2026,1447,1069,367,400,70,221
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",77,25,23,13,13,3,,,
"Ocupantes presentes (071)",297,74,100,58,53,12,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",1,1,,,,,,,
"Ocupantes presentes (077)",1,1,,,,,,,
"Otro tipo",,,,,,,,,
