"CUADRO Nº 38: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia CONDORCANQUI (000)",407,137,270
"Sin nivel (001)",20,6,14
"Primaria (003)",199,53,146
"Secundaria (004)",164,70,94
"Superior no univ. incompleta (005)",9,2,7
"Superior no univ. completa (006)",11,3,8
"Superior univ. incompleta (007)",2,2,
"Superior univ. completa (008)",2,1,1
"De 14 a 29 años (010)",239,97,142
"Sin nivel (011)",15,6,9
"Primaria (013)",107,41,66
"Secundaria (014)",105,46,59
"Superior no univ. incompleta (015)",6,1,5
"Superior no univ. completa (016)",4,1,3
"Superior univ. incompleta (017)",1,1,
"Superior univ. completa (018)",1,1,
"De 30 a 44 años (020)",122,37,85
"Sin nivel (021)",2,,2
"Primaria (023)",55,9,46
"Secundaria (024)",54,24,30
"Superior no univ. incompleta (025)",2,1,1
"Superior no univ. completa (026)",7,2,5
"Superior univ. incompleta (027)",1,1,
"Superior univ. completa (028)",1,,1
"De 45 a 64 años (030)",43,3,40
"Sin nivel (031)",3,,3
"Primaria (033)",34,3,31
"Secundaria (034)",5,,5
"Superior no univ. incompleta (035)",1,,1
"De 65 y más años (040)",3,,3
"Primaria (043)",3,,3
,,,
"AREA URBANA (050)",74,33,41
"Sin nivel (051)",2,2,
"Primaria (053)",19,9,10
"Secundaria (054)",43,21,22
"Superior no univ. incompleta (055)",4,,4
"Superior no univ. completa (056)",4,,4
"Superior univ. completa (058)",2,1,1
"De 14 a 29 años (060)",44,24,20
"Sin nivel (061)",2,2,
"Primaria (063)",11,6,5
"Secundaria (064)",24,15,9
"Superior no univ. incompleta (065)",3,,3
"Superior no univ. completa (066)",3,,3
"Superior univ. completa (068)",1,1,
"De 30 a 44 años (070)",23,8,15
"Primaria (073)",6,2,4
"Secundaria (074)",15,6,9
"Superior no univ. completa (076)",1,,1
"Superior univ. completa (078)",1,,1
"De 45 a 64 años (080)",7,1,6
"Primaria (083)",2,1,1
"Secundaria (084)",4,,4
"Superior no univ. incompleta (085)",1,,1
,,,
"AREA RURAL (100)",333,104,229
"Sin nivel (101)",18,4,14
"Primaria (103)",180,44,136
"Secundaria (104)",121,49,72
"Superior no univ. incompleta (105)",5,2,3
"Superior no univ. completa (106)",7,3,4
"Superior univ. incompleta (107)",2,2,
"De 14 a 29 años (110)",195,73,122
"Sin nivel (111)",13,4,9
"Primaria (113)",96,35,61
"Secundaria (114)",81,31,50
"Superior no univ. incompleta (115)",3,1,2
"Superior no univ. completa (116)",1,1,
"Superior univ. incompleta (117)",1,1,
"De 30 a 44 años (120)",99,29,70
"Sin nivel (121)",2,,2
"Primaria (123)",49,7,42
"Secundaria (124)",39,18,21
"Superior no univ. incompleta (125)",2,1,1
"Superior no univ. completa (126)",6,2,4
"Superior univ. incompleta (127)",1,1,
"De 45 a 64 años (130)",36,2,34
"Sin nivel (131)",3,,3
"Primaria (133)",32,2,30
"Secundaria (134)",1,,1
"De 65 y más años (140)",3,,3
"Primaria (143)",3,,3
