"CUADRO Nº 1: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia TAYACAJA (000)",71351,13852,13215,13016,11256,8064,11948
"Católica (001)",55610,10929,10344,10128,8806,6189,9214
"Cristiana/Evangélica (002)",14904,2780,2668,2738,2329,1785,2604
"Otra (003)",416,59,73,81,81,62,60
"Ninguna (004)",421,84,130,69,40,28,70
"Hombres (006)",35101,7086,6675,6319,5496,3972,5553
"Católica (007)",27678,5662,5304,4960,4340,3114,4298
"Cristiana/Evangélica (008)",6968,1344,1254,1276,1097,812,1185
"Otra (009)",210,33,36,42,37,29,33
"Ninguna (010)",245,47,81,41,22,17,37
"Mujeres (012)",36250,6766,6540,6697,5760,4092,6395
"Católica (013)",27932,5267,5040,5168,4466,3075,4916
"Cristiana/Evangélica (014)",7936,1436,1414,1462,1232,973,1419
"Otra (015)",206,26,37,39,44,33,27
"Ninguna (016)",176,37,49,28,18,11,33
,,,,,,,
"URBANA (018)",18489,3546,3408,3324,3135,2117,2959
"Católica (019)",15090,2933,2799,2747,2551,1698,2362
"Cristiana/Evangélica (020)",3032,564,500,518,537,379,534
"Otra (021)",147,13,32,26,23,25,28
"Ninguna (022)",220,36,77,33,24,15,35
"Hombres (024)",9122,1817,1808,1590,1504,1040,1363
"Católica (025)",7504,1521,1493,1341,1231,842,1076
"Cristiana/Evangélica (026)",1410,267,253,212,249,176,253
"Otra (027)",73,10,12,15,10,12,14
"Ninguna (028)",135,19,50,22,14,10,20
"Mujeres (030)",9367,1729,1600,1734,1631,1077,1596
"Católica (031)",7586,1412,1306,1406,1320,856,1286
"Cristiana/Evangélica (032)",1622,297,247,306,288,203,281
"Otra (033)",74,3,20,11,13,13,14
"Ninguna (034)",85,17,27,11,10,5,15
,,,,,,,
"RURAL (036)",52862,10306,9807,9692,8121,5947,8989
"Católica (037)",40520,7996,7545,7381,6255,4491,6852
"Cristiana/Evangélica (038)",11872,2216,2168,2220,1792,1406,2070
"Otra (039)",269,46,41,55,58,37,32
"Ninguna (040)",201,48,53,36,16,13,35
"Hombres (042)",25979,5269,4867,4729,3992,2932,4190
"Católica (043)",20174,4141,3811,3619,3109,2272,3222
"Cristiana/Evangélica (044)",5558,1077,1001,1064,848,636,932
"Otra (045)",137,23,24,27,27,17,19
"Ninguna (046)",110,28,31,19,8,7,17
"Mujeres (048)",26883,5037,4940,4963,4129,3015,4799
"Católica (049)",20346,3855,3734,3762,3146,2219,3630
"Cristiana/Evangélica (050)",6314,1139,1167,1156,944,770,1138
"Otra (051)",132,23,17,28,31,20,13
"Ninguna (052)",91,20,22,17,8,6,18
