"CUADRO Nº 1: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 14 AÑOS","15 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia LA UNION (000)",14660,854,3854,1955,1882,1993,1469,1066,1587
"Quechua (001)",8676,410,2019,1001,1051,1241,1019,758,1177
"Aymara (002)",40,,5,2,10,7,11,4,1
"Ashaninca (003)",4,,2,,,1,,,1
"Otra lengua nativa (004)",31,2,12,5,5,3,2,1,1
"Castellano (005)",5873,442,1812,938,809,735,434,298,405
"Idioma extranjero (006)",11,,,6,4,1,,,
"Es sordomudo/a (007)",25,,4,3,3,5,3,5,2
"Hombres (009)",7304,431,1969,1046,895,987,732,546,698
"Quechua (010)",4170,198,1024,498,496,598,486,375,495
"Aymara (011)",18,,4,,4,3,4,3,
"Ashaninca (012)",1,,,,,1,,,
"Otra lengua nativa (013)",13,1,5,4,1,1,,1,
"Castellano (014)",3084,232,933,539,391,380,241,165,203
"Idioma extranjero (015)",7,,,3,3,1,,,
"Es sordomudo/a (016)",11,,3,2,,3,1,2,
"Mujeres (018)",7356,423,1885,909,987,1006,737,520,889
"Quechua (019)",4506,212,995,503,555,643,533,383,682
"Aymara (020)",22,,1,2,6,4,7,1,1
"Ashaninca (021)",3,,2,,,,,,1
"Otra lengua nativa (022)",18,1,7,1,4,2,2,,1
"Castellano (023)",2789,210,879,399,418,355,193,133,202
"Idioma extranjero (024)",4,,,3,1,,,,
"Es sordomudo/a (025)",14,,1,1,3,2,2,3,2
,,,,,,,,,
"URBANA (027)",7118,371,1878,1072,936,992,708,460,701
"Quechua (028)",3649,143,840,481,432,514,445,304,490
"Aymara (029)",28,,2,2,7,5,9,3,
"Ashaninca (030)",3,,2,,,1,,,
"Otra lengua nativa (031)",31,2,12,5,5,3,2,1,1
"Castellano (032)",3381,226,1022,576,486,464,251,148,208
"Idioma extranjero (033)",11,,,6,4,1,,,
"Es sordomudo/a (034)",15,,,2,2,4,1,4,2
"Hombres (036)",3506,182,963,571,433,482,343,238,294
"Quechua (037)",1737,68,423,242,209,236,207,151,201
"Aymara (038)",10,,2,,1,2,3,2,
"Ashaninca (039)",1,,,,,1,,,
"Otra lengua nativa (040)",13,1,5,4,1,1,,1,
"Castellano (041)",1732,113,533,321,219,239,132,82,93
"Idioma extranjero (042)",7,,,3,3,1,,,
"Es sordomudo/a (043)",6,,,1,,2,1,2,
"Mujeres (045)",3612,189,915,501,503,510,365,222,407
"Quechua (046)",1912,75,417,239,223,278,238,153,289
"Aymara (047)",18,,,2,6,3,6,1,
"Ashaninca (048)",2,,2,,,,,,
"Otra lengua nativa (049)",18,1,7,1,4,2,2,,1
"Castellano (050)",1649,113,489,255,267,225,119,66,115
"Idioma extranjero (051)",4,,,3,1,,,,
"Es sordomudo/a (052)",9,,,1,2,2,,2,2
,,,,,,,,,
"RURAL (054)",7542,483,1976,883,946,1001,761,606,886
"Quechua (055)",5027,267,1179,520,619,727,574,454,687
"Aymara (056)",12,,3,,3,2,2,1,1
"Ashaninca (057)",1,,,,,,,,1
"Castellano (059)",2492,216,790,362,323,271,183,150,197
"Es sordomudo/a (061)",10,,4,1,1,1,2,1,
"Hombres (063)",3798,249,1006,475,462,505,389,308,404
"Quechua (064)",2433,130,601,256,287,362,279,224,294
"Aymara (065)",8,,2,,3,1,1,1,
"Castellano (068)",1352,119,400,218,172,141,109,83,110
"Es sordomudo/a (070)",5,,3,1,,1,,,
"Mujeres (072)",3744,234,970,408,484,496,372,298,482
"Quechua (073)",2594,137,578,264,332,365,295,230,393
"Aymara (074)",4,,1,,,1,1,,1
"Ashaninca (075)",1,,,,,,,,1
"Castellano (077)",1140,97,390,144,151,130,74,67,87
"Es sordomudo/a (079)",5,,1,,1,,2,1,
