"CUADRO Nº 21: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia TARATA (000)",4194,538,579,1982,40,812,25,218
"Agric., ganadería, caza y silvicultura (001)",2618,6,287,1537,17,771,,
"Pesca (002)",3,,1,2,,,,
"Explotación de minas y canteras (003)",3,,3,,,,,
"Industrias manufactureras (004)",59,3,16,31,8,1,,
"Suministro de electricidad, gas y agua (005)",22,1,21,,,,,
"Construcción (006)",242,13,201,25,2,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",257,14,1,214,6,22,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",23,3,,16,4,,,
"Comercio al por mayor (009)",4,,,3,,1,,
"Comercio al por menor (010)",230,11,1,195,2,21,,
"Hoteles y restaurantes (011)",98,20,2,63,4,9,,
"Trans., almac. y comunicaciones (012)",86,25,5,55,1,,,
"Intermediación financiera (013)",1,1,,,,,,
"Activid.inmobil., empres. y alquileres (014)",44,30,1,10,2,1,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",226,193,33,,,,,
"Enseñanza (016)",170,154,,16,,,,
"Servicios sociales y de salud (017)",54,51,,3,,,,
"Otras activ. serv.comun.soc y personales (018)",22,14,1,7,,,,
"Hogares privados con servicio doméstico (019)",25,,,,,,25,
"Actividad economica no especificada (021)",46,13,7,19,,7,,
"Desocupado (022)",218,,,,,,,218
"Hombres (023)",2439,311,435,1231,31,274,3,154
"Agric., ganadería, caza y silvicultura (024)",1498,6,195,1020,13,264,,
"Pesca (025)",3,,1,2,,,,
"Explotación de minas y canteras (026)",3,,3,,,,,
"Industrias manufactureras (027)",43,2,14,20,7,,,
"Suministro de electricidad, gas y agua (028)",8,1,7,,,,,
"Construcción (029)",220,12,180,25,2,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (030)",97,10,1,76,6,4,,
"Venta, mant.y rep. veh.autom.y motoc. (031)",21,3,,14,4,,,
"Comercio al por mayor (032)",1,,,1,,,,
"Comercio al por menor (033)",75,7,1,61,2,4,,
"Hoteles y restaurantes (034)",12,4,2,5,,1,,
"Trans., almac. y comunicaciones (035)",78,18,4,55,1,,,
"Activid.inmobil., empres. y alquileres (037)",31,18,1,9,2,1,,
"Admin.pub. y defensa; p. segur.soc.afil (038)",162,139,23,,,,,
"Enseñanza (039)",75,71,,4,,,,
"Servicios sociales y de salud (040)",18,15,,3,,,,
"Otras activ. serv.comun.soc y personales (041)",13,10,,3,,,,
"Hogares privados con servicio doméstico (042)",3,,,,,,3,
"Actividad economica no especificada (044)",21,5,4,9,,3,,
"Desocupado (045)",154,,,,,,,154
"Mujeres (046)",1755,227,144,751,9,538,22,64
"Agric., ganadería, caza y silvicultura (047)",1120,,92,517,4,507,,
"Industrias manufactureras (050)",16,1,2,11,1,1,,
"Suministro de electricidad, gas y agua (051)",14,,14,,,,,
"Construcción (052)",22,1,21,,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (053)",160,4,,138,,18,,
"Venta, mant.y rep. veh.autom.y motoc. (054)",2,,,2,,,,
"Comercio al por mayor (055)",3,,,2,,1,,
"Comercio al por menor (056)",155,4,,134,,17,,
"Hoteles y restaurantes (057)",86,16,,58,4,8,,
"Trans., almac. y comunicaciones (058)",8,7,1,,,,,
"Intermediación financiera (059)",1,1,,,,,,
"Activid.inmobil., empres. y alquileres (060)",13,12,,1,,,,
"Admin.pub. y defensa; p. segur.soc.afil (061)",64,54,10,,,,,
"Enseñanza (062)",95,83,,12,,,,
"Servicios sociales y de salud (063)",36,36,,,,,,
"Otras activ. serv.comun.soc y personales (064)",9,4,1,4,,,,
"Hogares privados con servicio doméstico (065)",22,,,,,,22,
"Actividad economica no especificada (067)",25,8,3,10,,4,,
,,,,,,,,
"URBANA (068)",3158,446,477,1459,39,539,23,175
"Agric., ganadería, caza y silvicultura (069)",1819,6,235,1057,17,504,,
"Industrias manufactureras (072)",50,3,11,28,8,,,
"Suministro de electricidad, gas y agua (073)",22,1,21,,,,,
"Construcción (074)",211,9,177,24,1,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (075)",227,12,,189,6,20,,
"Venta, mant.y rep. veh.autom.y motoc. (076)",23,3,,16,4,,,
"Comercio al por mayor (077)",3,,,2,,1,,
"Comercio al por menor (078)",201,9,,171,2,19,,
"Hoteles y restaurantes (079)",91,19,,61,4,7,,
"Trans., almac. y comunicaciones (080)",79,22,4,52,1,,,
"Intermediación financiera (081)",1,1,,,,,,
"Activid.inmobil., empres. y alquileres (082)",37,24,1,9,2,1,,
"Admin.pub. y defensa; p. segur.soc.afil (083)",183,163,20,,,,,
"Enseñanza (084)",137,122,,15,,,,
"Servicios sociales y de salud (085)",40,38,,2,,,,
"Otras activ. serv.comun.soc y personales (086)",20,13,1,6,,,,
"Hogares privados con servicio doméstico (087)",23,,,,,,23,
"Actividad economica no especificada (089)",43,13,7,16,,7,,
"Desocupado (090)",175,,,,,,,175
"Hombres (091)",1815,257,345,888,30,177,3,115
"Agric., ganadería, caza y silvicultura (092)",1043,6,155,700,13,169,,
"Industrias manufactureras (095)",35,2,9,17,7,,,
"Suministro de electricidad, gas y agua (096)",8,1,7,,,,,
"Construcción (097)",189,8,156,24,1,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (098)",83,9,,65,6,3,,
"Venta, mant.y rep. veh.autom.y motoc. (099)",21,3,,14,4,,,
"Comercio al por menor (101)",62,6,,51,2,3,,
"Hoteles y restaurantes (102)",10,4,,5,,1,,
"Trans., almac. y comunicaciones (103)",71,15,3,52,1,,,
"Activid.inmobil., empres. y alquileres (105)",26,14,1,8,2,1,,
"Admin.pub. y defensa; p. segur.soc.afil (106)",123,113,10,,,,,
"Enseñanza (107)",64,60,,4,,,,
"Servicios sociales y de salud (108)",13,11,,2,,,,
"Otras activ. serv.comun.soc y personales (109)",12,9,,3,,,,
"Hogares privados con servicio doméstico (110)",3,,,,,,3,
"Actividad economica no especificada (112)",20,5,4,8,,3,,
"Desocupado (113)",115,,,,,,,115
"Mujeres (114)",1343,189,132,571,9,362,20,60
"Agric., ganadería, caza y silvicultura (115)",776,,80,357,4,335,,
"Industrias manufactureras (118)",15,1,2,11,1,,,
"Suministro de electricidad, gas y agua (119)",14,,14,,,,,
"Construcción (120)",22,1,21,,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (121)",144,3,,124,,17,,
"Venta, mant.y rep. veh.autom.y motoc. (122)",2,,,2,,,,
"Comercio al por mayor (123)",3,,,2,,1,,
"Comercio al por menor (124)",139,3,,120,,16,,
"Hoteles y restaurantes (125)",81,15,,56,4,6,,
"Trans., almac. y comunicaciones (126)",8,7,1,,,,,
"Intermediación financiera (127)",1,1,,,,,,
"Activid.inmobil., empres. y alquileres (128)",11,10,,1,,,,
"Admin.pub. y defensa; p. segur.soc.afil (129)",60,50,10,,,,,
