"CUADRO Nº 5: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia SAN MARTIN (000)",124269,17285,23728,10705,73222
"Conviviente (001)",34980,4857,4868,2032,23364
"Separado(a) (002)",3165,264,458,170,2282
"Casado(a) (003)",33970,3821,10595,3203,16679
"Viudo(a) (004)",3676,384,658,219,2418
"Divorciado(a) (005)",584,26,191,70,305
"Soltero(a) (006)",47894,7933,6958,5011,28174
"Hombres (008)",63258,8202,11498,6306,37663
"Conviviente (009)",17138,1995,2421,1225,11586
"Separado(a) (010)",1190,79,145,80,889
"Casado(a) (011)",16792,1723,5220,1845,8217
"Viudo(a) (012)",870,68,123,47,632
"Divorciado(a) (013)",224,8,55,29,134
"Soltero(a) (014)",27044,4329,3534,3080,16205
"Mujeres (016)",61011,9083,12230,4399,35559
"Conviviente (017)",17842,2862,2447,807,11778
"Separado(a) (018)",1975,185,313,90,1393
"Casado(a) (019)",17178,2098,5375,1358,8462
"Viudo(a) (020)",2806,316,535,172,1786
"Divorciado(a) (021)",360,18,136,41,171
"Soltero(a) (022)",20850,3604,3424,1931,11969
,,,,,
"URBANA (024)",113959,13855,23350,10284,67120
"Conviviente (025)",30933,3583,4768,1951,20772
"Separado(a) (026)",2978,225,452,166,2144
"Casado(a) (027)",31537,3097,10433,3118,15214
"Viudo(a) (028)",3382,298,651,213,2223
"Divorciado(a) (029)",558,24,186,70,286
"Soltero(a) (030)",44571,6628,6860,4766,26481
"Hombres (032)",57264,6425,11285,5981,33964
"Conviviente (033)",15069,1437,2368,1176,10177
"Separado(a) (034)",1049,53,140,76,783
"Casado(a) (035)",15525,1386,5135,1791,7424
"Viudo(a) (036)",756,39,121,45,551
"Divorciado(a) (037)",206,7,51,29,121
"Soltero(a) (038)",24659,3503,3470,2864,14908
"Mujeres (040)",56695,7430,12065,4303,33156
"Conviviente (041)",15864,2146,2400,775,10595
"Separado(a) (042)",1929,172,312,90,1361
"Casado(a) (043)",16012,1711,5298,1327,7790
"Viudo(a) (044)",2626,259,530,168,1672
"Divorciado(a) (045)",352,17,135,41,165
"Soltero(a) (046)",19912,3125,3390,1902,11573
,,,,,
"RURAL (048)",10310,3430,378,421,6102
"Conviviente (049)",4047,1274,100,81,2592
"Separado(a) (050)",187,39,6,4,138
"Casado(a) (051)",2433,724,162,85,1465
"Viudo(a) (052)",294,86,7,6,195
"Divorciado(a) (053)",26,2,5,,19
"Soltero(a) (054)",3323,1305,98,245,1693
"Hombres (056)",5994,1777,213,325,3699
"Conviviente (057)",2069,558,53,49,1409
"Separado(a) (058)",141,26,5,4,106
"Casado(a) (059)",1267,337,85,54,793
"Viudo(a) (060)",114,29,2,2,81
"Divorciado(a) (061)",18,1,4,,13
"Soltero(a) (062)",2385,826,64,216,1297
"Mujeres (064)",4316,1653,165,96,2403
"Conviviente (065)",1978,716,47,32,1183
"Separado(a) (066)",46,13,1,,32
"Casado(a) (067)",1166,387,77,31,672
"Viudo(a) (068)",180,57,5,4,114
"Divorciado(a) (069)",8,1,1,,6
"Soltero(a) (070)",938,479,34,29,396
