"CUADRO Nº 1: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR NÚMERO DE HOGARES, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HOGARES",,,,
,,1,2,3,4,"5 Y MÁS"
,,,,,,
"Provincia PISCO",,,,,,
"Viviendas particulares (001)",29929,28487,1169,234,28,11
"Ocupantes presentes (002)",120061,108067,8856,2535,401,202
"Casa independiente",,,,,,
"Viviendas particulares (004)",23255,22013,1005,201,25,11
"Ocupantes presentes (005)",96650,86258,7673,2152,365,202
"Departamento en edificio",,,,,,
"Viviendas particulares (007)",199,195,4,,,
"Ocupantes presentes (008)",661,630,31,,,
"Vivienda en quinta",,,,,,
"Viviendas particulares (010)",241,240,,1,,
"Ocupantes presentes (011)",751,740,,11,,
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (013)",160,157,3,,,
"Ocupantes presentes (014)",556,532,24,,,
"Choza o cabaña",,,,,,
"Viviendas particulares (016)",513,510,2,1,,
"Ocupantes presentes (017)",1850,1819,20,11,,
"Vivienda improvisada",,,,,,
"Viviendas particulares (019)",5348,5162,152,31,3,
"Ocupantes presentes (020)",18935,17462,1076,361,36,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (022)",43,40,3,,,
"Ocupantes presentes (023)",133,101,32,,,
"Otro tipo",,,,,,
"Viviendas particulares (025)",170,170,,,,
"Ocupantes presentes (026)",525,525,,,,
,,,,,,
URBANA,,,,,,
"Viviendas particulares (028)",25933,24566,1103,227,27,10
"Ocupantes presentes (029)",104909,93545,8335,2458,389,182
"Casa independiente",,,,,,
"Viviendas particulares (031)",19829,18659,941,195,24,10
"Ocupantes presentes (032)",83551,73758,7172,2086,353,182
"Departamento en edificio",,,,,,
"Viviendas particulares (034)",199,195,4,,,
"Ocupantes presentes (035)",661,630,31,,,
"Vivienda en quinta",,,,,,
"Viviendas particulares (037)",241,240,,1,,
"Ocupantes presentes (038)",751,740,,11,,
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (040)",160,157,3,,,
"Ocupantes presentes (041)",556,532,24,,,
"Choza o cabaña",,,,,,
"Vivienda improvisada",,,,,,
"Viviendas particulares (046)",5348,5162,152,31,3,
"Ocupantes presentes (047)",18935,17462,1076,361,36,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (049)",41,38,3,,,
"Ocupantes presentes (050)",124,92,32,,,
"Otro tipo",,,,,,
"Viviendas particulares (052)",115,115,,,,
"Ocupantes presentes (053)",331,331,,,,
,,,,,,
RURAL,,,,,,
"Viviendas particulares (055)",3996,3921,66,7,1,1
"Ocupantes presentes (056)",15152,14522,521,77,12,20
"Casa independiente",,,,,,
"Viviendas particulares (058)",3426,3354,64,6,1,1
"Ocupantes presentes (059)",13099,12500,501,66,12,20
"Departamento en edificio",,,,,,
"Vivienda en quinta",,,,,,
"Vivienda en casa de vecindad",,,,,,
"Choza o cabaña",,,,,,
"Viviendas particulares (070)",513,510,2,1,,
"Ocupantes presentes (071)",1850,1819,20,11,,
"Vivienda improvisada",,,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (076)",2,2,,,,
"Ocupantes presentes (077)",9,9,,,,
"Otro tipo",,,,,,
"Viviendas particulares (079)",55,55,,,,
"Ocupantes presentes (080)",194,194,,,,
