"CUADRO Nº 27: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia DANIEL ALCIDES CARRION (000)",12313,1806,1489,5887,157,2804,170
"Sin nivel (001)",1096,27,74,702,12,266,15
"Educación inicial (002)",16,,2,11,,2,1
"Primaria (003)",3380,48,400,1896,48,950,38
"Secundaria (004)",4865,262,742,2454,64,1259,84
"Superior no univ. incompleta (005)",484,88,74,202,9,98,13
"Superior no univ. completa (006)",531,223,63,176,5,60,4
"Superior univ. incompleta (007)",428,115,68,157,7,68,13
"Superior univ. completa (008)",1513,1043,66,289,12,101,2
"Hombres (010)",9096,1102,1312,4649,129,1886,18
"Sin nivel (011)",643,11,54,438,7,131,2
"Educación inicial (012)",11,,2,8,,1,
"Primaria (013)",2543,24,333,1548,40,595,3
"Secundaria (014)",3888,181,674,2042,55,927,9
"Superior no univ. incompleta (015)",345,58,67,136,7,76,1
"Superior no univ. completa (016)",365,129,60,133,4,39,
"Superior univ. incompleta (017)",288,67,60,108,5,46,2
"Superior univ. completa (018)",1013,632,62,236,11,71,1
"Mujeres (020)",3217,704,177,1238,28,918,152
"Sin nivel (021)",453,16,20,264,5,135,13
"Educación inicial (022)",5,,,3,,1,1
"Primaria (023)",837,24,67,348,8,355,35
"Secundaria (024)",977,81,68,412,9,332,75
"Superior no univ. incompleta (025)",139,30,7,66,2,22,12
"Superior no univ. completa (026)",166,94,3,43,1,21,4
"Superior univ. incompleta (027)",140,48,8,49,2,22,11
"Superior univ. completa (028)",500,411,4,53,1,30,1
,,,,,,,
"URBANA (030)",7842,1517,1188,3298,129,1562,148
"Sin nivel (031)",642,23,59,368,11,169,12
"Educación inicial (032)",12,,2,8,,1,1
"Primaria (033)",1915,40,301,987,40,512,35
"Secundaria (034)",2980,221,598,1347,49,692,73
"Superior no univ. incompleta (035)",325,74,62,130,7,40,12
"Superior no univ. completa (036)",416,188,53,128,4,39,4
"Superior univ. incompleta (037)",321,90,59,112,7,43,10
"Superior univ. completa (038)",1231,881,54,218,11,66,1
"Hombres (040)",5591,926,1063,2438,106,1046,12
"Sin nivel (041)",339,11,42,200,7,78,1
"Educación inicial (042)",8,,2,6,,,
"Primaria (043)",1417,19,264,761,33,339,1
"Secundaria (044)",2310,151,547,1059,43,502,8
"Superior no univ. incompleta (045)",230,52,56,83,5,33,1
"Superior no univ. completa (046)",282,110,51,91,3,27,
"Superior univ. incompleta (047)",205,52,51,71,5,25,1
"Superior univ. completa (048)",800,531,50,167,10,42,
"Mujeres (050)",2251,591,125,860,23,516,136
"Sin nivel (051)",303,12,17,168,4,91,11
"Educación inicial (052)",4,,,2,,1,1
"Primaria (053)",498,21,37,226,7,173,34
"Secundaria (054)",670,70,51,288,6,190,65
"Superior no univ. incompleta (055)",95,22,6,47,2,7,11
"Superior no univ. completa (056)",134,78,2,37,1,12,4
"Superior univ. incompleta (057)",116,38,8,41,2,18,9
"Superior univ. completa (058)",431,350,4,51,1,24,1
,,,,,,,
"RURAL (060)",4471,289,301,2589,28,1242,22
"Sin nivel (061)",454,4,15,334,1,97,3
"Educación inicial (062)",4,,,3,,1,
"Primaria (063)",1465,8,99,909,8,438,3
"Secundaria (064)",1885,41,144,1107,15,567,11
"Superior no univ. incompleta (065)",159,14,12,72,2,58,1
"Superior no univ. completa (066)",115,35,10,48,1,21,
"Superior univ. incompleta (067)",107,25,9,45,,25,3
"Superior univ. completa (068)",282,162,12,71,1,35,1
"Hombres (070)",3505,176,249,2211,23,840,6
"Sin nivel (071)",304,,12,238,,53,1
"Educación inicial (072)",3,,,2,,1,
"Primaria (073)",1126,5,69,787,7,256,2
"Secundaria (074)",1578,30,127,983,12,425,1
"Superior no univ. incompleta (075)",115,6,11,53,2,43,
"Superior no univ. completa (076)",83,19,9,42,1,12,
"Superior univ. incompleta (077)",83,15,9,37,,21,1
"Superior univ. completa (078)",213,101,12,69,1,29,1
"Mujeres (080)",966,113,52,378,5,402,16
"Sin nivel (081)",150,4,3,96,1,44,2
"Educación inicial (082)",1,,,1,,,
"Primaria (083)",339,3,30,122,1,182,1
"Secundaria (084)",307,11,17,124,3,142,10
"Superior no univ. incompleta (085)",44,8,1,19,,15,1
"Superior no univ. completa (086)",32,16,1,6,,9,
"Superior univ. incompleta (087)",24,10,,8,,4,2
"Superior univ. completa (088)",69,61,,2,,6,
