"CUADRO Nº 14: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE NO DISPONEN DEL SERVICIO DE AGUA TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA QUE DISPONEN DEL SERVICIO EN LOS DÍAS QUE CUENTAN CON ESTE SERVICIO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia NAZCA",,,,,,,,,
"Viviendas particulares (001)",1048,940,53,2,20,23,,4,6
"Ocupantes presentes (002)",3856,3478,174,6,71,89,,14,24
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",1002,900,48,2,20,22,,4,6
"Ocupantes presentes (005)",3707,3342,164,6,71,86,,14,24
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",7,6,,,,1,,,
"Ocupantes presentes (008)",25,22,,,,3,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",8,8,,,,,,,
"Ocupantes presentes (011)",36,36,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",9,9,,,,,,,
"Ocupantes presentes (014)",32,32,,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",20,15,5,,,,,,
"Ocupantes presentes (020)",54,44,10,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",2,2,,,,,,,
"Ocupantes presentes (023)",2,2,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",970,882,47,2,9,23,,3,4
"Ocupantes presentes (029)",3608,3291,145,6,44,89,,12,21
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",924,842,42,2,9,22,,3,4
"Ocupantes presentes (032)",3459,3155,135,6,44,86,,12,21
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",7,6,,,,1,,,
"Ocupantes presentes (035)",25,22,,,,3,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",8,8,,,,,,,
"Ocupantes presentes (038)",36,36,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",9,9,,,,,,,
"Ocupantes presentes (041)",32,32,,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",20,15,5,,,,,,
"Ocupantes presentes (047)",54,44,10,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",2,2,,,,,,,
"Ocupantes presentes (050)",2,2,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",78,58,6,,11,,,1,2
"Ocupantes presentes (056)",248,187,29,,27,,,2,3
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",78,58,6,,11,,,1,2
"Ocupantes presentes (059)",248,187,29,,27,,,2,3
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
