"CUADRO Nº 12: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia PALPA (000)",3751,44,110,272,477,811,1076,961
"De 12 a 14 años (001)",4,,,,,,1,3
"De 15 a 19 años (002)",103,,,,,,57,46
"De 20 a 24 años (003)",403,,,,,4,199,200
"De 25 a 29 años (004)",452,,,,,24,265,163
"De 30 a 34 años (005)",435,,,,,92,229,114
"De 35 a 39 años (006)",417,,,,4,172,175,66
"De 40 a 44 años (007)",408,,,,34,202,116,56
"De 45 a 49 años (008)",346,,,2,78,157,31,78
"De 50 y más años (009)",1183,44,110,270,361,160,3,235
"PEA (010)",1530,1,8,52,172,431,440,426
"De 15 a 19 años (012)",21,,,,,,11,10
"De 20 a 24 años (013)",153,,,,,2,70,81
"De 25 a 29 años (014)",202,,,,,13,100,89
"De 30 a 34 años (015)",226,,,,,50,108,68
"De 35 a 39 años (016)",216,,,,1,98,83,34
"De 40 a 44 años (017)",221,,,,17,114,54,36
"De 45 a 49 años (018)",184,,,1,43,85,13,42
"De 50 y más años (019)",307,1,8,51,111,69,1,66
"Ocupada (020)",1493,1,8,52,170,428,429,405
"De 15 a 19 años (022)",18,,,,,,10,8
"De 20 a 24 años (023)",142,,,,,2,67,73
"De 25 a 29 años (024)",191,,,,,13,96,82
"De 30 a 34 años (025)",220,,,,,49,106,65
"De 35 a 39 años (026)",214,,,,1,97,82,34
"De 40 a 44 años (027)",221,,,,17,114,54,36
"De 45 a 49 años (028)",182,,,1,42,85,13,41
"De 50 y más años (029)",305,1,8,51,110,68,1,66
"Desocupada (030)",37,,,,2,3,11,21
"De 15 a 19 años (032)",3,,,,,,1,2
"De 20 a 24 años (033)",11,,,,,,3,8
"De 25 a 29 años (034)",11,,,,,,4,7
"De 30 a 34 años (035)",6,,,,,1,2,3
"De 35 a 39 años (036)",2,,,,,1,1,
"De 45 a 49 años (038)",2,,,,1,,,1
"De 50 y más años (039)",2,,,,1,1,,
"No PEA (040)",2221,43,102,220,305,380,636,535
"De 12 a 14 años (041)",4,,,,,,1,3
"De 15 a 19 años (042)",82,,,,,,46,36
"De 20 a 24 años (043)",250,,,,,2,129,119
"De 25 a 29 años (044)",250,,,,,11,165,74
"De 30 a 34 años (045)",209,,,,,42,121,46
"De 35 a 39 años (046)",201,,,,3,74,92,32
"De 40 a 44 años (047)",187,,,,17,88,62,20
"De 45 a 49 años (048)",162,,,1,35,72,18,36
"De 50 y más años (049)",876,43,102,219,250,91,2,169
,,,,,,,,
"URBANA (060)",2526,27,70,188,308,547,722,664
"De 12 a 14 años (061)",3,,,,,,,3
"De 15 a 19 años (062)",64,,,,,,32,32
