"CUADRO Nº 3: VIVIENDAS COLECTIVAS Y OTRO TIPO, POR ÁREA URBANA Y RURAL, SEGÚN DEPARTAMENTO, PROVINCIA Y TIPO DE VIVIENDA",,,
,,,
"DEPARTAMENTO, PROVINCIA Y TIPO DE VIVIENDA",TOTAL,ÁREA,
,,URBANA,RURAL
,,,
"Provincia BARRANCA (000)",103,100,3
"Vivienda colectiva",,,
"Hotel,hostal, hospedaje (002)",58,58,
"Casa pensión (003)",23,23,
"Hospital, clinica (004)",3,3,
"Cárcel, centro de readaptación social (005)",1,,1
"Otro (008)",13,11,2
"Otro tipo",,,
"En la calle, personas sin vivienda, garita, puerto (010)",5,5,
