"CUADRO Nº 38: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia ACOMAYO (000)",258,74,184
"Sin nivel (001)",25,4,21
"Primaria (003)",107,26,81
"Secundaria (004)",82,31,51
"Superior no univ. incompleta (005)",10,2,8
"Superior no univ. completa (006)",24,9,15
"Superior univ. incompleta (007)",4,1,3
"Superior univ. completa (008)",6,1,5
"De 14 a 29 años (010)",115,48,67
"Sin nivel (011)",3,1,2
"Primaria (013)",36,13,23
"Secundaria (014)",52,23,29
"Superior no univ. incompleta (015)",8,2,6
"Superior no univ. completa (016)",12,7,5
"Superior univ. incompleta (017)",2,1,1
"Superior univ. completa (018)",2,1,1
"De 30 a 44 años (020)",81,20,61
"Sin nivel (021)",3,2,1
"Primaria (023)",42,10,32
"Secundaria (024)",20,7,13
"Superior no univ. incompleta (025)",2,,2
"Superior no univ. completa (026)",9,1,8
"Superior univ. incompleta (027)",2,,2
"Superior univ. completa (028)",3,,3
"De 45 a 64 años (030)",55,6,49
"Sin nivel (031)",15,1,14
"Primaria (033)",26,3,23
"Secundaria (034)",10,1,9
"Superior no univ. completa (036)",3,1,2
"Superior univ. completa (038)",1,,1
"De 65 y más años (040)",7,,7
"Sin nivel (041)",4,,4
"Primaria (043)",3,,3
,,,
"AREA URBANA (050)",157,42,115
"Sin nivel (051)",16,2,14
"Primaria (053)",53,8,45
"Secundaria (054)",55,23,32
"Superior no univ. incompleta (055)",9,2,7
"Superior no univ. completa (056)",16,5,11
"Superior univ. incompleta (057)",4,1,3
"Superior univ. completa (058)",4,1,3
"De 14 a 29 años (060)",73,32,41
"Sin nivel (061)",1,,1
"Primaria (063)",15,5,10
"Secundaria (064)",37,18,19
"Superior no univ. incompleta (065)",7,2,5
"Superior no univ. completa (066)",9,5,4
"Superior univ. incompleta (067)",2,1,1
"Superior univ. completa (068)",2,1,1
"De 30 a 44 años (070)",46,8,38
"Sin nivel (071)",1,1,
"Primaria (073)",25,3,22
"Secundaria (074)",9,4,5
"Superior no univ. incompleta (075)",2,,2
"Superior no univ. completa (076)",6,,6
"Superior univ. incompleta (077)",2,,2
"Superior univ. completa (078)",1,,1
"De 45 a 64 años (080)",33,2,31
"Sin nivel (081)",10,1,9
"Primaria (083)",12,,12
"Secundaria (084)",9,1,8
"Superior no univ. completa (086)",1,,1
"Superior univ. completa (088)",1,,1
"De 65 y más años (090)",5,,5
"Sin nivel (091)",4,,4
"Primaria (093)",1,,1
,,,
"AREA RURAL (100)",101,32,69
"Sin nivel (101)",9,2,7
"Primaria (103)",54,18,36
"Secundaria (104)",27,8,19
"Superior no univ. incompleta (105)",1,,1
"Superior no univ. completa (106)",8,4,4
"Superior univ. completa (108)",2,,2
"De 14 a 29 años (110)",42,16,26
"Sin nivel (111)",2,1,1
"Primaria (113)",21,8,13
"Secundaria (114)",15,5,10
"Superior no univ. incompleta (115)",1,,1
"Superior no univ. completa (116)",3,2,1
"De 30 a 44 años (120)",35,12,23
"Sin nivel (121)",2,1,1
"Primaria (123)",17,7,10
"Secundaria (124)",11,3,8
"Superior no univ. completa (126)",3,1,2
"Superior univ. completa (128)",2,,2
"De 45 a 64 años (130)",22,4,18
"Sin nivel (131)",5,,5
"Primaria (133)",14,3,11
"Secundaria (134)",1,,1
"Superior no univ. completa (136)",2,1,1
"De 65 y más años (140)",2,,2
"Primaria (143)",2,,2
