"CUADRO Nº 29: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia BELLAVISTA (000)",18612,1748,3552,9807,416,2691,398
"Sin nivel (001)",876,9,164,474,9,193,27
"Educación inicial (002)",21,,6,8,,6,1
"Primaria (003)",9862,147,1981,5724,205,1598,207
"Secundaria (004)",5781,415,1265,2992,147,811,151
"Superior no univ. incompleta (005)",552,169,75,240,20,44,4
"Superior no univ. completa (006)",868,594,36,192,17,22,7
"Superior univ. incompleta (007)",206,98,14,79,8,7,
"Superior univ. completa (008)",446,316,11,98,10,10,1
"Hombres (010)",14276,973,3034,8309,357,1581,22
"Sin nivel (011)",508,3,100,344,8,51,2
"Educación inicial (012)",16,,5,8,,3,
"Primaria (013)",7786,62,1655,4963,176,920,10
"Secundaria (014)",4626,264,1148,2511,129,565,9
"Superior no univ. incompleta (015)",396,89,66,199,16,26,
"Superior no univ. completa (016)",522,319,36,142,14,10,1
"Superior univ. incompleta (017)",143,53,13,69,6,2,
"Superior univ. completa (018)",279,183,11,73,8,4,
"Mujeres (020)",4336,775,518,1498,59,1110,376
"Sin nivel (021)",368,6,64,130,1,142,25
"Educación inicial (022)",5,,1,,,3,1
"Primaria (023)",2076,85,326,761,29,678,197
"Secundaria (024)",1155,151,117,481,18,246,142
"Superior no univ. incompleta (025)",156,80,9,41,4,18,4
"Superior no univ. completa (026)",346,275,,50,3,12,6
"Superior univ. incompleta (027)",63,45,1,10,2,5,
"Superior univ. completa (028)",167,133,,25,2,6,1
,,,,,,,
"URBANA (030)",10596,1523,2152,5055,280,1270,316
"Sin nivel (031)",314,6,79,143,5,66,15
"Educación inicial (032)",12,,4,4,,4,
"Primaria (033)",4504,97,1072,2421,115,647,152
"Secundaria (034)",3942,378,882,1944,113,487,138
"Superior no univ. incompleta (035)",483,153,62,211,18,35,4
"Superior no univ. completa (036)",757,510,32,176,15,18,6
"Superior univ. incompleta (037)",180,91,11,68,7,3,
"Superior univ. completa (038)",404,288,10,88,7,10,1
"Hombres (040)",7604,880,1828,4028,228,622,18
"Sin nivel (041)",159,3,53,90,4,7,2
"Educación inicial (042)",11,,4,4,,3,
"Primaria (043)",3235,54,866,1956,89,264,6
"Secundaria (044)",3025,249,798,1552,98,319,9
"Superior no univ. incompleta (045)",343,83,55,173,14,18,
"Superior no univ. completa (046)",456,275,32,129,12,7,1
"Superior univ. incompleta (047)",123,49,10,59,5,,
"Superior univ. completa (048)",252,167,10,65,6,4,
"Mujeres (050)",2992,643,324,1027,52,648,298
"Sin nivel (051)",155,3,26,53,1,59,13
"Educación inicial (052)",1,,,,,1,
"Primaria (053)",1269,43,206,465,26,383,146
"Secundaria (054)",917,129,84,392,15,168,129
"Superior no univ. incompleta (055)",140,70,7,38,4,17,4
"Superior no univ. completa (056)",301,235,,47,3,11,5
"Superior univ. incompleta (057)",57,42,1,9,2,3,
"Superior univ. completa (058)",152,121,,23,1,6,1
,,,,,,,
"RURAL (060)",8016,225,1400,4752,136,1421,82
"Sin nivel (061)",562,3,85,331,4,127,12
"Educación inicial (062)",9,,2,4,,2,1
"Primaria (063)",5358,50,909,3303,90,951,55
"Secundaria (064)",1839,37,383,1048,34,324,13
"Superior no univ. incompleta (065)",69,16,13,29,2,9,
"Superior no univ. completa (066)",111,84,4,16,2,4,1
"Superior univ. incompleta (067)",26,7,3,11,1,4,
"Superior univ. completa (068)",42,28,1,10,3,,
"Hombres (070)",6672,93,1206,4281,129,959,4
"Sin nivel (071)",349,,47,254,4,44,
"Educación inicial (072)",5,,1,4,,,
"Primaria (073)",4551,8,789,3007,87,656,4
"Secundaria (074)",1601,15,350,959,31,246,
"Superior no univ. incompleta (075)",53,6,11,26,2,8,
"Superior no univ. completa (076)",66,44,4,13,2,3,
"Superior univ. incompleta (077)",20,4,3,10,1,2,
"Superior univ. completa (078)",27,16,1,8,2,,
"Mujeres (080)",1344,132,194,471,7,462,78
"Sin nivel (081)",213,3,38,77,,83,12
"Educación inicial (082)",4,,1,,,2,1
"Primaria (083)",807,42,120,296,3,295,51
"Secundaria (084)",238,22,33,89,3,78,13
"Superior no univ. incompleta (085)",16,10,2,3,,1,
"Superior no univ. completa (086)",45,40,,3,,1,1
"Superior univ. incompleta (087)",6,3,,1,,2,
"Superior univ. completa (088)",15,12,,2,1,,
