"CUADRO Nº 12: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE SI DISPONEN DEL SERVICIO DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA POTABLE",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia SUCRE",,,,,,,,,
"Viviendas particulares (001)",1729,167,106,39,134,6,3,26,1248
"Ocupantes presentes (002)",6011,608,382,123,474,23,16,88,4297
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",1711,165,106,36,134,6,3,26,1235
"Ocupantes presentes (005)",5956,606,382,117,474,23,16,88,4250
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",8,,,3,,,,,5
"Ocupantes presentes (011)",20,,,6,,,,,14
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",4,2,,,,,,,2
"Ocupantes presentes (014)",11,2,,,,,,,9
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",6,,,,,,,,6
"Ocupantes presentes (017)",24,,,,,,,,24
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",1114,151,96,35,62,6,3,26,735
"Ocupantes presentes (029)",3898,552,349,114,197,23,16,88,2559
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",1102,149,96,32,62,6,3,26,728
"Ocupantes presentes (032)",3867,550,349,108,197,23,16,88,2536
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",8,,,3,,,,,5
"Ocupantes presentes (038)",20,,,6,,,,,14
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",4,2,,,,,,,2
"Ocupantes presentes (041)",11,2,,,,,,,9
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",615,16,10,4,72,,,,513
"Ocupantes presentes (056)",2113,56,33,9,277,,,,1738
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",609,16,10,4,72,,,,507
"Ocupantes presentes (059)",2089,56,33,9,277,,,,1714
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",6,,,,,,,,6
"Ocupantes presentes (071)",24,,,,,,,,24
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
