"CUADRO Nº 12: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE SI DISPONEN DEL SERVICIO DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA POTABLE",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia CANAS",,,,,,,,,
"Viviendas particulares (001)",3081,644,138,36,67,6,6,6,2178
"Ocupantes presentes (002)",11656,2264,454,139,268,14,13,21,8483
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",2880,500,109,27,66,6,6,6,2160
"Ocupantes presentes (005)",11101,1883,379,120,267,14,13,21,8404
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",3,3,,,,,,,
"Ocupantes presentes (011)",7,7,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",189,140,29,9,,,,,11
"Ocupantes presentes (014)",504,368,75,19,,,,,42
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",6,,,,,,,,6
"Ocupantes presentes (017)",36,,,,,,,,36
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",1,,,,,,,,1
"Ocupantes presentes (020)",1,,,,,,,,1
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",2,1,,,1,,,,
"Ocupantes presentes (023)",7,6,,,1,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",1369,602,112,24,23,5,6,4,593
"Ocupantes presentes (029)",4746,2087,350,79,70,13,13,11,2123
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",1174,458,83,15,22,5,6,4,581
"Ocupantes presentes (032)",4227,1706,275,60,69,13,13,11,2080
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",3,3,,,,,,,
"Ocupantes presentes (038)",7,7,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",189,140,29,9,,,,,11
"Ocupantes presentes (041)",504,368,75,19,,,,,42
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",1,,,,,,,,1
"Ocupantes presentes (047)",1,,,,,,,,1
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",2,1,,,1,,,,
"Ocupantes presentes (050)",7,6,,,1,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",1712,42,26,12,44,1,,2,1585
"Ocupantes presentes (056)",6910,177,104,60,198,1,,10,6360
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",1706,42,26,12,44,1,,2,1579
"Ocupantes presentes (059)",6874,177,104,60,198,1,,10,6324
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",6,,,,,,,,6
"Ocupantes presentes (071)",36,,,,,,,,36
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
