"CUADRO Nº 1: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 14 AÑOS","15 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia CORONEL PORTILLO (000)",309306,16433,75830,68609,50445,40583,28148,15758,13500
"Quechua (001)",2331,18,111,217,394,588,452,286,265
"Aymara (002)",220,6,31,28,34,43,46,19,13
"Ashaninca (003)",1579,100,475,414,235,144,110,65,36
"Otra lengua nativa (004)",17660,1241,5557,4024,2638,1906,1141,732,421
"Castellano (005)",287049,15056,69566,63813,47061,37842,26359,14627,12725
"Idioma extranjero (006)",152,4,10,16,22,28,25,20,27
"Es sordomudo/a (007)",315,8,80,97,61,32,15,9,13
"Hombres (009)",156553,8449,38607,33846,24773,20330,14840,8548,7160
"Quechua (010)",1343,12,57,111,238,338,271,168,148
"Aymara (011)",131,3,18,14,16,27,29,15,9
"Ashaninca (012)",829,47,232,237,116,74,61,37,25
"Otra lengua nativa (013)",9079,646,2866,1971,1332,976,625,417,246
"Castellano (014)",144928,7732,35384,31456,23033,18881,13835,7895,6712
"Idioma extranjero (015)",80,2,5,8,11,16,11,12,15
"Es sordomudo/a (016)",163,7,45,49,27,18,8,4,5
"Mujeres (018)",152753,7984,37223,34763,25672,20253,13308,7210,6340
"Quechua (019)",988,6,54,106,156,250,181,118,117
"Aymara (020)",89,3,13,14,18,16,17,4,4
"Ashaninca (021)",750,53,243,177,119,70,49,28,11
"Otra lengua nativa (022)",8581,595,2691,2053,1306,930,516,315,175
"Castellano (023)",142121,7324,34182,32357,24028,18961,12524,6732,6013
"Idioma extranjero (024)",72,2,5,8,11,12,14,8,12
"Es sordomudo/a (025)",152,1,35,48,34,14,7,5,8
,,,,,,,,,
"URBANA (027)",261958,13349,62459,58730,43264,35074,24279,13327,11476
"Quechua (028)",2149,13,87,195,362,547,425,272,248
"Aymara (029)",193,5,25,21,29,39,44,18,12
"Ashaninca (030)",285,11,66,75,52,37,24,13,7
"Otra lengua nativa (031)",4830,250,1288,1266,750,578,351,207,140
"Castellano (032)",254121,13060,60923,57074,42003,33830,23402,12793,11036
"Idioma extranjero (033)",114,2,4,13,15,19,21,17,23
"Es sordomudo/a (034)",266,8,66,86,53,24,12,7,10
"Hombres (036)",130278,6817,31605,28595,20742,17095,12495,7063,5866
"Quechua (037)",1229,8,47,100,218,308,254,156,138
"Aymara (038)",120,2,17,10,14,26,28,14,9
"Ashaninca (039)",141,5,28,49,25,14,11,6,3
"Otra lengua nativa (040)",2418,130,678,617,361,267,179,107,79
"Castellano (041)",126171,6665,30796,27769,20092,16454,12007,6767,5621
"Idioma extranjero (042)",62,,3,7,8,12,9,10,13
"Es sordomudo/a (043)",137,7,36,43,24,14,7,3,3
"Mujeres (045)",131680,6532,30854,30135,22522,17979,11784,6264,5610
"Quechua (046)",920,5,40,95,144,239,171,116,110
"Aymara (047)",73,3,8,11,15,13,16,4,3
"Ashaninca (048)",144,6,38,26,27,23,13,7,4
"Otra lengua nativa (049)",2412,120,610,649,389,311,172,100,61
"Castellano (050)",127950,6395,30127,29305,21911,17376,11395,6026,5415
"Idioma extranjero (051)",52,2,1,6,7,7,12,7,10
"Es sordomudo/a (052)",129,1,30,43,29,10,5,4,7
,,,,,,,,,
"RURAL (054)",47348,3084,13371,9879,7181,5509,3869,2431,2024
"Quechua (055)",182,5,24,22,32,41,27,14,17
"Aymara (056)",27,1,6,7,5,4,2,1,1
"Ashaninca (057)",1294,89,409,339,183,107,86,52,29
"Otra lengua nativa (058)",12830,991,4269,2758,1888,1328,790,525,281
"Castellano (059)",32928,1996,8643,6739,5058,4012,2957,1834,1689
"Idioma extranjero (060)",38,2,6,3,7,9,4,3,4
"Es sordomudo/a (061)",49,,14,11,8,8,3,2,3
"Hombres (063)",26275,1632,7002,5251,4031,3235,2345,1485,1294
"Quechua (064)",114,4,10,11,20,30,17,12,10
"Aymara (065)",11,1,1,4,2,1,1,1,
"Ashaninca (066)",688,42,204,188,91,60,50,31,22
"Otra lengua nativa (067)",6661,516,2188,1354,971,709,446,310,167
"Castellano (068)",18757,1067,4588,3687,2941,2427,1828,1128,1091
"Idioma extranjero (069)",18,2,2,1,3,4,2,2,2
"Es sordomudo/a (070)",26,,9,6,3,4,1,1,2
"Mujeres (072)",21073,1452,6369,4628,3150,2274,1524,946,730
"Quechua (073)",68,1,14,11,12,11,10,2,7
"Aymara (074)",16,,5,3,3,3,1,,1
"Ashaninca (075)",606,47,205,151,92,47,36,21,7
"Otra lengua nativa (076)",6169,475,2081,1404,917,619,344,215,114
"Castellano (077)",14171,929,4055,3052,2117,1585,1129,706,598
"Idioma extranjero (078)",20,,4,2,4,5,2,1,2
"Es sordomudo/a (079)",23,,5,5,5,4,2,1,1
