"CUADRO Nº 15: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACIÓN",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia SANTA (000)",144012,4901,132,26634,54457,9531,14532,11262,22563
"Empleado (001)",41618,379,18,2439,11025,3104,6104,4805,13744
"Obrero (002)",37199,1510,36,8789,17766,2243,2996,1872,1987
"Trabajador independiente (003)",54262,2414,46,12358,21354,3576,4743,3862,5909
"Empleador o patrono (004)",2838,97,1,589,942,161,275,255,518
"Trabajador familiar no remunerado (005)",4931,280,23,1579,1944,241,273,309,282
"Trabajador del hogar (006)",3164,221,8,880,1426,206,141,159,123
"Hombres (008)",95127,2252,82,18132,39188,6358,8948,7232,12935
"Empleado (009)",22953,165,10,1485,7016,1751,3045,2656,6825
"Obrero (010)",31383,920,27,7179,15274,1961,2673,1618,1731
"Trabajador independiente (011)",36151,1031,27,8201,14995,2420,2956,2635,3886
"Empleador o patrono (012)",2101,68,1,470,722,100,184,179,377
"Trabajador familiar no remunerado (013)",2414,61,17,772,1116,116,87,137,108
"Trabajador del hogar (014)",125,7,,25,65,10,3,7,8
"Mujeres (016)",48885,2649,50,8502,15269,3173,5584,4030,9628
"Empleado (017)",18665,214,8,954,4009,1353,3059,2149,6919
"Obrero (018)",5816,590,9,1610,2492,282,323,254,256
"Trabajador independiente (019)",18111,1383,19,4157,6359,1156,1787,1227,2023
"Empleador o patrono (020)",737,29,,119,220,61,91,76,141
"Trabajador familiar no remunerado (021)",2517,219,6,807,828,125,186,172,174
"Trabajador del hogar (022)",3039,214,8,855,1361,196,138,152,115
,,,,,,,,,
"URBANA (024)",134795,4026,113,22154,51235,9388,14348,11144,22387
"Empleado (025)",41281,367,18,2384,10896,3081,6066,4783,13686
"Obrero (026)",33850,1202,31,7216,16455,2194,2949,1834,1969
"Trabajador independiente (027)",50409,1987,43,10370,20164,3525,4665,3829,5826
"Empleador o patrono (028)",2459,72,,388,811,156,271,251,510
"Trabajador familiar no remunerado (029)",3720,189,13,965,1507,228,256,289,273
"Trabajador del hogar (030)",3076,209,8,831,1402,204,141,158,123
"Hombres (032)",87531,1667,65,14426,36373,6249,8804,7145,12802
"Empleado (033)",22745,156,10,1451,6924,1743,3022,2647,6792
"Obrero (034)",28539,724,23,5840,14103,1917,2629,1587,1716
"Trabajador independiente (035)",32813,697,24,6447,13945,2379,2896,2608,3817
"Empleador o patrono (036)",1753,47,,284,600,96,181,175,370
"Trabajador familiar no remunerado (037)",1558,36,8,381,736,104,73,121,99
"Trabajador del hogar (038)",123,7,,23,65,10,3,7,8
"Mujeres (040)",47264,2359,48,7728,14862,3139,5544,3999,9585
"Empleado (041)",18536,211,8,933,3972,1338,3044,2136,6894
"Obrero (042)",5311,478,8,1376,2352,277,320,247,253
"Trabajador independiente (043)",17596,1290,19,3923,6219,1146,1769,1221,2009
"Empleador o patrono (044)",706,25,,104,211,60,90,76,140
"Trabajador familiar no remunerado (045)",2162,153,5,584,771,124,183,168,174
"Trabajador del hogar (046)",2953,202,8,808,1337,194,138,151,115
,,,,,,,,,
"RURAL (048)",9217,875,19,4480,3222,143,184,118,176
"Empleado (049)",337,12,,55,129,23,38,22,58
"Obrero (050)",3349,308,5,1573,1311,49,47,38,18
"Trabajador independiente (051)",3853,427,3,1988,1190,51,78,33,83
"Empleador o patrono (052)",379,25,1,201,131,5,4,4,8
"Trabajador familiar no remunerado (053)",1211,91,10,614,437,13,17,20,9
"Trabajador del hogar (054)",88,12,,49,24,2,,1,
"Hombres (056)",7596,585,17,3706,2815,109,144,87,133
"Empleado (057)",208,9,,34,92,8,23,9,33
"Obrero (058)",2844,196,4,1339,1171,44,44,31,15
"Trabajador independiente (059)",3338,334,3,1754,1050,41,60,27,69
"Empleador o patrono (060)",348,21,1,186,122,4,3,4,7
"Trabajador familiar no remunerado (061)",856,25,9,391,380,12,14,16,9
"Trabajador del hogar (062)",2,,,2,,,,,
"Mujeres (064)",1621,290,2,774,407,34,40,31,43
"Empleado (065)",129,3,,21,37,15,15,13,25
"Obrero (066)",505,112,1,234,140,5,3,7,3
"Trabajador independiente (067)",515,93,,234,140,10,18,6,14
"Empleador o patrono (068)",31,4,,15,9,1,1,,1
"Trabajador familiar no remunerado (069)",355,66,1,223,57,1,3,4,
"Trabajador del hogar (070)",86,12,,47,24,2,,1,
