"CUADRO Nº 12: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia CALCA (000)",56788,8751,824,26356,15841,1407,1444,959,1206
"Hombres (001)",28565,2515,414,13633,9233,799,741,575,655
"Mujeres (002)",28223,6236,410,12723,6608,608,703,384,551
"PEA (003)",22180,3084,54,8690,7185,707,1105,434,921
"Hombres (004)",15374,1713,34,6410,5299,465,614,309,530
"Mujeres (005)",6806,1371,20,2280,1886,242,491,125,391
"Ocupada (006)",21690,3049,50,8534,6971,688,1072,423,903
"Hombres (007)",15041,1690,32,6300,5146,454,601,301,517
"Mujeres (008)",6649,1359,18,2234,1825,234,471,122,386
"Desocupada (009)",490,35,4,156,214,19,33,11,18
"Hombres (010)",333,23,2,110,153,11,13,8,13
"Mujeres (011)",157,12,2,46,61,8,20,3,5
"No PEA (012)",34608,5667,770,17666,8656,700,339,525,285
"Hombres (013)",13191,802,380,7223,3934,334,127,266,125
"Mujeres (014)",21417,4865,390,10443,4722,366,212,259,160
,,,,,,,,,
"URBANA (018)",20639,1160,183,7511,7772,1011,1157,789,1056
"Hombres (019)",10179,232,88,3486,4218,554,575,459,567
"Mujeres (020)",10460,928,95,4025,3554,457,582,330,489
"PEA (021)",9088,408,11,2332,3756,540,886,365,790
"Hombres (022)",5546,137,5,1359,2527,339,480,249,450
"Mujeres (023)",3542,271,6,973,1229,201,406,116,340
"Ocupada (024)",8795,394,10,2250,3624,526,861,356,774
"Hombres (025)",5361,128,5,1311,2436,331,468,243,439
"Mujeres (026)",3434,266,5,939,1188,195,393,113,335
"Desocupada (027)",293,14,1,82,132,14,25,9,16
"Hombres (028)",185,9,,48,91,8,12,6,11
"Mujeres (029)",108,5,1,34,41,6,13,3,5
"No PEA (030)",11551,752,172,5179,4016,471,271,424,266
"Hombres (031)",4633,95,83,2127,1691,215,95,210,117
"Mujeres (032)",6918,657,89,3052,2325,256,176,214,149
,,,,,,,,,
"RURAL (036)",36149,7591,641,18845,8069,396,287,170,150
"Hombres (037)",18386,2283,326,10147,5015,245,166,116,88
"Mujeres (038)",17763,5308,315,8698,3054,151,121,54,62
"PEA (039)",13092,2676,43,6358,3429,167,219,69,131
"Hombres (040)",9828,1576,29,5051,2772,126,134,60,80
"Mujeres (041)",3264,1100,14,1307,657,41,85,9,51
"Ocupada (042)",12895,2655,40,6284,3347,162,211,67,129
"Hombres (043)",9680,1562,27,4989,2710,123,133,58,78
"Mujeres (044)",3215,1093,13,1295,637,39,78,9,51
"Desocupada (045)",197,21,3,74,82,5,8,2,2
"Hombres (046)",148,14,2,62,62,3,1,2,2
"Mujeres (047)",49,7,1,12,20,2,7,,
"No PEA (048)",23057,4915,598,12487,4640,229,68,101,19
"Hombres (049)",8558,707,297,5096,2243,119,32,56,8
"Mujeres (050)",14499,4208,301,7391,2397,110,36,45,11
