"CUADRO Nº 39: POBLACIÓN ECONÓMICAMENTE INACTIVA DE 6 Y MÁS AÑOS , POR ACTIVIDAD NO LABORAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,,,,,,
,,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"ACTIVIDAD NO LABORAL",,,,,,,,
,,"ESTUDIANDO Y NO TRABAJO","VIVIENDO DE SU PENSIÓN Y JUBILACIÓN","VIVIENDO DE SUS RENTAS","AL CUIDADO DE SU HOGAR","POR SU EDAD","DE VIAJE",DISCAPACITADO,"SERVICIO MILITAR",OTRA
,,,,,,,,,,
"Provincia RODRIGUEZ DE MENDOZA (000)",13317,6044,167,185,6353,164,38,47,2,317
"Hombres (001)",4234,3065,112,102,597,95,29,26,2,206
"Mujeres (002)",9083,2979,55,83,5756,69,9,21,,111
"De 06 a 14 años (003)",5051,4801,,,134,42,1,7,,66
"Hombres (004)",2516,2426,,,30,27,1,5,,27
"Mujeres (005)",2535,2375,,,104,15,,2,,39
"De 15 a 29 años (006)",3301,1225,1,52,1922,,14,7,2,78
"Hombres (007)",896,634,1,22,167,,10,5,2,55
"Mujeres (008)",2405,591,,30,1755,,4,2,,23
"De 30 a 44 años (009)",1952,12,3,37,1828,,15,9,,48
"Hombres (010)",217,3,1,16,145,,11,6,,35
"Mujeres (011)",1735,9,2,21,1683,,4,3,,13
"De 45 a 64 años (012)",1635,6,52,41,1470,2,5,11,,48
"Hombres (013)",240,2,39,22,130,,4,5,,38
"Mujeres (014)",1395,4,13,19,1340,2,1,6,,10
"De 65 y más años (015)",1378,,111,55,999,120,3,13,,77
"Hombres (016)",365,,71,42,125,68,3,5,,51
"Mujeres (017)",1013,,40,13,874,52,,8,,26
,,,,,,,,,,
"AREA URBANA (018)",4333,2163,115,63,1801,32,4,20,2,133
"Hombres (019)",1496,1062,77,43,201,16,2,7,2,86
"Mujeres (020)",2837,1101,38,20,1600,16,2,13,,47
"De 06 a 14 años (021)",1615,1577,,,21,3,,1,,13
"Hombres (022)",797,779,,,8,2,,1,,7
"Mujeres (023)",818,798,,,13,1,,,,6
"De 15 a 29 años (024)",1083,577,1,10,447,,,3,2,43
"Hombres (025)",363,281,1,6,43,,,1,2,29
"Mujeres (026)",720,296,,4,404,,,2,,14
"De 30 a 44 años (027)",588,7,3,10,539,,3,2,,24
"Hombres (028)",70,1,1,6,46,,1,1,,14
"Mujeres (029)",518,6,2,4,493,,2,1,,10
"De 45 a 64 años (030)",537,2,42,18,443,,1,7,,24
"Hombres (031)",116,1,33,11,48,,1,2,,20
"Mujeres (032)",421,1,9,7,395,,,5,,4
"De 65 y más años (033)",510,,69,25,351,29,,7,,29
"Hombres (034)",150,,42,20,56,14,,2,,16
"Mujeres (035)",360,,27,5,295,15,,5,,13
,,,,,,,,,,
"AREA RURAL (036)",8984,3881,52,122,4552,132,34,27,,184
"Hombres (037)",2738,2003,35,59,396,79,27,19,,120
"Mujeres (038)",6246,1878,17,63,4156,53,7,8,,64
"De 06 a 14 años (039)",3436,3224,,,113,39,1,6,,53
"Hombres (040)",1719,1647,,,22,25,1,4,,20
"Mujeres (041)",1717,1577,,,91,14,,2,,33
"De 15 a 29 años (042)",2218,648,,42,1475,,14,4,,35
"Hombres (043)",533,353,,16,124,,10,4,,26
"Mujeres (044)",1685,295,,26,1351,,4,,,9
"De 30 a 44 años (045)",1364,5,,27,1289,,12,7,,24
"Hombres (046)",147,2,,10,99,,10,5,,21
"Mujeres (047)",1217,3,,17,1190,,2,2,,3
"De 45 a 64 años (048)",1098,4,10,23,1027,2,4,4,,24
"Hombres (049)",124,1,6,11,82,,3,3,,18
"Mujeres (050)",974,3,4,12,945,2,1,1,,6
"De 65 y más años (051)",868,,42,30,648,91,3,6,,48
"Hombres (052)",215,,29,22,69,54,3,3,,35
"Mujeres (053)",653,,13,8,579,37,,3,,13
