"CUADRO Nº 4: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICION DE ACTIVIDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia GENERAL SANCHEZ CERRO (000)",22556,4325,2834,974,14458
"Hombres (001)",12094,2093,1567,725,7736
"Mujeres (002)",10462,2232,1267,249,6722
"PEA (003)",11197,1081,1790,714,7633
"Hombres (004)",7844,673,1171,611,5407
"Mujeres (005)",3353,408,619,103,2226
"Ocupada (006)",10201,978,1734,695,6815
"Hombres (007)",7108,604,1136,595,4791
"Mujeres (008)",3093,374,598,100,2024
"Desocupada (009)",996,103,56,19,818
"Hombres (010)",736,69,35,16,616
"Mujeres (011)",260,34,21,3,202
"No PEA (012)",11359,3244,1044,260,6825
"Hombres (013)",4250,1420,396,114,2329
"Mujeres (014)",7109,1824,648,146,4496
,,,,,
"URBANA (018)",9777,1924,1670,330,5867
"Hombres (019)",5057,930,847,214,3076
"Mujeres (020)",4720,994,823,116,2791
"PEA (021)",4971,565,1023,227,3162
"Hombres (022)",3241,341,592,172,2141
"Mujeres (023)",1730,224,431,55,1021
"Ocupada (024)",4643,532,992,221,2904
"Hombres (025)",3016,319,575,167,1960
"Mujeres (026)",1627,213,417,54,944
"Desocupada (027)",328,33,31,6,258
"Hombres (028)",225,22,17,5,181
"Mujeres (029)",103,11,14,1,77
"No PEA (030)",4806,1359,647,103,2705
"Hombres (031)",1816,589,255,42,935
"Mujeres (032)",2990,770,392,61,1770
,,,,,
"RURAL (036)",12779,2401,1164,644,8591
"Hombres (037)",7037,1163,720,511,4660
"Mujeres (038)",5742,1238,444,133,3931
"PEA (039)",6226,516,767,487,4471
"Hombres (040)",4603,332,579,439,3266
"Mujeres (041)",1623,184,188,48,1205
"Ocupada (042)",5558,446,742,474,3911
"Hombres (043)",4092,285,561,428,2831
"Mujeres (044)",1466,161,181,46,1080
"Desocupada (045)",668,70,25,13,560
"Hombres (046)",511,47,18,11,435
"Mujeres (047)",157,23,7,2,125
"No PEA (048)",6553,1885,397,157,4120
"Hombres (049)",2434,831,141,72,1394
"Mujeres (050)",4119,1054,256,85,2726
