"CUADRO Nº 3: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia HUARAL (000)",146630,28996,44645,35117,25930,11942
"Sin nivel (001)",7620,425,611,1592,2581,2411
"Educación inicial (002)",2014,1881,83,50,,
"Primaria (003)",49544,20141,5107,7831,9734,6731
"Secundaria (004)",61159,6549,28047,16051,8705,1807
"Superior no univ. incompleta (005)",6701,,3678,2019,861,143
"Superior no univ. completa (006)",6933,,2390,3027,1262,254
"Superior univ. incompleta (007)",5431,,3099,1432,773,127
"Superior univ. completa (008)",7228,,1630,3115,2014,469
"PEA (010)",68443,719,22960,24567,16623,3574
"Sin nivel (011)",2772,10,256,880,1187,439
"Educación inicial (012)",74,6,37,31,,
"Primaria (013)",16118,384,2825,4967,5834,2108
"Secundaria (014)",31951,319,13732,11293,5953,654
"Superior no univ. incompleta (015)",4028,,1873,1468,624,63
"Superior no univ. completa (016)",4915,,1758,2233,838,86
"Superior univ. incompleta (017)",3007,,1273,1092,588,54
"Superior univ. completa (018)",5578,,1206,2603,1599,170
"Ocupada (020)",65858,679,21628,23860,16208,3483
"Sin nivel (021)",2673,10,237,852,1154,420
"Educación inicial (022)",73,6,36,31,,
"Primaria (023)",15602,360,2683,4814,5687,2058
"Secundaria (024)",30567,303,12892,10949,5785,638
"Superior no univ. incompleta (025)",3871,,1784,1421,605,61
"Superior no univ. completa (026)",4726,,1646,2175,820,85
"Superior univ. incompleta (027)",2911,,1215,1065,577,54
"Superior univ. completa (028)",5435,,1135,2553,1580,167
