"CUADRO Nº 37: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia SIHUAS (000)",426,122,304
"Sin nivel (001)",53,9,44
"Educación inicial (002)",2,1,1
"Primaria (003)",135,20,115
"Secundaria (004)",133,59,74
"Superior no univ. incompleta (005)",25,9,16
"Superior no univ. completa (006)",38,15,23
"Superior univ. incompleta (007)",18,2,16
"Superior univ. completa (008)",22,7,15
"Hombres (010)",344,83,261
"Sin nivel (011)",35,4,31
"Educación inicial (012)",2,1,1
"Primaria (013)",116,10,106
"Secundaria (014)",117,47,70
"Superior no univ. incompleta (015)",19,7,12
"Superior no univ. completa (016)",24,9,15
"Superior univ. incompleta (017)",13,,13
"Superior univ. completa (018)",18,5,13
"Mujeres (020)",82,39,43
"Sin nivel (021)",18,5,13
"Primaria (023)",19,10,9
"Secundaria (024)",16,12,4
"Superior no univ. incompleta (025)",6,2,4
"Superior no univ. completa (026)",14,6,8
"Superior univ. incompleta (027)",5,2,3
"Superior univ. completa (028)",4,2,2
,,,
"AREA URBANA (030)",180,60,120
"Sin nivel (031)",6,2,4
"Educación inicial (032)",1,1,
"Primaria (033)",42,7,35
"Secundaria (034)",57,27,30
"Superior no univ. incompleta (035)",14,5,9
"Superior no univ. completa (036)",28,13,15
"Superior univ. incompleta (037)",16,2,14
"Superior univ. completa (038)",16,3,13
"Hombres (040)",141,39,102
"Sin nivel (041)",3,1,2
"Educación inicial (042)",1,1,
"Primaria (043)",36,4,32
"Secundaria (044)",50,21,29
"Superior no univ. incompleta (045)",10,3,7
"Superior no univ. completa (046)",15,7,8
"Superior univ. incompleta (047)",13,,13
"Superior univ. completa (048)",13,2,11
"Mujeres (050)",39,21,18
"Sin nivel (051)",3,1,2
"Primaria (053)",6,3,3
"Secundaria (054)",7,6,1
"Superior no univ. incompleta (055)",4,2,2
"Superior no univ. completa (056)",13,6,7
"Superior univ. incompleta (057)",3,2,1
"Superior univ. completa (058)",3,1,2
,,,
"AREA RURAL (060)",246,62,184
"Sin nivel (061)",47,7,40
"Educación inicial (062)",1,,1
"Primaria (063)",93,13,80
"Secundaria (064)",76,32,44
"Superior no univ. incompleta (065)",11,4,7
"Superior no univ. completa (066)",10,2,8
"Superior univ. incompleta (067)",2,,2
"Superior univ. completa (068)",6,4,2
"Hombres (070)",203,44,159
"Sin nivel (071)",32,3,29
"Educación inicial (072)",1,,1
"Primaria (073)",80,6,74
"Secundaria (074)",67,26,41
"Superior no univ. incompleta (075)",9,4,5
"Superior no univ. completa (076)",9,2,7
"Superior univ. completa (078)",5,3,2
"Mujeres (080)",43,18,25
"Sin nivel (081)",15,4,11
"Primaria (083)",13,7,6
"Secundaria (084)",9,6,3
"Superior no univ. incompleta (085)",2,,2
"Superior no univ. completa (086)",1,,1
"Superior univ. incompleta (087)",2,,2
"Superior univ. completa (088)",1,1,
