"CUADRO Nº 14: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y ESTADO CIVIL",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL Y ESTADO CIVIL",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia HUAURA (000)",55397,609,18388,17733,7210,2854,1183,364,46,,7010
"Conviviente (001)",18281,224,7113,6145,2016,715,235,73,10,,1750
"Separado(a) (002)",3769,60,1389,1281,495,188,81,16,,,259
"Casado(a) (003)",21284,187,6795,7337,3448,1383,566,173,21,,1374
"Viudo(a) (004)",4308,82,1698,1333,484,192,127,61,13,,318
"Divorciado(a) (005)",419,6,135,133,71,25,14,3,,,32
"Soltero(a) (006)",7336,50,1258,1504,696,351,160,38,2,,3277
,,,,,,,,,,,
"URBANA (008)",48596,490,15524,15498,6595,2671,1098,330,41,,6349
"Conviviente (009)",15285,174,5797,5144,1766,645,208,64,9,,1478
"Separado(a) (010)",3435,57,1253,1158,457,181,76,15,,,238
"Casado(a) (011)",18863,149,5737,6506,3216,1304,524,154,18,,1255
"Viudo(a) (012)",3836,67,1498,1183,441,181,122,56,12,,276
"Divorciado(a) (013)",401,6,126,125,71,25,14,3,,,31
"Soltero(a) (014)",6776,37,1113,1382,644,335,154,38,2,,3071
,,,,,,,,,,,
"RURAL (016)",6801,119,2864,2235,615,183,85,34,5,,661
"Conviviente (017)",2996,50,1316,1001,250,70,27,9,1,,272
"Separado(a) (018)",334,3,136,123,38,7,5,1,,,21
"Casado(a) (019)",2421,38,1058,831,232,79,42,19,3,,119
"Viudo(a) (020)",472,15,200,150,43,11,5,5,1,,42
"Divorciado(a) (021)",18,,9,8,,,,,,,1
"Soltero(a) (022)",560,13,145,122,52,16,6,,,,206
