"CUADRO Nº 10: POBLACIÓN DE 3 A 24 AÑOS DE EDAD, POR GRUPOS DE EDAD NORMATIVA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y ASISTENCIA A UN CENTRO DE ENSEÑANZA REGULAR",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y ASISTENCIA A UN CENTRO DE ENSEÑANZA REGULAR",TOTAL,"GRUPOS DE EDAD NORMATIVA",,,
,,"3 A 5 AÑOS","6 A 11 AÑOS","12 A 16 AÑOS","17 A 24 AÑOS"
,,,,,
"Provincia ASUNCION (000)",4144,618,1347,1119,1060
"Asiste actualmente (001)",3049,305,1291,1059,394
"No asiste (002)",1095,313,56,60,666
"Hombres (004)",2124,324,703,562,535
"Asiste actualmente (005)",1602,170,675,530,227
"No asiste (006)",522,154,28,32,308
"Mujeres (008)",2020,294,644,557,525
"Asiste actualmente (009)",1447,135,616,529,167
"No asiste (010)",573,159,28,28,358
,,,,,
"URBANA (012)",1015,186,361,239,229
"Asiste actualmente (013)",763,111,350,234,68
"No asiste (014)",252,75,11,5,161
"Hombres (016)",550,108,193,129,120
"Asiste actualmente (017)",416,69,188,125,34
"No asiste (018)",134,39,5,4,86
"Mujeres (020)",465,78,168,110,109
"Asiste actualmente (021)",347,42,162,109,34
"No asiste (022)",118,36,6,1,75
,,,,,
"RURAL (024)",3129,432,986,880,831
"Asiste actualmente (025)",2286,194,941,825,326
"No asiste (026)",843,238,45,55,505
"Hombres (028)",1574,216,510,433,415
"Asiste actualmente (029)",1186,101,487,405,193
"No asiste (030)",388,115,23,28,222
"Mujeres (032)",1555,216,476,447,416
"Asiste actualmente (033)",1100,93,454,420,133
"No asiste (034)",455,123,22,27,283
