"CUADRO Nº 12: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia PUERTO INCA (000)",26018,2100,329,15826,6528,324,372,135,404
"Hombres (001)",14404,764,161,8698,4010,206,229,97,239
"Mujeres (002)",11614,1336,168,7128,2518,118,143,38,165
"PEA (003)",11220,713,12,6167,3331,209,317,109,362
"Hombres (004)",9064,455,10,5039,2868,169,211,88,224
"Mujeres (005)",2156,258,2,1128,463,40,106,21,138
"Ocupada (006)",10588,666,11,5845,3116,193,313,101,343
"Hombres (007)",8586,427,9,4798,2695,154,209,83,211
"Mujeres (008)",2002,239,2,1047,421,39,104,18,132
"Desocupada (009)",632,47,1,322,215,16,4,8,19
"Hombres (010)",478,28,1,241,173,15,2,5,13
"Mujeres (011)",154,19,,81,42,1,2,3,6
"No PEA (012)",14798,1387,317,9659,3197,115,55,26,42
"Hombres (013)",5340,309,151,3659,1142,37,18,9,15
"Mujeres (014)",9458,1078,166,6000,2055,78,37,17,27
,,,,,,,,,
"URBANA (018)",5365,228,91,2476,1918,160,206,71,215
"Hombres (019)",2784,62,43,1203,1066,91,131,53,135
"Mujeres (020)",2581,166,48,1273,852,69,75,18,80
"PEA (021)",2336,62,,825,905,102,181,62,199
"Hombres (022)",1690,26,,580,708,74,123,50,129
"Mujeres (023)",646,36,,245,197,28,58,12,70
"Ocupada (024)",2135,60,,743,822,89,178,58,185
"Hombres (025)",1526,25,,519,634,62,121,48,117
"Mujeres (026)",609,35,,224,188,27,57,10,68
"Desocupada (027)",201,2,,82,83,13,3,4,14
"Hombres (028)",164,1,,61,74,12,2,2,12
"Mujeres (029)",37,1,,21,9,1,1,2,2
"No PEA (030)",3029,166,91,1651,1013,58,25,9,16
"Hombres (031)",1094,36,43,623,358,17,8,3,6
"Mujeres (032)",1935,130,48,1028,655,41,17,6,10
,,,,,,,,,
"RURAL (036)",20653,1872,238,13350,4610,164,166,64,189
"Hombres (037)",11620,702,118,7495,2944,115,98,44,104
"Mujeres (038)",9033,1170,120,5855,1666,49,68,20,85
"PEA (039)",8884,651,12,5342,2426,107,136,47,163
"Hombres (040)",7374,429,10,4459,2160,95,88,38,95
"Mujeres (041)",1510,222,2,883,266,12,48,9,68
"Ocupada (042)",8453,606,11,5102,2294,104,135,43,158
"Hombres (043)",7060,402,9,4279,2061,92,88,35,94
"Mujeres (044)",1393,204,2,823,233,12,47,8,64
"Desocupada (045)",431,45,1,240,132,3,1,4,5
"Hombres (046)",314,27,1,180,99,3,,3,1
"Mujeres (047)",117,18,,60,33,,1,1,4
"No PEA (048)",11769,1221,226,8008,2184,57,30,17,26
"Hombres (049)",4246,273,108,3036,784,20,10,6,9
"Mujeres (050)",7523,948,118,4972,1400,37,20,11,17
