"CUADRO Nº 15: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia TAHUAMANU (000)",5684,1262,2205,1600,100,327,47,143
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",16,14,,,2,,,
"Profes., científicos e intelectuales (002)",304,291,,11,2,,,
"Técnicos de nivel medio y trab. asimilados (003)",425,357,,50,18,,,
"Jefes y empleados de oficina (004)",192,189,,,,3,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",451,122,27,244,14,44,,
"Agricult.trabaj.calif.agrop.y pesqueros (006)",962,2,1,910,49,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",471,,382,81,8,,,
"Obreros construc.,conf.,papel, fab., instr. (008)",1042,110,745,179,6,2,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (009)",1561,121,1019,104,1,269,47,
"Otra (010)",50,50,,,,,,
"Ocupaciñn no especificada (011)",67,6,31,21,,9,,
"Desocupado (012)",143,,,,,,,143
"Hombres (013)",4436,864,1999,1217,82,170,3,101
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (014)",13,11,,,2,,,
"Profes., científicos e intelectuales (015)",196,186,,8,2,,,
"Técnicos de nivel medio y trab. asimilados (016)",330,290,,29,11,,,
"Jefes y empleados de oficina (017)",109,107,,,,2,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (018)",161,62,10,76,7,6,,
"Agricult.trabaj.calif.agrop.y pesqueros (019)",867,2,1,819,45,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (020)",456,,376,72,8,,,
"Obreros construc.,conf.,papel, fab., instr. (021)",996,108,705,176,6,1,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (022)",1143,47,900,33,1,159,3,
"Otra (023)",49,49,,,,,,
"Ocupaciñn no especificada (024)",15,2,7,4,,2,,
"Desocupado (025)",101,,,,,,,101
"Mujeres (026)",1248,398,206,383,18,157,44,42
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (027)",3,3,,,,,,
"Profes., científicos e intelectuales (028)",108,105,,3,,,,
"Técnicos de nivel medio y trab. asimilados (029)",95,67,,21,7,,,
"Jefes y empleados de oficina (030)",83,82,,,,1,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (031)",290,60,17,168,7,38,,
"Agricult.trabaj.calif.agrop.y pesqueros (032)",95,,,91,4,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (033)",15,,6,9,,,,
"Obreros construc.,conf.,papel, fab., instr. (034)",46,2,40,3,,1,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (035)",418,74,119,71,,110,44,
"Otra (036)",1,1,,,,,,
"Ocupaciñn no especificada (037)",52,4,24,17,,7,,
"Desocupado (038)",42,,,,,,,42
,,,,,,,,
"URBANA (039)",3977,1132,1613,855,54,154,40,129
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (040)",13,11,,,2,,,
"Profes., científicos e intelectuales (041)",256,248,,6,2,,,
"Técnicos de nivel medio y trab. asimilados (042)",391,332,,43,16,,,
"Jefes y empleados de oficina (043)",174,171,,,,3,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (044)",392,114,20,203,13,42,,
"Agricult.trabaj.calif.agrop.y pesqueros (045)",288,2,1,275,10,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (046)",382,,302,75,5,,,
"Obreros construc.,conf.,papel, fab., instr. (047)",753,92,505,149,5,2,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (048)",1121,117,772,89,1,102,40,
"Otra (049)",39,39,,,,,,
"Ocupaciñn no especificada (050)",39,6,13,15,,5,,
"Desocupado (051)",129,,,,,,,129
"Hombres (052)",3014,767,1453,580,39,82,3,90
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (053)",11,9,,,2,,,
"Profes., científicos e intelectuales (054)",165,159,,4,2,,,
"Técnicos de nivel medio y trab. asimilados (055)",305,273,,23,9,,,
"Jefes y empleados de oficina (056)",94,92,,,,2,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (057)",139,59,9,60,6,5,,
"Agricult.trabaj.calif.agrop.y pesqueros (058)",262,2,1,250,9,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (059)",369,,297,67,5,,,
"Obreros construc.,conf.,papel, fab., instr. (060)",715,90,473,146,5,1,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (061)",814,43,668,27,1,72,3,
"Otra (062)",38,38,,,,,,
"Ocupaciñn no especificada (063)",12,2,5,3,,2,,
"Desocupado (064)",90,,,,,,,90
"Mujeres (065)",963,365,160,275,15,72,37,39
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (066)",2,2,,,,,,
"Profes., científicos e intelectuales (067)",91,89,,2,,,,
"Técnicos de nivel medio y trab. asimilados (068)",86,59,,20,7,,,
"Jefes y empleados de oficina (069)",80,79,,,,1,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (070)",253,55,11,143,7,37,,
"Agricult.trabaj.calif.agrop.y pesqueros (071)",26,,,25,1,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (072)",13,,5,8,,,,
"Obreros construc.,conf.,papel, fab., instr. (073)",38,2,32,3,,1,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (074)",307,74,104,62,,30,37,
"Otra (075)",1,1,,,,,,
"Ocupaciñn no especificada (076)",27,4,8,12,,3,,
"Desocupado (077)",39,,,,,,,39
,,,,,,,,
"RURAL (078)",1707,130,592,745,46,173,7,14
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (079)",3,3,,,,,,
"Profes., científicos e intelectuales (080)",48,43,,5,,,,
"Técnicos de nivel medio y trab. asimilados (081)",34,25,,7,2,,,
"Jefes y empleados de oficina (082)",18,18,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (083)",59,8,7,41,1,2,,
"Agricult.trabaj.calif.agrop.y pesqueros (084)",674,,,635,39,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (085)",89,,80,6,3,,,
"Obreros construc.,conf.,papel, fab., instr. (086)",289,18,240,30,1,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (087)",440,4,247,15,,167,7,
"Otra (088)",11,11,,,,,,
"Ocupaciñn no especificada (089)",28,,18,6,,4,,
"Desocupado (090)",14,,,,,,,14
"Hombres (091)",1422,97,546,637,43,88,,11
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (092)",2,2,,,,,,
"Profes., científicos e intelectuales (093)",31,27,,4,,,,
"Técnicos de nivel medio y trab. asimilados (094)",25,17,,6,2,,,
"Jefes y empleados de oficina (095)",15,15,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (096)",22,3,1,16,1,1,,
"Agricult.trabaj.calif.agrop.y pesqueros (097)",605,,,569,36,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (098)",87,,79,5,3,,,
