"CUADRO Nº 6: POBLACIÓN DE 18 Y MÁS AÑOS DE EDAD, POR TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI), SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)",
,,"TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)","NO TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)"
,,,
"Provincia HUANCANE (000)",43682,42481,1201
"Hombres (001)",20658,20280,378
"Mujeres (002)",23024,22201,823
"De 18 a 29 años (003)",11205,10853,352
"Hombres (004)",5614,5418,196
"Mujeres (005)",5591,5435,156
"De 30 a 44 años (006)",11298,11234,64
"Hombres (007)",5299,5278,21
"Mujeres (008)",5999,5956,43
"De 45 a 64 años (009)",12161,12051,110
"Hombres (010)",5624,5601,23
"Mujeres (011)",6537,6450,87
"De 65 y más años (012)",9018,8343,675
"Hombres (013)",4121,3983,138
"Mujeres (014)",4897,4360,537
,,,
"URBANA (015)",8763,8614,149
"Hombres (016)",4362,4293,69
"Mujeres (017)",4401,4321,80
"De 18 a 29 años (018)",2885,2794,91
"Hombres (019)",1475,1424,51
"Mujeres (020)",1410,1370,40
"De 30 a 44 años (021)",2761,2751,10
"Hombres (022)",1315,1311,4
"Mujeres (023)",1446,1440,6
"De 45 a 64 años (024)",2111,2099,12
"Hombres (025)",1057,1054,3
"Mujeres (026)",1054,1045,9
"De 65 y más años (027)",1006,970,36
"Hombres (028)",515,504,11
"Mujeres (029)",491,466,25
,,,
"RURAL (030)",34919,33867,1052
"Hombres (031)",16296,15987,309
"Mujeres (032)",18623,17880,743
"De 18 a 29 años (033)",8320,8059,261
"Hombres (034)",4139,3994,145
"Mujeres (035)",4181,4065,116
"De 30 a 44 años (036)",8537,8483,54
"Hombres (037)",3984,3967,17
"Mujeres (038)",4553,4516,37
"De 45 a 64 años (039)",10050,9952,98
"Hombres (040)",4567,4547,20
"Mujeres (041)",5483,5405,78
"De 65 y más años (042)",8012,7373,639
"Hombres (043)",3606,3479,127
"Mujeres (044)",4406,3894,512
