"CUADRO Nº 1: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR NÚMERO DE HOGARES, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HOGARES",,,,
,,1,2,3,4,"5 Y MÁS"
,,,,,,
"Provincia EL COLLAO",,,,,,
"Viviendas particulares (001)",26107,25875,195,35,2,
"Ocupantes presentes (002)",78773,76933,1424,386,30,
"Casa independiente",,,,,,
"Viviendas particulares (004)",25053,24828,192,31,2,
"Ocupantes presentes (005)",75981,74200,1406,345,30,
"Departamento en edificio",,,,,,
"Viviendas particulares (007)",16,16,,,,
"Ocupantes presentes (008)",50,50,,,,
"Vivienda en quinta",,,,,,
"Viviendas particulares (010)",26,24,1,1,,
"Ocupantes presentes (011)",111,95,8,8,,
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (013)",35,33,1,1,,
"Ocupantes presentes (014)",119,103,5,11,,
"Choza o cabaña",,,,,,
"Viviendas particulares (016)",951,948,1,2,,
"Ocupantes presentes (017)",2437,2410,5,22,,
"Vivienda improvisada",,,,,,
"Viviendas particulares (019)",5,5,,,,
"Ocupantes presentes (020)",24,24,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (022)",17,17,,,,
"Ocupantes presentes (023)",42,42,,,,
"Otro tipo",,,,,,
"Viviendas particulares (025)",4,4,,,,
"Ocupantes presentes (026)",9,9,,,,
,,,,,,
URBANA,,,,,,
"Viviendas particulares (028)",7139,6940,166,31,2,
"Ocupantes presentes (029)",23266,21667,1229,340,30,
"Casa independiente",,,,,,
"Viviendas particulares (031)",7047,6852,164,29,2,
"Ocupantes presentes (032)",22929,21362,1216,321,30,
"Departamento en edificio",,,,,,
"Viviendas particulares (034)",16,16,,,,
"Ocupantes presentes (035)",50,50,,,,
"Vivienda en quinta",,,,,,
"Viviendas particulares (037)",26,24,1,1,,
"Ocupantes presentes (038)",111,95,8,8,,
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (040)",35,33,1,1,,
"Ocupantes presentes (041)",119,103,5,11,,
"Choza o cabaña",,,,,,
"Vivienda improvisada",,,,,,
"Viviendas particulares (046)",5,5,,,,
"Ocupantes presentes (047)",24,24,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (049)",9,9,,,,
"Ocupantes presentes (050)",32,32,,,,
"Otro tipo",,,,,,
"Viviendas particulares (052)",1,1,,,,
"Ocupantes presentes (053)",1,1,,,,
,,,,,,
RURAL,,,,,,
"Viviendas particulares (055)",18968,18935,29,4,,
"Ocupantes presentes (056)",55507,55266,195,46,,
"Casa independiente",,,,,,
"Viviendas particulares (058)",18006,17976,28,2,,
"Ocupantes presentes (059)",53052,52838,190,24,,
"Departamento en edificio",,,,,,
"Vivienda en quinta",,,,,,
"Vivienda en casa de vecindad",,,,,,
"Choza o cabaña",,,,,,
"Viviendas particulares (070)",951,948,1,2,,
"Ocupantes presentes (071)",2437,2410,5,22,,
"Vivienda improvisada",,,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (076)",8,8,,,,
"Ocupantes presentes (077)",10,10,,,,
"Otro tipo",,,,,,
"Viviendas particulares (079)",3,3,,,,
"Ocupantes presentes (080)",8,8,,,,
