"CUADRO Nº 10: POBLACIÓN DE 3 A 24 AÑOS DE EDAD, POR GRUPOS DE EDAD NORMATIVA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y ASISTENCIA A UN CENTRO DE ENSEÑANZA REGULAR",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y ASISTENCIA A UN CENTRO DE ENSEÑANZA REGULAR",TOTAL,"GRUPOS DE EDAD NORMATIVA",,,
,,"3 A 5 AÑOS","6 A 11 AÑOS","12 A 16 AÑOS","17 A 24 AÑOS"
,,,,,
"Provincia LORETO (000)",32300,5683,9794,8135,8688
"Asiste actualmente (001)",19558,2696,8628,6501,1733
"No asiste (002)",12742,2987,1166,1634,6955
"Hombres (004)",16596,2852,5119,4277,4348
"Asiste actualmente (005)",10487,1344,4518,3576,1049
"No asiste (006)",6109,1508,601,701,3299
"Mujeres (008)",15704,2831,4675,3858,4340
"Asiste actualmente (009)",9071,1352,4110,2925,684
"No asiste (010)",6633,1479,565,933,3656
,,,,,
"URBANA (012)",12943,2017,3555,3630,3741
"Asiste actualmente (013)",8733,1055,3335,3165,1178
"No asiste (014)",4210,962,220,465,2563
"Hombres (016)",6641,1014,1835,1938,1854
"Asiste actualmente (017)",4676,528,1723,1751,674
"No asiste (018)",1965,486,112,187,1180
"Mujeres (020)",6302,1003,1720,1692,1887
"Asiste actualmente (021)",4057,527,1612,1414,504
"No asiste (022)",2245,476,108,278,1383
,,,,,
"RURAL (024)",19357,3666,6239,4505,4947
"Asiste actualmente (025)",10825,1641,5293,3336,555
"No asiste (026)",8532,2025,946,1169,4392
"Hombres (028)",9955,1838,3284,2339,2494
"Asiste actualmente (029)",5811,816,2795,1825,375
"No asiste (030)",4144,1022,489,514,2119
"Mujeres (032)",9402,1828,2955,2166,2453
"Asiste actualmente (033)",5014,825,2498,1511,180
"No asiste (034)",4388,1003,457,655,2273
