"CUADRO Nº 9: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia HUANUCO (000)",90485,1737,30599,31417,21879,4853
"Empleado (001)",20828,124,7232,8463,4752,257
"Obrero (002)",12570,261,5331,3958,2551,469
"Trabajador independiente (003)",43648,182,11525,15815,12584,3542
"Empleador o patrono (004)",1826,2,414,703,542,165
"Trabajador familiar no remunerado (005)",8879,1022,4628,1815,1064,350
"Trabajador del hogar (006)",2734,146,1469,663,386,70
"Hombres (008)",61447,1206,21138,20521,14861,3721
"Empleado (009)",11354,87,3822,4492,2760,193
"Obrero (010)",10987,227,4703,3388,2239,430
"Trabajador independiente (011)",32223,132,8834,11369,9120,2768
"Empleador o patrono (012)",1379,2,313,504,422,138
"Trabajador familiar no remunerado (013)",5295,734,3346,742,293,180
"Trabajador del hogar (014)",209,24,120,26,27,12
"Mujeres (016)",29038,531,9461,10896,7018,1132
"Empleado (017)",9474,37,3410,3971,1992,64
"Obrero (018)",1583,34,628,570,312,39
"Trabajador independiente (019)",11425,50,2691,4446,3464,774
"Empleador o patrono (020)",447,,101,199,120,27
"Trabajador familiar no remunerado (021)",3584,288,1282,1073,771,170
"Trabajador del hogar (022)",2525,122,1349,637,359,58
,,,,,,
"URBANA (024)",58112,864,18907,21511,14473,2357
"Empleado (025)",20060,119,6924,8157,4615,245
"Obrero (026)",6712,118,2649,2194,1496,255
"Trabajador independiente (027)",25001,165,6692,9392,7181,1571
"Empleador o patrono (028)",1195,2,287,468,345,93
"Trabajador familiar no remunerado (029)",2861,341,1111,750,516,143
"Trabajador del hogar (030)",2283,119,1244,550,320,50
"Hombres (032)",35067,548,11616,12522,8768,1613
"Empleado (033)",10915,86,3662,4322,2663,182
"Obrero (034)",5842,102,2351,1837,1314,238
"Trabajador independiente (035)",16111,121,4681,5843,4427,1039
"Empleador o patrono (036)",853,2,211,310,254,76
"Trabajador familiar no remunerado (037)",1185,219,611,189,96,70
"Trabajador del hogar (038)",161,18,100,21,14,8
"Mujeres (040)",23045,316,7291,8989,5705,744
"Empleado (041)",9145,33,3262,3835,1952,63
"Obrero (042)",870,16,298,357,182,17
"Trabajador independiente (043)",8890,44,2011,3549,2754,532
"Empleador o patrono (044)",342,,76,158,91,17
"Trabajador familiar no remunerado (045)",1676,122,500,561,420,73
"Trabajador del hogar (046)",2122,101,1144,529,306,42
,,,,,,
"RURAL (048)",32373,873,11692,9906,7406,2496
"Empleado (049)",768,5,308,306,137,12
"Obrero (050)",5858,143,2682,1764,1055,214
"Trabajador independiente (051)",18647,17,4833,6423,5403,1971
"Empleador o patrono (052)",631,,127,235,197,72
"Trabajador familiar no remunerado (053)",6018,681,3517,1065,548,207
"Trabajador del hogar (054)",451,27,225,113,66,20
"Hombres (056)",26380,658,9522,7999,6093,2108
"Empleado (057)",439,1,160,170,97,11
"Obrero (058)",5145,125,2352,1551,925,192
"Trabajador independiente (059)",16112,11,4153,5526,4693,1729
"Empleador o patrono (060)",526,,102,194,168,62
"Trabajador familiar no remunerado (061)",4110,515,2735,553,197,110
"Trabajador del hogar (062)",48,6,20,5,13,4
"Mujeres (064)",5993,215,2170,1907,1313,388
"Empleado (065)",329,4,148,136,40,1
"Obrero (066)",713,18,330,213,130,22
"Trabajador independiente (067)",2535,6,680,897,710,242
"Empleador o patrono (068)",105,,25,41,29,10
"Trabajador familiar no remunerado (069)",1908,166,782,512,351,97
"Trabajador del hogar (070)",403,21,205,108,53,16
