"CUADRO Nº 12: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia BAGUA (000)",60725,5301,1101,30469,17126,1976,2492,775,1485
"Hombres (001)",31075,1545,573,15685,9808,1004,1238,405,817
"Mujeres (002)",29650,3756,528,14784,7318,972,1254,370,668
"PEA (003)",25055,1802,78,10691,7932,991,1891,454,1216
"Hombres (004)",18222,911,65,8122,6370,651,1095,290,718
"Mujeres (005)",6833,891,13,2569,1562,340,796,164,498
"Ocupada (006)",24239,1755,77,10391,7609,956,1816,443,1192
"Hombres (007)",17619,884,64,7887,6120,625,1057,283,699
"Mujeres (008)",6620,871,13,2504,1489,331,759,160,493
"Desocupada (009)",816,47,1,300,323,35,75,11,24
"Hombres (010)",603,27,1,235,250,26,38,7,19
"Mujeres (011)",213,20,,65,73,9,37,4,5
"No PEA (012)",35670,3499,1023,19778,9194,985,601,321,269
"Hombres (013)",12853,634,508,7563,3438,353,143,115,99
"Mujeres (014)",22817,2865,515,12215,5756,632,458,206,170
,,,,,,,,,
"URBANA (018)",29513,1503,357,11383,10393,1662,2168,703,1344
"Hombres (019)",14695,375,183,5729,5502,813,1009,352,732
"Mujeres (020)",14818,1128,174,5654,4891,849,1159,351,612
"PEA (021)",12662,405,15,3710,4584,815,1629,411,1093
"Hombres (022)",8614,191,11,2682,3425,522,881,259,643
"Mujeres (023)",4048,214,4,1028,1159,293,748,152,450
"Ocupada (024)",12143,388,14,3575,4350,780,1562,400,1074
"Hombres (025)",8248,183,10,2575,3252,496,851,252,629
"Mujeres (026)",3895,205,4,1000,1098,284,711,148,445
"Desocupada (027)",519,17,1,135,234,35,67,11,19
"Hombres (028)",366,8,1,107,173,26,30,7,14
"Mujeres (029)",153,9,,28,61,9,37,4,5
"No PEA (030)",16851,1098,342,7673,5809,847,539,292,251
"Hombres (031)",6081,184,172,3047,2077,291,128,93,89
"Mujeres (032)",10770,914,170,4626,3732,556,411,199,162
,,,,,,,,,
"RURAL (036)",31212,3798,744,19086,6733,314,324,72,141
"Hombres (037)",16380,1170,390,9956,4306,191,229,53,85
"Mujeres (038)",14832,2628,354,9130,2427,123,95,19,56
"PEA (039)",12393,1397,63,6981,3348,176,262,43,123
"Hombres (040)",9608,720,54,5440,2945,129,214,31,75
"Mujeres (041)",2785,677,9,1541,403,47,48,12,48
"Ocupada (042)",12096,1367,63,6816,3259,176,254,43,118
"Hombres (043)",9371,701,54,5312,2868,129,206,31,70
"Mujeres (044)",2725,666,9,1504,391,47,48,12,48
"Desocupada (045)",297,30,,165,89,,8,,5
"Hombres (046)",237,19,,128,77,,8,,5
"Mujeres (047)",60,11,,37,12,,,,
"No PEA (048)",18819,2401,681,12105,3385,138,62,29,18
"Hombres (049)",6772,450,336,4516,1361,62,15,22,10
"Mujeres (050)",12047,1951,345,7589,2024,76,47,7,8
