"CUADRO Nº 10: POBLACIÓN DE 3 A 24 AÑOS DE EDAD, POR GRUPOS DE EDAD NORMATIVA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y ASISTENCIA A UN CENTRO DE ENSEÑANZA REGULAR",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y ASISTENCIA A UN CENTRO DE ENSEÑANZA REGULAR",TOTAL,"GRUPOS DE EDAD NORMATIVA",,,
,,"3 A 5 AÑOS","6 A 11 AÑOS","12 A 16 AÑOS","17 A 24 AÑOS"
,,,,,
"Provincia TACNA (000)",110633,14011,27971,25664,42987
"Asiste actualmente (001)",79423,8126,27107,24306,19884
"No asiste (002)",31210,5885,864,1358,23103
"Hombres (004)",55739,7182,14328,12924,21305
"Asiste actualmente (005)",40290,4143,13880,12290,9977
"No asiste (006)",15449,3039,448,634,11328
"Mujeres (008)",54894,6829,13643,12740,21682
"Asiste actualmente (009)",39133,3983,13227,12016,9907
"No asiste (010)",15761,2846,416,724,11775
,,,,,
"URBANA (012)",104024,13100,26367,24177,40380
"Asiste actualmente (013)",75216,7664,25565,22943,19044
"No asiste (014)",28808,5436,802,1234,21336
"Hombres (016)",52168,6709,13502,12133,19824
"Asiste actualmente (017)",38036,3897,13088,11576,9475
"No asiste (018)",14132,2812,414,557,10349
"Mujeres (020)",51856,6391,12865,12044,20556
"Asiste actualmente (021)",37180,3767,12477,11367,9569
"No asiste (022)",14676,2624,388,677,10987
,,,,,
"RURAL (024)",6609,911,1604,1487,2607
"Asiste actualmente (025)",4207,462,1542,1363,840
"No asiste (026)",2402,449,62,124,1767
"Hombres (028)",3571,473,826,791,1481
"Asiste actualmente (029)",2254,246,792,714,502
"No asiste (030)",1317,227,34,77,979
"Mujeres (032)",3038,438,778,696,1126
"Asiste actualmente (033)",1953,216,750,649,338
"No asiste (034)",1085,222,28,47,788
