"CUADRO Nº 12: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE SI DISPONEN DEL SERVICIO DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA POTABLE",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia HUANCANE",,,,,,,,,
"Viviendas particulares (001)",6059,2582,554,146,385,72,37,88,2195
"Ocupantes presentes (002)",19305,8830,1782,458,1192,225,119,305,6394
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",5833,2556,546,144,366,68,37,88,2028
"Ocupantes presentes (005)",18618,8762,1760,454,1145,217,119,305,5856
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",2,2,,,,,,,
"Ocupantes presentes (008)",5,5,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",8,8,,,,,,,
"Ocupantes presentes (011)",26,26,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",16,7,,,,,,,9
"Ocupantes presentes (014)",45,14,,,,,,,31
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",197,6,8,2,19,4,,,158
"Ocupantes presentes (017)",602,14,22,4,47,8,,,507
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",3,3,,,,,,,
"Ocupantes presentes (023)",9,9,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",2963,2129,359,92,105,24,12,9,233
"Ocupantes presentes (029)",10181,7458,1172,300,360,79,37,39,736
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",2934,2109,359,92,105,24,12,9,224
"Ocupantes presentes (032)",10096,7404,1172,300,360,79,37,39,705
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",2,2,,,,,,,
"Ocupantes presentes (035)",5,5,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",8,8,,,,,,,
"Ocupantes presentes (038)",26,26,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",16,7,,,,,,,9
"Ocupantes presentes (041)",45,14,,,,,,,31
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",3,3,,,,,,,
"Ocupantes presentes (050)",9,9,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",3096,453,195,54,280,48,25,79,1962
"Ocupantes presentes (056)",9124,1372,610,158,832,146,82,266,5658
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",2899,447,187,52,261,44,25,79,1804
"Ocupantes presentes (059)",8522,1358,588,154,785,138,82,266,5151
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",197,6,8,2,19,4,,,158
"Ocupantes presentes (071)",602,14,22,4,47,8,,,507
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
