"CUADRO Nº 39: POBLACIÓN ECONÓMICAMENTE INACTIVA DE 6 Y MÁS AÑOS , POR ACTIVIDAD NO LABORAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,,,,,,
,,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"ACTIVIDAD NO LABORAL",,,,,,,,
,,"ESTUDIANDO Y NO TRABAJO","VIVIENDO DE SU PENSIÓN Y JUBILACIÓN","VIVIENDO DE SUS RENTAS","AL CUIDADO DE SU HOGAR","POR SU EDAD","DE VIAJE",DISCAPACITADO,"SERVICIO MILITAR",OTRA
,,,,,,,,,,
"Provincia BARRANCA (000)",66588,31475,3986,771,28119,932,29,112,26,1138
"Hombres (001)",24398,15614,2838,413,4306,448,14,58,26,681
"Mujeres (002)",42190,15861,1148,358,23813,484,15,54,,457
"De 06 a 14 años (003)",22729,21688,,,617,266,1,9,,148
"Hombres (004)",11428,10913,,,293,142,,4,,76
"Mujeres (005)",11301,10775,,,324,124,1,5,,72
"De 15 a 29 años (006)",18641,9500,22,162,8489,,8,38,26,396
"Hombres (007)",6324,4596,13,65,1371,,4,19,26,230
"Mujeres (008)",12317,4904,9,97,7118,,4,19,,166
"De 30 a 44 años (009)",8327,207,45,142,7680,,12,24,,217
"Hombres (010)",1057,75,10,70,741,,8,13,,140
"Mujeres (011)",7270,132,35,72,6939,,4,11,,77
"De 45 a 64 años (012)",8663,70,792,222,7353,6,8,17,,195
"Hombres (013)",1790,24,496,126,996,3,2,13,,130
"Mujeres (014)",6873,46,296,96,6357,3,6,4,,65
"De 65 y más años (015)",8228,10,3127,245,3980,660,,24,,182
"Hombres (016)",3799,6,2319,152,905,303,,9,,105
"Mujeres (017)",4429,4,808,93,3075,357,,15,,77
,,,,,,,,,,
"AREA URBANA (018)",57002,26994,3533,693,23839,816,28,85,26,988
"Hombres (019)",21192,13278,2525,371,3962,388,13,46,26,583
"Mujeres (020)",35810,13716,1008,322,19877,428,15,39,,405
"De 06 a 14 años (021)",19344,18421,,,558,232,1,7,,125
"Hombres (022)",9661,9193,,,275,125,,4,,64
"Mujeres (023)",9683,9228,,,283,107,1,3,,61
"De 15 a 29 años (024)",15906,8308,20,147,7027,,8,23,26,347
"Hombres (025)",5549,3985,11,62,1249,,4,12,26,200
"Mujeres (026)",10357,4323,9,85,5778,,4,11,,147
"De 30 a 44 años (027)",7089,190,44,129,6510,,11,20,,185
"Hombres (028)",986,70,10,65,704,,7,11,,119
"Mujeres (029)",6103,120,34,64,5806,,4,9,,66
"De 45 a 64 años (030)",7465,65,726,202,6274,4,8,16,,170
"Hombres (031)",1640,24,449,113,927,2,2,12,,111
"Mujeres (032)",5825,41,277,89,5347,2,6,4,,59
"De 65 y más años (033)",7198,10,2743,215,3470,580,,19,,161
"Hombres (034)",3356,6,2055,131,807,261,,7,,89
"Mujeres (035)",3842,4,688,84,2663,319,,12,,72
,,,,,,,,,,
"AREA RURAL (036)",9586,4481,453,78,4280,116,1,27,,150
"Hombres (037)",3206,2336,313,42,344,60,1,12,,98
"Mujeres (038)",6380,2145,140,36,3936,56,,15,,52
"De 06 a 14 años (039)",3385,3267,,,59,34,,2,,23
"Hombres (040)",1767,1720,,,18,17,,,,12
"Mujeres (041)",1618,1547,,,41,17,,2,,11
"De 15 a 29 años (042)",2735,1192,2,15,1462,,,15,,49
"Hombres (043)",775,611,2,3,122,,,7,,30
"Mujeres (044)",1960,581,,12,1340,,,8,,19
"De 30 a 44 años (045)",1238,17,1,13,1170,,1,4,,32
"Hombres (046)",71,5,,5,37,,1,2,,21
"Mujeres (047)",1167,12,1,8,1133,,,2,,11
"De 45 a 64 años (048)",1198,5,66,20,1079,2,,1,,25
"Hombres (049)",150,,47,13,69,1,,1,,19
"Mujeres (050)",1048,5,19,7,1010,1,,,,6
"De 65 y más años (051)",1030,,384,30,510,80,,5,,21
"Hombres (052)",443,,264,21,98,42,,2,,16
"Mujeres (053)",587,,120,9,412,38,,3,,5
